name,gauss_notation
11a_101,"{-1, 2, -3, 1, -4, 5, -6, 7, -2, 3, -8, 6, -9, 4, -10, 11, -5, 9, -7, 8, -11, 10}"
11a_162,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 9, -5, 6, -10, 8, -11, 4, -9, 10, -7, 11}"
12a_0012,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -4, 7, -8, 9, -6, 5, -9, 10, -11, 12, -7, 8, -12, 11, -10}"
12a_0089,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 10, -4, 5, -8, 7, -6, 11, -12, 9, -10, 12, -11}"
12a_0112,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 10, -4, 5, -10, 11, -12, 9, -6, 7, -8, 12, -11}"
12a_0174,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -6, 7, -8, 9, -10, 11, -4, 5, -7, 12, -9, 10, -12, 8, -11}"
12a_0305,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -8, 9, -4, 10, -11, 12, -6, 7, -10, 11, -12, 5, -9}"
12a_0368,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 10, -11, 7, -4, 5, -6, 12, -8, 11, -10, 9, -12}"
12a_0500,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -3, 2, -4, 5, -6, 11, -8, 12, -10, 9, -12, 7, -11}"
12a_0658,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 9, -10, 11, -8, 12, -4, 10, -11, 7, -6, 5, -12}"
12a_0729,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -11, 2, -3, 11, -4, 12, -6, 9, -8, 7, -12, 5, -10}"
12a_0889,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 9, -5, 10, -11, 12, -8, 2, -9, 4, -10, 11, -12, 7, -6}"
12a_0898,"{1, -2, 3, -4, 5, -1, 6, -7, 2, -3, 8, -9, 4, -5, 10, -11, 12, -6, 7, -8, 9, -10, 11, -12}"
12a_1064,"{1, -2, 3, -4, 5, -1, 6, -7, 2, -8, 9, -3, 10, -11, 12, -5, 8, -9, 4, -10, 11, -12, 7, -6}"
12a_1141,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 10, -11, 2, -3, 4, -5, 9, -8, 12, -6, 11, -10, 7, -12}"
12a_1236,"{1, -2, 3, -4, 5, -6, 7, -1, 8, -3, 4, -9, 10, -11, 12, -5, 6, -7, 2, -8, 11, -10, 9, -12}"
