name,braid_notation
11a_284,"{1,1,-2,1,3,-2,1,3,-2,-2,3}"
12a_0045,"{1,2,2,3,-4,1,-4,1,-2,-3,-3,-4,-4,-4}"
12a_0061,"{1,-2,-2,3,1,3,1,3,-4,-2,3,-4}"
12a_0065,"{1,2,2,3,-4,1,-4,1,-2,-4,-3,-3,-4,-4}"
12a_0145,"{1,2,2,3,1,1,-2,3,4,4,4,-3,4,3}"
12a_0170,"{-1,2,3,-1,3,4,2,-3,4,-5,4,-5,4}"
12a_0192,"{-1,2,-1,2,-3,-3,-2,-2,3,-4,-5,3,4,-5,-4}"
12a_0275,"{1,-2,-2,3,4,-1,4,-1,-2,-3,2,-3,4,-2,-3,-2}"
12a_0406,"{-1,2,-3,4,-1,2,4,5,5,4,-3,4,-5}"
12a_0537,"{-1,2,-3,4,5,-1,2,5,4,-3,2,4,-5}"
12a_0624,"{1,-2,-3,-4,-2,3,-4,-3,-2,3,1,1,-2,-2,3,-2}"
12a_0678,"{-1,2,2,-3,1,1,2,-3,-4,2,2,3,-4,-3}"
12a_0820,"{-1,2,-1,-2,3,-2,3,3,3,-2,3,-2,3}"
12a_0910,"{1,-2,1,2,2,-3,2,2,-3,-3,2,-3,2}"
