name,gauss_notation
12a_0154,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 10, -11, 5, -4, 9, -8, 12, -6, 11, -10, 7, -12}"
12a_0162,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 10, -11, 5, -4, 12, -10, 7, -6, 11, -12, 9, -8}"
12a_0184,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -7, 8, -6, 9, -10, 11, -4, 7, -8, 5, -9, 12, -11, 10, -12}"
12a_0261,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -4, 9, -10, 7, -8, 11, -9, 12, -6, 5, -12, 10, -11}"
12a_0333,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -9, 10, -4, 11, -8, 9, -10, 12, -6, 7, -12, 5, -11}"
12a_0465,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -6, 9, -10, 7, -8, 11, -12, 5, -4, 12, -9, 10, -11}"
12a_0662,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 7, -10, 5, -11, 12, -4, 9, -8, 10, -6, 11, -12}"
12a_1005,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 9, -10, 4, -8, 7, -11, 12, -6, 2, -9, 10, -5, 11, -12}"
12a_1072,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 10, -3, 4, -11, 12, -6, 2, -5, 11, -8, 9, -10, 7, -12}"
12a_1280,"{1, -2, 3, -4, 5, -6, 7, -1, 8, -9, 10, -11, 2, -3, 12, -5, 6, -10, 9, -7, 4, -12, 11, -8}"
