name,braid_notation
10_44,"{1,1,-2,1,3,-2,3,-4,3,-4}"
10_57,"{-1,-1,-1,-2,1,-2,3,-2,-2,3,3}"
11a_133,"{1,1,2,-1,-3,2,4,3,3,3,-5,4,-5}"
11a_174,"{1,1,-2,1,-2,-2,-2,-2,3,-2,3}"
11a_221,"{-1,-1,-1,-1,2,-1,-3,2,2,2,-3}"
11a_259,"{1,1,1,-2,1,1,3,-2,3,3,3}"
11a_311,"{1,1,2,-1,2,-3,2,4,-3,4,5,-4,5}"
11a_356,"{1,1,1,1,2,-1,2,2,2,2,3,-2,3}"
11n_40,"{1,-2,1,-2,-2,1,3,2,2,2,3}"
11n_46,"{1,1,2,2,1,3,-2,-2,3,-2,3}"
11n_154,"{1,1,1,2,-1,-3,2,-1,2,-3,2}"
12a_0066,"{1,-2,-2,3,4,1,1,2,-3,2,-3,4,-3,-3}"
12a_0342,"{-1,2,-3,4,-1,2,-3,2,2,-3,-3,4}"
12a_0472,"{-1,2,-3,-4,-1,-4,-3,2,-3,4,-5,-3,4,-5,-4}"
12a_0611,"{-1,-2,3,4,4,3,-2,3,-4,3,1,1,2,2,-3,2}"
12a_0670,"{-1,-1,2,-3,-1,2,2,3,-1,3,2,-1,2}"
12a_0741,"{-1,2,3,-4,2,3,-4,3,2,-3,1,1,2,2,-3,2}"
12a_0743,"{-1,-2,-3,4,4,5,5,4,-3,4,-2,-5,-1,2,3}"
12a_0859,"{1,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2}"
12a_0937,"{1,-2,1,2,2,-3,2,2,2,2,2,-3,2}"
12a_1091,"{-1,2,3,-1,3,2,-1,-1,2,2,-3,2,-1}"
12a_1101,"{1,-2,-2,1,-2,-2,3,-2,1,-2,-3,-3,-2}"
12a_1138,"{1,-2,-3,4,4,4,4,-3,2,-3,4,-1,-1,-2}"
12a_1145,"{1,-2,-3,1,-3,-3,2,2,2,2,2,-3,2}"
12a_1197,"{-1,-1,-1,2,3,3,2,-1,2,-3,2,-1,2}"
12a_1217,"{-1,2,-1,-2,3,-2,3,4,-2,4,3,-2,3,-4}"
12n_0012,"{-1,2,-1,2,3,4,-5,-3,4,2,-5,2,3}"
12n_0070,"{1,-2,-2,-3,4,1,1,2,2,-3,2,4}"
12n_0177,"{1,-2,1,2,3,4,4,3,2,2,3,3,-4,3}"
12n_0189,"{1,2,2,3,1,3,1,-2,1,-2,-2,-2,-3}"
12n_0191,"{1,1,1,2,2,2,2,-1,-1,2,2,2}"
12n_0348,"{1,-2,-3,1,2,-3,-2,-4,-2,-2,3,-4}"
12n_0498,"{-1,2,-3,4,4,-3,2,1,1,2,-3,-4,2,-3}"
12n_0606,"{1,-2,-1,2,-1,-2,3,-2,1,-2,-3,-3,-2}"
12n_0678,"{1,-2,-3,1,-3,-2,3,-2,1,2,2,2,2}"
12n_0685,"{-1,2,-1,-2,3,3,-2,-2,-3,-3,-2,-2,3}"
12n_0716,"{1,-2,3,1,3,1,-2,1,-2,-3,-2,1,-2}"
12n_0748,"{1,-2,-2,1,1,-2,-2,1,1,2,2,2}"
12n_0792,"{1,-2,1,2,3,-2,-2,-2,-2,3,-2,-2,3}"
12n_0795,"{-1,2,-3,-4,3,-4,2,2,3,-2,3,1,1,2}"
