name,gauss_notation
10_115,"{-1, 2, -3, 4, -5, 1, -6, 7, -4, 3, -8, 9, -2, 5, -10, 6, -9, 8, -7, 10}"
11a_56,"{-1, 2, -3, 1, -4, 5, -2, 3, -6, 7, -8, 9, -10, 11, -5, 4, -11, 6, -9, 8, -7, 10}"
11a_105,"{-1, 2, -3, 1, -4, 5, -6, 7, -2, 3, -8, 9, -7, 4, -5, 6, -10, 11, -9, 8, -11, 10}"
11a_113,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 9, -10, 4, -11, 6, -7, 8, -9, 10, -5, 11}"
11a_120,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 8, -9, 4, -5, 10, -11, 6, -7, 11, -10, 9}"
11a_185,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 9, -10, 3, -2, 4, -11, 6, -9, 8, -7, 11, -5, 10}"
11a_265,"{-1, 2, -3, 4, -5, 1, -6, 3, -4, 7, -8, 9, -10, 6, -2, 5, -11, 10, -9, 8, -7, 11}"
11a_295,"{-1, 2, -3, 4, -5, 1, -6, 7, -8, 3, -2, 9, -10, 11, -7, 5, -4, 8, -9, 10, -11, 6}"
11a_320,"{-1, 2, -3, 4, -5, 1, -6, 7, -8, 9, -4, 3, -10, 11, -2, 5, -9, 8, -7, 10, -11, 6}"
12a_0052,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 5, -4, 8, -9, 10, -11, 12, -6, 7, -8, 9, -10, 11, -12}"
12a_0147,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 10, -11, 12, -4, 5, -6, 7, -8, 11, -10, 9, -12}"
12a_0548,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 9, -4, 10, -11, 12, -8, 7, -6, 5, -10, 11, -12}"
12a_0591,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 9, -8, 7, -4, 10, -11, 12, -6, 5, -10, 11, -12}"
12a_0600,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -3, 2, -10, 9, -4, 11, -12, 5, -6, 7, -8, 12, -11}"
12a_0789,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -11, 2, -3, 11, -8, 9, -10, 12, -4, 5, -6, 7, -12}"
12a_1017,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 9, -10, 11, -12, 4, -8, 7, -6, 2, -9, 10, -11, 12, -5}"
12a_1063,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 10, -3, 4, -11, 12, -5, 2, -10, 9, -8, 7, -6, 11, -12}"
12a_1218,"{1, -2, 3, -4, 5, -6, 7, -1, 8, -3, 4, -5, 6, -9, 10, -11, 12, -7, 2, -8, 9, -10, 11, -12}"
12a_1281,"{1, -2, 3, -4, 5, -6, 7, -1, 8, -9, 10, -11, 12, -7, 6, -3, 4, -5, 2, -12, 11, -8, 9, -10}"
12n_0018,"{1, -2, 3, -1, 4, 5, -6, -3, 2, -4, 7, -8, -5, 6, 9, -10, 8, -7, 11, -12, 10, -9, 12, -11}"
12n_0092,"{1, -2, 3, -1, 4, -5, 2, -3, -6, 7, 5, -4, 8, -9, -7, 6, 10, -11, 12, -8, 9, -10, 11, -12}"
12n_0137,"{1, -2, 3, -1, 4, -5, 2, -3, -6, 7, 5, -4, 8, -9, 10, -11, 12, -8, 9, -10, -7, 6, 11, -12}"
12n_0183,"{1, -2, 3, -1, -4, 5, 2, -3, 6, -7, 8, -9, 10, 4, -5, -8, 11, -6, 7, -11, 12, -10, 9, -12}"
12n_0320,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -6, 9, -4, -10, 11, -12, -8, 7, -9, 5, 10, -11, 12}"
12n_0448,"{1, -2, 3, -1, 4, -5, 6, 7, -8, -3, 2, -6, 9, -10, 11, -4, 5, -12, 10, 8, -7, -9, 12, -11}"
12n_0534,"{1, -2, 3, -1, -4, 5, -6, 7, -8, -3, 2, 9, -10, 8, -11, 6, -12, 10, -9, 4, -5, 12, -7, 11}"
12n_0698,"{1, -2, 3, -4, 5, -1, 6, -3, 7, -8, 4, 9, -10, 11, -12, -5, 8, -7, 2, -6, -9, 10, -11, 12}"
12n_0705,"{1, -2, -3, 4, 5, -1, 6, -7, 8, 3, -9, -5, 10, -6, 11, -12, 2, 9, -4, -8, 12, -11, 7, -10}"
12n_0788,"{1, 2, -3, 4, -5, -1, 6, -7, -2, 3, -8, 9, 7, -6, 10, -11, 12, 5, -4, 8, -9, -12, 11, -10}"
12n_0828,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 9, -10, 2, -6, -11, 12, 7, -8, 4, -9, 10, -5, -12, 11}"
