name,braid_notation
9_18,"{1,1,1,2,-1,2,2,2,3,-2,3}"
9_19,"{-1,2,-1,2,2,3,-2,-4,3,-4}"
9_20,"{1,1,1,-2,1,3,-2,3,3}"
10_17,"{1,1,1,1,-2,1,-2,-2,-2,-2}"
10_47,"{-1,-1,-1,-1,-1,2,-1,-1,2,2}"
10_149,"{1,1,1,1,2,-1,2,-1,2,2}"
11a_17,"{1,1,-2,1,3,2,2,-4,-3,-3,5,-4,5}"
11a_78,"{1,1,1,2,-1,2,-3,2,2,-4,3,-2,-4,-3}"
11a_130,"{-1,-1,-2,1,3,-2,-2,-4,3,-2,-4,3}"
11a_134,"{1,1,-2,1,3,2,2,2,-4,3,-4,-4}"
11a_146,"{-1,-1,-1,2,-1,-3,2,-1,2,2,-3}"
11a_178,"{1,1,-2,1,-2,3,-2,3,3,4,-3,4}"
11a_232,"{1,1,-2,-2,3,-2,1,-2,-2,3,-2}"
11a_246,"{1,1,1,1,2,-1,2,3,-2,3,4,-3,4,4}"
11a_288,"{1,-2,1,-2,3,-2,1,3,-2,-2,3}"
11a_294,"{-1,-1,-2,1,-2,3,2,4,-3,2,-3,4,-3,-3}"
11a_353,"{1,1,2,2,2,-3,2,-1,2,2,3,3,2}"
11n_26,"{1,1,2,-1,2,1,3,-2,-2,-2,3}"
11n_90,"{1,1,2,-1,2,3,2,2,2,-4,3,-4}"
11n_110,"{1,1,1,2,-1,-1,-3,2,-1,2,-3}"
12a_0058,"{-1,2,2,-3,4,-1,4,-1,2,-3,-3,4}"
12a_0075,"{-1,2,-1,2,3,3,3,4,4,3,2,2,-3,4,-3,-4}"
12a_0083,"{1,-2,3,4,1,4,5,3,5,-2,-4,5,3}"
12a_0273,"{-1,2,2,-3,1,-3,4,1,2,-3,2,-3,-4,-4}"
12a_0349,"{-1,2,-3,-4,-1,-2,-4,3,-2,-4,3,-4,-4,3}"
12a_0397,"{1,-2,3,-4,5,2,5,2,3,-4,2,5,1,-2,3}"
12a_0474,"{-1,2,-3,-4,-1,-2,-2,3,-4,-2,3,-2,3,3}"
12a_0480,"{1,2,-3,2,-3,2,4,1,1,-2,-3,2,-3,4}"
12a_0542,"{-1,2,-1,2,3,-2,3,4,-3,4,-5,4,-3,4,3,5,2}"
12a_0553,"{-1,2,2,-1,2,-3,2,2,-1,3,3,2,2}"
12a_0597,"{-1,2,-3,4,5,-1,-3,-4,5,4,-3,2,-3}"
12a_0689,"{1,-2,-3,4,-5,1,2,-3,4,2,4,4,-5}"
12a_0767,"{1,1,2,-1,2,2,2,3,-2,-2,4,-3,2,-5,4,3,-5}"
12a_0830,"{1,-2,-3,-3,-2,1,1,1,-2,3,-2,-2,1}"
12a_0831,"{1,-2,-3,-3,-2,-2,1,1,1,-2,3,-2,1}"
12a_0838,"{1,1,1,-2,1,1,1,1,1,1,1,-2}"
12a_0885,"{-1,2,3,-4,-1,2,2,2,3,-4,3,-2,3,-4}"
12a_0890,"{-1,2,-1,-2,3,-2,3,-2,3,-2,3,4,-3,4}"
12a_0952,"{-1,2,2,3,3,2,-1,2,-3,2,2,2,2}"
12a_0994,"{-1,2,3,3,2,-1,2,-3,-1,2,-1,2,2}"
12a_1006,"{-1,2,-1,-2,3,-2,3,3,-2,3,-2,-2,3}"
12a_1106,"{1,2,-3,4,-3,2,1,-3,4,-3,5,4,-2,-3,4,3,-5}"
12a_1113,"{1,1,2,-1,-3,-2,-4,3,2,2,5,4,4,3,3,4,5}"
12a_1124,"{-1,2,3,-4,5,6,-1,-2,3,-4,-5,-2,-3,4,6,5}"
12a_1143,"{1,-2,-3,4,5,1,-2,-4,5,4,3,-2,-3,-3,4}"
12a_1147,"{-1,-1,-1,2,2,2,3,-1,3,2,2,2,-3}"
12a_1156,"{-1,2,3,-1,2,2,2,3,-4,3,-2,3,3,-4}"
12a_1219,"{1,1,1,-2,1,-2,-2,1,-2,-2,-2,-2}"
12a_1222,"{1,-2,1,-2,1,-2,1,1,-2,-2,-2,1}"
12a_1278,"{1,-2,3,-4,1,3,-4,2,-4,-4,-4,-4,-3,2}"
12a_1284,"{1,-2,1,2,2,-3,-3,-3,2,-3,-3,-3,2}"
12n_0027,"{-1,2,-1,2,-3,-3,2,2,3,4,-3,-3,4,4}"
12n_0033,"{-1,2,3,-1,3,-4,2,3,-4,3,3,-4}"
12n_0037,"{-1,2,-1,2,3,-4,3,-4,3,2,2,3}"
12n_0046,"{-1,2,3,-1,-2,3,2,4,5,-3,-4,5,4}"
12n_0052,"{-1,2,-1,2,-3,-4,-4,-3,-2,-2,3,-4,3,4}"
12n_0097,"{-1,2,-3,-1,-3,2,-3,-4,3,3,3,-4}"
12n_0166,"{1,2,2,2,2,-1,2,3,2,2,1,3,3}"
12n_0173,"{1,-2,-2,1,1,2,3,-4,3,-2,3,-4,3,-4}"
12n_0250,"{1,2,2,1,1,-2,-2,-2,-3,-4,2,3,-4,-3}"
12n_0303,"{1,-2,1,2,-3,-3,2,2,3,3,3,3,3}"
12n_0319,"{1,-2,3,3,-2,1,-2,-3,1,1,1,-2,1}"
12n_0470,"{1,-2,-2,-2,-2,3,3,2,2,2,1,-2,3}"
12n_0608,"{-1,2,-1,-2,-3,2,-3,-2,3,-2,3,4,-3,4}"
12n_0609,"{1,-2,3,1,3,-2,3,2,2,-3,2,2,-3}"
12n_0784,"{-1,2,3,-4,-1,2,2,3,3,-4,2,3,-2,-4}"
12n_0874,"{1,2,3,-2,3,-2,1,-2,1,3,-2,1,-3}"
