name,gauss_notation
10_43,"{-1, 2, -3, 1, -4, 5, -6, 7, -2, 3, -8, 9, -7, 6, -10, 4, -5, 10, -9, 8}"
10_53,"{1, -2, 3, -4, 5, -1, 2, -5, 6, -7, 8, -9, 10, -6, 4, -3, 9, -8, 7, -10}"
10_72,"{-1, 2, -3, 4, -5, 6, -7, 8, -9, 7, -4, 5, -6, 10, -2, 1, -8, 9, -10, 3}"
10_91,"{-1, 2, -3, 4, -5, 1, -6, 7, -8, 3, -9, 10, -4, 6, -7, 8, -2, 9, -10, 5}"
10_102,"{-1, 2, -3, 4, -5, 6, -7, 8, -2, 9, -4, 5, -10, 1, -8, 7, -6, 3, -9, 10}"
11a_74,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 4, -5, 6, -9, 10, -11, 8, -7, 9, -10, 11}"
11a_95,"{-1, 2, -3, 1, -4, 5, -6, 7, -2, 3, -7, 4, -8, 9, -10, 11, -5, 6, -11, 10, -9, 8}"
11a_144,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 8, -9, 10, -11, 4, -5, 6, -7, 11, -10, 9}"
11a_182,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 9, -10, 3, -2, 4, -11, 6, -7, 8, -9, 10, -5, 11}"
11a_210,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 9, -10, 3, -2, 10, -9, 4, -11, 8, -7, 6, -5, 11}"
11n_108,"{-1, 2, -3, 1, 4, -5, 6, 7, -8, 3, -2, 9, -10, -4, 5, -6, -11, 8, -9, 10, -7, 11}"
12a_0029,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -4, 7, -8, 9, -10, 5, -6, 11, -9, 10, -11, 12, -7, 8, -12}"
12a_0067,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -7, 8, -4, 9, -6, 10, -11, 12, -8, 7, -10, 11, -12, 5, -9}"
12a_0103,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 5, -4, 10, -11, 7, -6, 11, -12, 9, -8, 12, -10}"
12a_0113,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 10, -4, 5, -11, 9, -10, 11, -6, 12, -8, 7, -12}"
12a_0136,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -7, 5, -8, 9, -4, 7, -6, 10, -11, 12, -9, 8, -10, 11, -12}"
12a_0256,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -4, 9, -10, 11, -12, 7, -6, 10, -9, 5, -8, 12, -11}"
12a_0292,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 5, -4, 10, -11, 9, -6, 7, -8, 12, -10, 11, -12}"
12a_0509,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 9, -4, 10, -6, 7, -11, 12, -8, 5, -10, 11, -12}"
12a_0633,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 9, -10, 11, -6, 12, -4, 10, -8, 7, -11, 5, -12}"
12a_0641,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 9, -8, 10, -11, 12, -4, 5, -6, 7, -10, 11, -12}"
12a_0733,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -11, 12, -3, 2, -4, 5, -6, 11, -10, 9, -8, 7, -12}"
12a_0771,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -11, 2, -3, 12, -8, 7, -4, 11, -10, 5, -6, 9, -12}"
12a_0806,"{1, -2, 3, -4, 5, -1, 6, -3, 7, -5, 8, -9, 10, -11, 12, -6, 2, -7, 4, -8, 11, -10, 9, -12}"
12a_0913,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 2, -6, 9, -10, 4, -5, 11, -12, 10, -8, 7, -9, 12, -11}"
12a_1131,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 10, -11, 4, -3, 2, -5, 12, -6, 7, -8, 9, -10, 11, -12}"
12a_1148,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 10, -11, 12, -3, 4, -5, 2, -12, 11, -10, 9, -6, 7, -8}"
12n_0003,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -4, -7, 8, -9, -6, 5, 7, -10, 11, -8, 9, -12, 10, -11, 12}"
12n_0069,"{1, -2, 3, -1, -4, 5, 2, -3, 6, -7, 8, 4, -5, -6, 9, -10, 7, -8, 11, -12, 10, -9, 12, -11}"
12n_0094,"{1, -2, 3, -1, -4, 5, 2, -3, -6, 7, -5, 4, -8, 9, -7, 6, -10, 11, -12, 8, -9, 12, -11, 10}"
12n_0104,"{1, -2, 3, -1, -4, 5, 2, -3, 6, -7, -5, 4, 8, -9, 10, -11, 7, -6, 12, -8, 9, -10, 11, -12}"
12n_0237,"{1, -2, 3, -1, -4, 5, 2, -3, 6, -7, 8, -9, 10, -11, -5, 4, 12, -6, 7, -8, 11, -10, 9, -12}"
12n_0361,"{1, -2, 3, -1, 4, 5, -6, -7, 8, -3, 2, -9, 10, -4, 11, 6, -12, -10, 9, -8, 7, 12, -5, -11}"
12n_0385,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 7, -4, -10, 11, 12, -6, 5, -12, 9, -8, -11, 10}"
12n_0405,"{1, -2, 3, -1, -4, 5, -6, 7, 2, -3, -8, 9, -10, 4, -7, 8, -11, 10, -12, 6, -5, 12, -9, 11}"
12n_0447,"{1, -2, 3, -1, -4, 5, -6, 7, -8, -3, 2, 6, -9, 10, -11, 4, -5, 11, -12, 8, -7, 9, -10, 12}"
12n_0476,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, -8, 9, -10, 11, -12, -4, 7, -6, 5, 8, -9, 10, -11, 12}"
12n_0614,"{1, -2, 3, -1, -4, 5, -6, 7, -8, 4, -9, 10, 11, -3, 2, 8, -12, 6, -10, 9, -5, 12, -7, -11}"
12n_0659,"{1, -2, 3, -1, -4, 5, -6, 7, -8, 9, -10, 11, 2, -3, -12, 8, -5, 4, -11, 10, -9, 12, -7, 6}"
12n_0703,"{1, -2, 3, -4, 5, -1, -6, 7, 8, -3, 9, -5, -10, 6, -7, 11, -12, -8, 2, -9, 4, 12, -11, 10}"
12n_0729,"{1, 2, -3, 4, -5, -1, 6, 7, -8, 3, -9, 5, 10, -11, -4, 9, -2, -6, 12, -10, 11, 8, -7, -12}"
