name,braid_notation
9_30,"{-1,-1,2,2,-1,2,-3,2,-3}"
10_13,"{1,1,2,-1,-3,2,4,-3,-5,4,-5}"
10_28,"{-1,-1,-2,1,-2,-2,-3,2,4,-3,4,4}"
10_37,"{1,1,1,2,-1,-3,2,-3,-4,3,-4,-4}"
10_50,"{1,1,2,-1,2,2,-3,2,2,2,-3}"
11a_71,"{1,1,-2,1,-2,1,-2,3,-2,3,3}"
11a_195,"{-1,-1,-2,1,-2,-3,2,4,-3,4,-5,4,-5}"
11a_225,"{-1,-1,-1,-1,2,-1,2,3,-2,-4,3,-4}"
11a_248,"{-1,-1,-1,2,-3,2,-1,2,-3,2,-3}"
11a_273,"{-1,-1,2,-1,2,-3,2,1,-3,-2,-2,-4,3,-4}"
11a_359,"{1,1,2,-1,2,2,2,2,3,-2,3,4,-3,4}"
11n_8,"[{-1,-1,-2,1,-2,-1,3,-2,-2,-4,3,-4},{1,-2,-3,-3,-2,-2,-1,-1,-2,3,2,-1,2}]"
11n_41,"{-1,2,-1,2,2,-1,3,2,2,2,3}"
11n_47,"{1,1,2,2,1,-3,2,2,-3,2,-3}"
11n_59,"{1,1,1,-2,1,-2,3,2,2,2,3}"
11n_114,"{1,1,-2,1,3,2,-1,-4,-3,2,-3,-4}"
11n_130,"{-1,-1,-2,1,-2,3,-2,1,3,-2,3}"
12a_0036,"{-1,2,-1,2,3,4,4,3,3,3,4,2,2,-3}"
12a_0081,"{1,2,-3,4,4,5,5,-4,-3,4,-2,5,1,-2,-3}"
12a_0127,"{-1,2,3,-1,3,4,2,4,4,-5,-3,4,-5}"
12a_0150,"{1,-2,-2,3,1,1,-2,-3,-4,-3,-4,-3,-2,3,-2,4}"
12a_0202,"{-1,2,-1,2,3,3,-4,-2,3,-2,3,-2,-4,-3}"
12a_0207,"{-1,2,-3,-1,2,-3,-4,-3,2,2,2,-3,2,4}"
12a_0251,"{-1,2,3,-4,5,-1,3,5,2,-4,5,-3,2}"
12a_0312,"{1,1,2,-1,2,3,-2,3,2,-4,3,-2,3,4,-5,4,-5}"
12a_0401,"{1,2,-3,2,-1,2,-3,2,-4,5,-4,-3,4,5,5}"
12a_0404,"{1,-2,1,2,3,-2,-2,3,4,-5,-2,-2,-3,4,-5}"
12a_0616,"{1,1,1,2,2,-3,2,-1,2,-3,2,2,-3}"
12a_0655,"{1,-2,1,2,-3,-4,-4,-3,2,2,-3,-3,4,-3}"
12a_0694,"{1,2,2,1,1,2,3,-4,3,-4,-2,3,3,3}"
12a_0778,"{-1,2,-3,4,-1,-2,4,-2,-2,3,-2,3,3,4}"
12a_0814,"{-1,2,3,3,4,2,4,1,4,1,-3,2,4,4}"
12a_0864,"{1,-2,1,-2,1,1,-2,1,-2,-2,-2,-2}"
12a_0939,"{1,1,2,-1,2,1,-3,2,-1,2,3,-4,3,-4,-5,4,-5}"
12a_0992,"{1,-2,-3,1,2,-3,2,-3,-3,-4,2,2,3,-4}"
12a_1018,"{-1,2,-1,-2,3,-2,3,4,4,3,-2,-4,3,3}"
12a_1036,"{-1,2,-3,2,2,1,1,1,1,1,2,-3,2}"
12a_1041,"{-1,2,3,3,3,3,2,-1,2,-3,2,-1,2}"
12a_1133,"{1,-2,3,4,-3,4,3,-2,3,-1,-1,-2,-2,-2}"
12a_1134,"{1,-2,1,1,1,1,1,1,1,-2,-2,-2}"
12a_1211,"{-1,2,-1,2,-1,2,-1,2,2,-1,-1,2}"
12a_1251,"{-1,2,-3,2,-3,1,4,1,2,-3,2,-3,-4,-4}"
12n_0076,"{1,1,1,2,2,-1,2,3,-2,-2,1,3,3}"
12n_0113,"{-1,2,-1,2,-1,-2,1,-2,-2,-2,-2,-2}"
12n_0160,"{-1,2,-3,-4,-1,3,-4,-3,4,2,4,-3}"
12n_0271,"{-1,2,3,-1,-2,-2,3,-2,3,-4,3,-4}"
12n_0323,"{-1,2,3,-1,3,-2,1,-2,3,-1,-2,1,-2}"
12n_0326,"{1,2,2,3,1,3,1,-2,-2,1,-2,-3,1}"
12n_0342,"{1,-2,-2,-1,-1,-2,3,4,2,2,2,-3,4,3}"
12n_0466,"{1,-2,-2,-2,1,-2,-1,2,-1,-2,-2,-2}"
12n_0559,"{1,-2,3,3,-2,1,1,1,-2,-3,1,-2,1}"
12n_0623,"{-1,2,3,-4,-1,2,3,3,3,2,3,-4,3,-2}"
12n_0886,"{1,-2,1,2,3,-2,3,4,-2,4,3,-2,3,-4}"
