Name,Gauss Notation,Overstrand List,Sign List,Color List,Dihedral Linking Number
3_1,"{1, -2, 3, -1, 2, -3}","[2, 0, 1, 3]","[1, 1, 1, 1]","[[2, 3, 1, 2]]"
6_1,"{1, -2, 3, -4, 2, -1, 5, -6, 4, -3, 6, -5}","[2, 4, 0, 5, 1, 3]","[1, -1, 1, 1, -1, 1]","[[3, 2, 1, 2, 3, 1]]"
7_4,"{-1, 2, -3, 4, -5, 6, -7, 3, -2, 1, -4, 7, -6, 5}","[5, 4, 0, 6, 1, 2, 3, 7]","[-1, -1, -1, -1, -1, -1, -1, 1]","[[3, 2, 1, 2, 3, 1, 1, 3]]"
7_7,"{1, -2, 3, -4, 5, -6, 4, -7, 2, -1, 7, -3, 6, -5}","[4, 3, 6, 5, 0, 1, 2, 7]","[1, -1, 1, -1, 1, -1, 1, 1]","[[2, 1, 3, 2, 3, 1, 1, 2]]"
8_5,"{1, -2, 3, -4, 5, -1, 2, -3, 6, -7, 8, -5, 4, -6, 7, -8}","[3, 6, 0, 1, 7, 2, 4, 5]","[1, -1, 1, 1, 1, -1, 1, 1]","[[2, 3, 3, 1, 2, 3, 3, 1]]"
8_10,"{-1, 2, -3, 4, -5, 6, -7, 8, -4, 5, -6, 1, -2, 7, -8, 3}","[6, 0, 5, 7, 2, 3, 1, 4]","[-1, -1, 1, 1, 1, 1, -1, 1]","[[1, 2, 3, 1, 1, 2, 3, 1]]"
8_11,"{1, -2, 3, -4, 5, -6, 7, -8, 2, -1, 8, -3, 6, -5, 4, -7}","[4, 7, 6, 5, 0, 1, 2, 3]","[1, -1, -1, -1, 1, -1, -1, -1]","[[1, 3, 2, 1, 2, 3, 3, 1]]"
8_15,"{1, -2, 3, -4, 5, -1, 2, -5, 6, -7, 8, -6, 4, -3, 7, -8}","[3, 6, 0, 2, 7, 4, 1, 5]","[1, 1, 1, 1, 1, 1, 1, 1]","[[2, 1, 1, 3, 2, 3, 1, 1]]"
8_18,"{-1, 2, -3, 4, -5, 1, -6, 3, -7, 5, -8, 6, -2, 7, -4, 8}","[3, 4, 5, 6, 7, 0, 1, 2]","[-1, 1, -1, 1, -1, 1, -1, 1]","[[3, 2, 2, 1, 2, 3, 3, 1], [2, 2, 1, 2, 3, 3, 1, 3], [2, 1, 3, 3, 2, 3, 1, 1], [2, 3, 2, 1, 1, 3, 1, 2]]"
8_19,"{-1, 2, -3, -4, 5, -6, 7, -8, 4, -5, 6, 1, -2, -7, 8, 3}","[6, 0, 5, 6, 0, 3, 1, 4]","[-1, -1, -1, -1, -1, -1, -1, -1]","[[1, 2, 3, 2, 1, 1, 3, 1]]"
8_20,"{1, -2, -3, 4, 5, -1, 2, -5, -6, 7, -8, 6, -4, 3, -7, 8}","[3, 7, 0, 2, 6, 0, 2, 5]","[1, -1, 1, 1, -1, -1, -1, -1]","[[2, 1, 1, 3, 2, 3, 1, 1]]"
8_21,"{1, -2, -3, 4, 5, -1, 2, -5, 6, -7, 8, -6, -4, 3, 7, -8}","[3, 7, 0, 2, 7, 4, 2, 5]","[1, -1, 1, 1, 1, 1, -1, 1]","[[2, 1, 1, 3, 2, 3, 1, 1]]"
9_1,"{1, -2, 3, -4, 5, -6, 7, -8, 9, -1, 2, -3, 4, -5, 6, -7, 8, -9}","[5, 6, 7, 8, 0, 1, 2, 3, 4, 9]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[2, 3, 1, 2, 3, 1, 2, 3, 1, 2]]"
9_2,"{-1, 2, -3, 4, -5, 3, -2, 1, -6, 7, -8, 9, -4, 5, -9, 8, -7, 6}","[4, 3, 7, 1, 0, 8, 2, 6, 5, 9]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1]","[[2, 3, 1, 2, 1, 3, 2, 3, 1, 2]]"
9_4,"{-1, 2, -3, 4, -5, 6, -7, 8, -9, 5, -4, 3, -2, 1, -6, 7, -8, 9}","[7, 6, 5, 8, 0, 2, 1, 3, 4, 9]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1]","[[2, 1, 3, 2, 3, 1, 2, 3, 1, 2]]"
9_6,"{1, -2, 3, -4, 5, -3, 2, -6, 7, -8, 9, -1, 4, -5, 6, -7, 8, -9}","[3, 6, 1, 7, 8, 0, 2, 4, 5, 9]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[2, 3, 2, 1, 2, 3, 1, 3, 1, 2]]"
9_10,"{1, -2, 3, -4, 5, -6, 7, -8, 9, -3, 2, -1, 4, -7, 6, -5, 8, -9}","[5, 6, 7, 8, 1, 0, 3, 2, 4, 9]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[1, 2, 2, 1, 1, 3, 2, 3, 1, 1]]"
9_11,"{-1, 2, -3, 4, -5, 6, -2, 7, -8, 9, -7, 3, -4, 5, -6, 1, -9, 8}","[8, 6, 7, 1, 0, 4, 2, 3, 5, 9]","[-1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[[2, 3, 1, 2, 1, 3, 2, 3, 1, 2]]"
9_15,"{-1, 2, -3, 4, -5, 6, -4, 3, -2, 7, -8, 9, -7, 5, -6, 1, -9, 8}","[8, 4, 7, 2, 1, 0, 5, 3, 6, 9]","[-1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[[3, 2, 1, 2, 3, 1, 2, 3, 1, 3]]"
9_16,"{1, -2, 3, -4, 5, -6, 4, -1, 2, -3, 7, -8, 9, -5, 6, -7, 8, -9}","[4, 3, 7, 0, 1, 8, 2, 5, 6, 9]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[2, 3, 3, 3, 1, 2, 3, 3, 1, 2]]"
9_17,"{1, -2, 3, -4, 5, -6, 7, -1, 2, -8, 4, -3, 8, -9, 6, -5, 9, -7}","[4, 5, 7, 0, 6, 1, 8, 2, 3, 9]","[1, -1, -1, 1, 1, -1, 1, -1, 1, 1]","[[1, 1, 2, 1, 1, 3, 2, 3, 1, 1]]"
9_23,"{-1, 2, -3, 4, -5, 3, -6, 7, -8, 9, -4, 5, -9, 6, -2, 1, -7, 8}","[8, 3, 6, 7, 0, 2, 5, 1, 4, 9]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1]","[[3, 2, 3, 1, 2, 1, 2, 3, 1, 3]]"
9_24,"{1, -2, 3, -4, 5, -3, 6, -7, 8, -9, 2, -1, 9, -6, 7, -8, 4, -5}","[5, 8, 1, 7, 6, 0, 3, 4, 2, 9]","[1, 1, 1, -1, -1, 1, -1, -1, 1, 1]","[[2, 2, 3, 1, 2, 2, 2, 3, 1, 2]]"
9_28,"{1, -2, 3, -4, 2, -5, 6, -7, 5, -8, 9, -6, 7, -3, 4, -1, 8, -9}","[2, 7, 4, 6, 8, 3, 1, 0, 5, 9]","[-1, -1, -1, -1, 1, -1, -1, 1, 1, 1]","[[1, 2, 3, 2, 1, 1, 3, 1, 1, 1]]"
