name,braid_notation
11a_10,"{1,1,2,-1,2,2,2,-3,2,-3,-2,-4,3,-4}"
11a_15,"{1,1,-2,-2,1,-2,3,-2,-2,-2,3}"
11a_42,"{1,1,2,-1,2,1,-3,2,4,-3,-5,4,-5}"
11a_85,"{1,1,1,2,-1,-3,2,-3,4,-3,4,4}"
11a_94,"{1,1,1,1,2,2,-1,2,2,3,-2,3,3}"
11a_262,"{-1,-1,2,-1,2,-1,-3,2,-3,-4,3,-4}"
12a_0153,"{1,-2,-2,1,1,-2,-2,-2,-3,-4,2,3,-4,-3}"
12a_0255,"{-1,2,3,4,5,5,4,-5,4,3,-4,2,-1,2,-3}"
12a_0439,"{-1,2,-3,4,-1,-3,4,2,-3,2,4,-3}"
12a_0557,"{1,1,1,2,-1,2,2,3,-2,-2,4,-3,2,-5,4,3,-5}"
12a_0682,"{-1,2,3,-4,5,-1,-2,3,2,5,5,-4,5}"
12a_0714,"{-1,-1,-1,-1,-1,2,2,3,3,2,-1,2,-3}"
12a_0724,"{-1,2,3,3,2,2,2,-3,2,2,2,-1,2}"
12a_0824,"{1,1,1,-2,-2,-2,-2,1,1,-2,-2,-2}"
12a_1033,"{-1,2,-1,-2,3,4,-3,4,3,-2,-2,-2,-2,3}"
12n_0122,"{-1,2,-1,2,-3,-3,-2,-2,3,4,3,3,4,4}"
12n_0127,"{-1,2,-1,2,-3,-3,4,-2,4,-2,3,3,4,3}"
12n_0197,"{-1,2,2,3,4,-3,1,4,1,-2,3,-2,-2,3}"
12n_0295,"{-1,2,-3,4,-1,-3,4,-2,-2,-2,-3,2}"
12n_0378,"{-1,2,2,3,-1,3,-1,-2,-2,-2,-1,2,-3}"
12n_0568,"{1,-2,3,3,-2,1,1,-2,1,-2,-3,-2,1}"
12n_0618,"{-1,2,3,-1,3,-4,2,3,2,-4,3,-4}"
12n_0687,"{-1,2,-1,-2,3,4,-2,4,-3,-3,-2,-4,3,-4}"
12n_0728,"{-1,2,3,2,3,-1,-1,2,-3,2,-1,2,3}"
12n_0776,"{1,2,3,2,3,2,-4,-1,-1,-2,3,-2,3,-4}"
12n_0819,"{1,-2,-3,1,-3,1,2,-1,2,3,1,-2,1}"
