name,braid_notation
11a_304,"{1,1,1,-2,1,1,3,-2,-1,4,-3,2,4,3}"
11a_326,"{1,1,-2,1,-2,3,-2,1,-2,3,-2}"
11a_333,"{-1,-1,-2,1,3,-2,3,-4,3,-4,-5,4,-5}"
11a_345,"{1,1,2,-1,2,3,-2,4,3,3,-5,4,-3,4,-5}"
11a_357,"{1,1,1,1,2,-1,2,2,3,-2,3,3,3}"
11a_362,"{1,1,2,-1,2,2,3,-2,-2,4,-3,2,4,5,-4,3,5}"
11n_10,"{-1,-1,-1,-2,1,-2,-2,-1,-3,2,-3}"
11n_12,"{1,1,-2,1,-2,-2,3,2,-1,2,3}"
11n_63,"{1,1,2,-1,2,1,3,-2,3,4,-3,4}"
11n_70,"{1,1,1,-2,1,1,-3,2,1,-3,-2}"
11n_99,"{-1,-2,1,-2,-2,-2,-3,2,-1,2,-3}"
11n_101,"{-1,-1,-2,1,3,2,-1,2,-4,3,-2,-4}"
11n_103,"{-1,-1,-1,-2,1,-2,-1,3,-2,1,-2,-2,3}"
11n_144,"{1,1,-2,1,1,3,2,-1,2,3,3}"
11n_157,"{-1,-1,-1,-2,1,3,-2,1,3,-2,3}"
11n_163,"{1,1,2,-1,2,1,-3,2,-1,2,-3,2,-3}"
11n_171,"{1,1,2,-1,2,3,2,2,-4,3,-2,3,4,4}"
11n_175,"{1,1,1,2,1,-3,-2,1,4,-3,2,4,-3,4}"
12a_0003,"{-1,2,-1,2,3,-4,-5,3,4,-5,4,3,-2,-2,-3}"
12a_0004,"{-1,2,-1,2,-3,-3,2,2,-3,4,-3,4}"
12a_0032,"{-1,2,-1,2,3,4,-5,-5,4,3,-4,-5,-2,-2,-3}"
12a_0054,"{-1,2,-3,-4,-1,2,-3,-1,4,-3,5,4,4,5,5}"
12a_0076,"{1,2,3,-4,-5,3,-4,-2,3,-4,5,4,4,3,2,1,-2}"
12a_0091,"{1,2,2,1,1,-2,-3,4,-3,4,2,-3,4,4}"
12a_0095,"{1,-2,3,4,-2,4,1,5,-2,5,3,-4,5}"
12a_0111,"{1,2,2,1,1,-2,-3,4,2,-3,4,-3,4,4}"
12a_0134,"{-1,2,-1,2,-3,-3,-4,-2,-2,3,3,3,-4,3}"
12a_0173,"{-1,2,-3,-1,-3,2,-3,4,-3,4,4,4}"
12a_0185,"{-1,2,-3,-1,2,2,-3,4,2,-3,4,4}"
12a_0188,"{-1,2,-1,2,-3,-3,-2,-2,3,-4,3,3,3,-4}"
12a_0209,"{-1,2,-3,-1,2,-3,4,-3,2,-3,2,4}"
12a_0211,"{-1,2,2,-1,-1,-1,2,-3,2,2,-1,3,3}"
12a_0213,"{-1,2,-3,4,-1,-3,4,2,-3,2,4,4}"
12a_0215,"{-1,2,-1,2,3,-4,3,-4,3,-2,-2,-2,-2,-3}"
12a_0221,"{1,-2,3,4,-5,1,-3,4,-5,4,-2,3,-2}"
12a_0258,"{-1,2,-3,4,-1,2,-3,-3,-3,2,4,2}"
12a_0266,"{-1,2,-3,2,2,2,1,1,1,2,-3,2,-3}"
12a_0277,"{1,-2,1,2,3,3,3,3,4,2,2,-3,4,4}"
12a_0279,"{1,-2,-3,1,2,2,-3,-4,2,3,-4,-5,4,-5,-4}"
12a_0280,"{1,-2,3,-2,3,-2,-4,3,1,1,-2,3,3,4}"
12a_0301,"{-1,2,-3,-4,2,-3,-1,-3,-4,2,5,3,5,-4,5}"
12a_0315,"{-1,2,3,-4,-1,3,-2,3,3,4,4,4,3,2}"
12a_0340,"{-1,2,-3,4,-1,2,4,-3,2,4,5,-3,-4,3,5}"
12a_0351,"{-1,2,-3,-4,-1,-2,-4,3,-2,3,3,-4,3,3}"
12a_0375,"{-1,-1,-1,-2,-2,-2,-2,3,3,-2,-1,2,3}"
12a_0418,"{-1,2,-3,-1,2,-3,4,-3,-3,2,-3,4}"
12a_0426,"{1,-2,-3,-3,-2,1,1,-2,3,4,-2,4,-3,4}"
12a_0430,"{-1,-1,-1,-2,-2,3,3,-2,1,-2,3,-2,-2}"
12a_0434,"{1,-2,-3,4,1,-2,4,3,-2,-3,-3,-3,4,-3}"
12a_0436,"{1,-2,3,-4,1,-4,1,-2,3,-4,-4,-4}"
12a_0460,"{-1,-2,-3,4,-5,-3,-4,2,-1,2,3,-4,3,5,4,-3,4}"
12a_0470,"{1,-2,3,4,1,-2,4,-2,-2,-3,2,4,3,3}"
12a_0477,"{-1,2,-3,4,-5,6,-1,2,-3,4,-5,6}"
12a_0486,"{-1,2,-3,4,-1,-3,4,-3,4,2,-3,4}"
12a_0502,"{-1,2,2,3,3,2,2,2,2,2,-1,2,-3}"
12a_0545,"{-1,2,-1,-2,3,3,4,4,3,3,-4,-2,-2,3}"
12a_0563,"{-1,2,2,2,2,1,1,2,-3,2,-3,4,3,-2,3,-4}"
12a_0570,"{-1,2,-3,-4,-5,-1,2,4,-5,-3,-4,-3,2,-3,4}"
12a_0573,"{-1,-1,-1,2,2,3,-1,3,-1,2,-1,2,-3}"
12a_0574,"{1,2,2,2,2,2,2,3,1,3,-2,3,1}"
12a_0577,"{-1,-2,3,3,-2,-2,-2,3,-2,-2,-2,-1,2}"
12a_0584,"{-1,2,-3,4,-1,4,4,4,-3,4,2,-3}"
12a_0606,"{-1,2,2,-3,1,-3,1,2,-3,-4,3,-4,2,-3}"
12a_0628,"{-1,2,2,1,1,2,3,-4,3,-2,3,-4,3,-4}"
12a_0646,"{-1,-1,-1,2,2,3,-1,3,2,-1,2,2,-3}"
12a_0664,"{-1,2,-3,4,-1,-2,4,3,3,3,-2,3,3,4}"
12a_0665,"{1,1,-2,-1,-1,-3,2,1,4,-3,2,4,5,-4,-3,5,4}"
12a_0674,"{-1,2,-3,4,-1,-3,-3,4,2,4,-3,4}"
12a_0683,"{-1,2,-3,4,-1,2,4,4,-3,4,4,4}"
12a_0708,"{-1,2,-1,2,-3,-4,-2,3,-2,3,3,-4,3,3}"
12a_0710,"{-1,2,-1,2,-3,-3,-4,-2,-2,3,-2,3,-4,3}"
12a_0715,"{-1,2,2,1,1,2,-3,2,-3,-3,-4,3,-4,-3}"
12a_0725,"{-1,2,2,2,-3,4,2,-3,-4,3,2,-3,1,4,1,2}"
12a_0749,"{1,-2,-3,4,2,3,-4,3,-2,3,-1,-4,-1,-2,-2,-2}"
12a_0773,"{1,-2,1,2,3,-4,-5,3,4,-5,-4,3,2,2,-3}"
12a_0786,"{1,-2,1,2,3,-4,-5,3,4,2,-5,2,-3,-4,-4}"
12a_0787,"{1,-2,1,2,-3,-4,3,-4,5,-4,3,-4,-3,-5,2,2,-3}"
12a_0788,"{1,2,-3,2,2,1,1,-2,-3,4,-3,2,-3,4}"
12a_0790,"{-1,2,2,-3,1,1,2,2,2,-3,-4,3,-4,-3}"
12a_0794,"{-1,2,2,2,3,-1,3,2,2,2,2,2,-3}"
12a_0818,"{-1,2,2,2,3,-1,3,-4,3,-2,3,-2,-4,-3}"
12a_0819,"{-1,2,-1,2,-1,-1,-1,2,-1,2,2,2}"
12a_0828,"{1,-2,3,1,3,-4,2,2,3,-2,3,2,4,4,4,4}"
12a_0842,"{1,-2,-3,4,4,-3,2,-3,4,-1,4,-1,-2,4}"
12a_0868,"{-1,-2,3,-2,3,-2,3,4,1,1,2,-3,2,-3,-4,-4}"
12a_0884,"{-1,-2,3,-2,3,-2,1,1,2,-3,-4,2,3,-4,2,3}"
12a_0894,"{-1,2,3,-1,3,-1,2,-1,2,-3,2,-1,2}"
12a_0900,"{-1,2,2,-3,4,2,2,3,1,3,1,2,-3,2,3,4}"
12a_0912,"{1,-2,3,-4,1,3,-4,-4,3,3,-4,2,-3,2}"
12a_0918,"{1,-2,-3,1,-3,2,-3,-4,2,2,3,-4,-4,-4}"
12a_0943,"{1,-2,3,3,-2,-1,-1,-2,3,4,-2,-3,4,3}"
12a_0963,"{1,-2,-3,4,2,4,-3,-2,4,-1,-1,-2,3,-2,-3,4}"
12a_1007,"{-1,2,3,-1,3,-1,-1,-1,2,-3,2,-1,2}"
12a_1010,"{1,-2,1,2,-3,-2,3,-2,3,-2,3,3,3,4,-3,4}"
12a_1030,"{1,-2,-3,4,4,4,4,-3,-2,3,4,-1,-1,-2}"
12a_1044,"{-1,2,3,-4,3,-4,3,-2,3,1,-4,3,1,2}"
12a_1047,"{1,-2,-2,-2,-2,1,1,-2,-2,1,1,-2}"
12a_1056,"{-1,-1,2,2,-3,-1,2,-1,2,2,3,3,2}"
12a_1058,"{-1,-2,3,3,4,-5,-3,-4,-2,3,-2,-4,-1,5,4,2,3}"
12a_1076,"{-1,2,3,-4,-1,-2,3,-4,-4,3,2,2,3,-4}"
12a_1083,"{-1,2,3,-1,3,2,2,2,-1,-3,-1,2,-1}"
12a_1103,"{-1,2,-1,-2,-3,4,-2,-3,2,-3,4,-3,-3,-2,4,3}"
12a_1109,"{-1,2,2,-1,2,2,3,-1,3,2,-1,2,-3}"
12a_1117,"{1,-2,3,4,1,2,4,2,-3,4,5,2,-3,-4,5}"
12a_1119,"{-1,2,3,-1,3,-1,-1,2,-3,2,-1,2,2}"
12a_1146,"{-1,2,-3,-4,2,-4,-4,3,-4,3,2,1,1,2}"
12a_1152,"{-1,2,-3,4,2,-3,-1,2,-3,2,4,-3}"
12a_1154,"{1,2,3,-4,-3,2,-3,2,-4,5,4,-3,4,-5,2,1,-2}"
12a_1155,"{-1,-2,3,3,-4,-2,3,1,1,-2,3,4,4,3,2,2}"
12a_1157,"{-1,2,3,-1,3,3,3,3,3,3,-2,3,-2}"
12a_1172,"{1,1,-2,1,1,-2,-2,3,-2,1,-2,-3,-3}"
12a_1179,"{-1,2,-3,4,-1,4,-3,4,-3,-2,4,4,3,-2}"
12a_1200,"{1,-2,-3,1,2,-3,-3,2,-3,-3,2,-3,2}"
12a_1202,"{-1,2,-1,2,-3,-2,4,-3,-2,5,4,-3,4,-5,6,-5,4,6}"
12a_1203,"{1,-2,-2,-2,1,1,-2,1,1,-2,-2,-2}"
12a_1208,"{-1,-2,3,-2,3,-2,3,4,1,-3,1,4,3,2,-3,2}"
12a_1215,"{1,1,1,-2,1,-2,-2,1,1,1,1,-2}"
12a_1220,"{1,-2,1,-2,-2,-2,-2,1,-2,-2,-2,-2}"
12a_1221,"{1,1,1,-2,1,-2,1,1,-2,1,-2,-2}"
12a_1229,"{-1,2,-1,2,2,-1,-1,2,-1,2,2,-1}"
12a_1246,"{1,1,1,-2,1,1,-2,-2,-2,1,1,-2}"
12a_1247,"{-1,2,3,-1,3,-2,3,3,3,-2,3,3,-2}"
12a_1259,"{1,-2,-3,1,-3,-3,2,2,-3,-3,2,-3,2}"
12a_1261,"{-1,-1,-1,2,2,-3,2,-1,2,2,3,3,2}"
12a_1268,"{1,1,-2,-2,-3,1,-3,-2,1,-2,3,-2,1}"
12a_1269,"{-1,2,3,4,-1,-3,4,-2,3,3,-2,-2,3,-2}"
12a_1288,"{-1,-1,-1,2,2,2,-1,-1,-1,2,2,2}"
12n_0007,"{-1,2,3,-1,3,2,-3,4,-3,-3,-3,4}"
12n_0010,"{-1,2,3,-4,-1,3,-4,2,-3,2,-4,-4}"
12n_0017,"[{1,-2,1,-2,3,-4,-4,3,-2,-2,-3,4,-3,4},{-1,2,-1,2,3,-2,-2,-4,-3,-3,5,-4,5}]"
12n_0036,"{-1,2,-1,2,-3,4,-3,4,-3,-2,-2,-3}"
12n_0063,"{-1,2,2,3,-4,-1,-1,-2,-2,-2,3,-4}"
12n_0078,"{-1,2,-1,-2,-3,4,3,-4,3,4,-2,4,-2,3}"
12n_0085,"{-1,-2,-2,-3,-4,3,-1,3,-1,3,2,-4,3,3}"
12n_0107,"{-1,2,2,3,3,-2,-1,2,2,2,2,2,3}"
12n_0111,"{1,2,2,-3,-4,3,1,-4,-3,1,2,2,-3,-2}"
12n_0130,"{-1,-2,-2,3,-1,3,-1,3,-4,2,3,-2,3,-4}"
12n_0143,"{1,-2,-3,4,1,2,4,2,2,-3,-2,4}"
12n_0153,"{1,2,1,2,-3,2,2,3,1,3,2,1,2}"
12n_0161,"{1,-2,-2,1,1,2,-3,4,2,-3,2,4}"
12n_0171,"{1,-2,-2,1,1,2,-3,2,3,3,4,-3,4,3}"
12n_0179,"{1,-2,1,2,-3,4,3,-4,3,-4,2,2,3,3,-4,3}"
12n_0188,"{1,2,2,3,1,3,1,1,-2,1,-2,-2,-3}"
12n_0190,"{1,-2,-1,2,-1,-1,-1,-2,1,-2,-2,-2}"
12n_0225,"{1,-2,-2,3,1,1,-2,-3,4,2,2,-3,2,4}"
12n_0235,"{1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2}"
12n_0245,"{-1,2,3,4,2,-3,4,3,2,3,1,3,1,2}"
12n_0254,"{1,2,2,3,1,1,-2,-2,3,3,2,1,-2}"
12n_0269,"{-1,2,-1,2,3,4,4,3,-2,-2,-3,4,-3,-4}"
12n_0278,"{1,-2,1,2,-3,4,2,4,-3,-3,2,-4,-3,-4}"
12n_0285,"{-1,2,3,-1,-2,3,4,3,-2,3,2,4}"
12n_0289,"{1,-2,1,2,3,3,4,2,4,2,3,3,-4,3}"
12n_0316,"{1,-2,1,2,-3,2,2,-3,2,2,3,3,3}"
12n_0346,"{1,2,2,2,2,1,-2,-3,-2,-2,1,-3,-3}"
12n_0349,"{-1,2,-3,-1,2,-3,-2,-4,-2,-2,3,-4}"
12n_0376,"{1,-2,1,2,3,3,-2,-2,3,3,-2,-2,3}"
12n_0377,"{1,-2,3,-1,3,-2,-2,1,-2,3,-2,1,-2}"
12n_0409,"{-1,2,-1,-2,-3,-3,-2,-2,3,3,-2,-2,3}"
12n_0421,"{1,-2,-3,4,1,-2,-3,-3,4,-3,-2,4,3,3}"
12n_0422,"{1,-2,-3,-4,1,-2,3,3,-4,3,-2,-4,3,3}"
12n_0434,"{-1,2,-3,-1,-3,2,-3,-4,2,2,3,-4}"
12n_0442,"{1,-2,-3,1,2,-3,-4,-3,2,-3,2,4,4,4}"
12n_0472,"{1,2,2,2,2,1,1,2,2,2,2,2}"
12n_0481,"{-1,2,3,-1,3,-4,3,-2,3,2,-4,-3}"
12n_0482,"[{1,-2,-3,1,-3,2,2,-1,-1,2,3,-2,1},{-1,2,-1,2,3,-2,-4,3,-2,3,3,-4}]"
12n_0496,"{1,-2,3,4,1,2,-3,2,4,2,3,3}"
12n_0523,"{1,-2,-3,-4,3,-4,2,2,-3,-2,3,-1,-1,-2}"
12n_0524,"{-1,2,3,-1,-2,3,4,-5,3,3,2,-3,4,3,-5}"
12n_0525,"{-1,2,-1,-2,-3,4,-5,2,3,3,-4,2,3,-4,-5}"
12n_0538,"{1,-2,1,2,3,3,-2,3,-2,3,-2,3,3}"
12n_0540,"{-1,2,3,3,-2,1,-2,-3,-1,2,-1,2,2}"
12n_0564,"{-1,-2,-3,-3,-4,-2,1,1,-2,3,-2,-4,-4,3}"
12n_0567,"{1,-2,3,3,-2,1,-2,1,-2,-2,-3,-2,1}"
12n_0580,"{-1,2,2,-3,1,-3,1,-2,3,-4,-2,3,-4,-3}"
12n_0584,"{1,-2,1,2,-3,4,-2,4,3,3,-2,-4,-3,4}"
12n_0587,"{1,-2,-3,-3,4,-2,-1,-1,2,-3,2,4,4,3}"
12n_0594,"{1,2,3,3,2,2,1,1,2,-3,2,1,-2}"
12n_0595,"{-1,2,-1,-2,-3,4,-2,4,-3,2,-3,4,-2,-3}"
12n_0610,"{1,-2,3,1,3,-2,-2,3,2,-3,2,-3,-3}"
12n_0613,"{-1,-2,-3,-3,4,-2,1,1,2,-3,2,4,4,-3}"
12n_0616,"{-1,2,3,-1,3,-4,-2,3,-2,-4,3,-4}"
12n_0620,"{-1,2,3,-1,3,4,2,-3,2,4,-3,4}"
12n_0624,"{-1,2,-1,-2,3,3,2,2,3,3,2,2,3}"
12n_0625,"{1,-2,1,2,-3,4,-2,4,-3,-2,-3,4,-2,-3}"
12n_0627,"{1,1,2,3,-1,2,-1,-2,-2,3,3,-2,-2}"
12n_0653,"{-1,2,3,-1,3,3,2,2,2,-3,2,3,3}"
12n_0665,"{-1,-2,-2,-1,-1,-2,3,-4,2,3,2,-4,3,-4}"
12n_0693,"{1,2,2,-3,1,1,2,2,3,3,4,-2,-3,4}"
12n_0696,"{1,2,2,-3,4,1,1,2,-3,2,4,-3,4,3}"
12n_0713,"{-1,-1,-1,2,-3,-3,2,-1,2,3,2,-1,2}"
12n_0727,"{-1,2,3,4,-1,2,2,-3,4,-2,-2,3,-2,3}"
12n_0739,"{-1,-2,-2,-1,-1,-2,-2,3,3,2,-1,2,-3}"
12n_0742,"{1,1,-2,-2,-1,-1,-2,3,-2,1,-2,-3,-3}"
12n_0777,"{-1,-2,-3,-3,-2,1,1,1,-2,3,1,-2,-1}"
12n_0785,"{1,-2,-3,-3,-2,-1,-1,-2,3,4,-3,4,-2,3}"
12n_0798,"{1,-2,-3,2,-3,-2,4,-1,-1,2,-3,2,-3,4}"
12n_0818,"{-1,2,-1,-2,3,-4,2,2,3,-4,-3,2,2,3}"
12n_0820,"{1,-2,-2,-1,-1,2,-1,-1,-2,-2,-2,-2}"
12n_0824,"{-1,2,3,-1,2,2,3,3,-2,-2,-2,3,-2}"
12n_0829,"{1,-2,-2,-1,-1,2,2,2,-1,-1,-2,-2}"
12n_0835,"{-1,-2,-3,2,-3,1,1,-2,3,-2,-1,2,3}"
12n_0836,"{1,1,2,2,-3,-1,2,-1,2,2,3,3,2}"
12n_0837,"{-1,2,3,-4,-1,2,3,-1,2,-4,3,-4}"
12n_0854,"{-1,-2,3,-4,2,2,3,1,3,-4,1,2,3,-4}"
12n_0860,"{-1,-2,-2,1,-2,-2,3,-1,3,2,-1,2,-3}"
12n_0879,"{-1,2,-3,-1,2,-3,2,-3,-3,-2,-2,3,3}"
