name,braid_notation
12a_0070,"{-1,2,-1,2,3,-4,-4,3,-4,-2,-2,-3,-3,-3}"
12a_0282,"{-1,2,-3,4,-1,-3,4,-3,4,2,4,-3}"
12a_0286,"{-1,2,-3,-4,5,-1,2,-3,4,2,3,3,-4,-4,5}"
12a_0461,"{-1,2,2,-3,-4,2,2,3,1,-4,3,1,2,-3,2,3}"
12a_0499,"{-1,2,-3,4,4,-3,2,-3,4,-1,-1,2}"
12a_0547,"{-1,2,3,3,2,1,1,-2,3,-4,3,-4,2,2,2,-3}"
12a_0558,"{-1,2,-1,2,3,3,3,2,-1,2,2,2,-3}"
12a_0856,"{1,-2,1,2,2,-3,-4,2,-4,-3,2,-3,4,-3}"
12a_0891,"{-1,2,3,3,2,-1,2,2,2,-3,2,-1,2}"
12a_1003,"{1,-2,-2,1,-2,3,-2,-2,1,-2,-2,-3,-3}"
12a_1053,"{1,1,-2,-2,1,1,-2,3,-2,1,-2,-3,-3}"
