Name,Row Reduced Coloring Matrix
11n_157,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
11n_158,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3], [0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
11n_162,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3], [0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
11n_164,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
11n_165,"[[1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2], [0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2], [0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3], [0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
11n_168,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
11n_169,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3], [0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
11n_171,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3], [0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
11n_173,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 1], [0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
11n_175,"[[1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2], [0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2], [0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1], [0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 3], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
11n_178,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3], [0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3], [0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 3], [0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
11n_180,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
11n_181,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
11n_185,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3], [0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0011,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 3], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0025,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0026,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 3], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0028,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 3], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0034,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 3], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0041,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0053,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0055,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0058,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0068,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0074,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0075,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0077,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0083,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0085,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 3], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0087,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0095,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0096,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 3], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
12a_0100,"[[1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3], [0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 4, 4], [0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 3, 2], [0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 4, 4], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3], [0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 3, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
