Name,Color List
11a_173,"[[2, 2, 2, 3, 2, 2, 2, 1, 3, 3, 1, 2], [3, 2, 1, 2, 1, 3, 2, 3, 3, 1, 3, 3], [2, 1, 3, 2, 3, 2, 1, 1, 3, 1, 1, 2], [1, 3, 2, 2, 2, 1, 3, 2, 3, 1, 2, 1]]"
11a_175,"[[1, 3, 2, 3, 1, 2, 1, 1, 2, 3, 1, 1]]"
11a_176,"[[2, 1, 3, 1, 2, 3, 2, 2, 3, 1, 1, 2]]"
11a_178,"[[3, 2, 1, 2, 2, 1, 3, 3, 2, 3, 1, 3]]"
11a_179,"[[2, 1, 3, 3, 3, 3, 2, 3, 3, 3, 1, 2]]"
11a_181,"[[2, 1, 3, 3, 3, 3, 2, 3, 3, 3, 1, 2], [2, 2, 2, 2, 1, 1, 2, 2, 3, 1, 3, 2], [1, 3, 2, 2, 1, 1, 1, 2, 3, 1, 1, 1], [3, 1, 2, 2, 1, 1, 3, 2, 3, 1, 2, 3]]"
11a_184,"[[2, 1, 3, 3, 1, 2, 2, 3, 2, 3, 1, 2]]"
11a_187,"[[2, 2, 2, 2, 3, 2, 2, 2, 1, 3, 1, 2]]"
11a_194,"[[2, 2, 2, 2, 3, 1, 2, 2, 2, 3, 1, 2]]"
11a_196,"[[1, 3, 2, 2, 3, 2, 1, 2, 1, 3, 1, 1]]"
11a_199,"[[1, 2, 3, 2, 1, 1, 1, 3, 1, 1, 1, 1]]"
11a_201,"[[1, 2, 3, 2, 1, 1, 1, 3, 1, 1, 1, 1]]"
11a_202,"[[2, 1, 3, 3, 3, 3, 2, 3, 3, 3, 1, 2]]"
11a_203,"[[1, 2, 3, 1, 2, 3, 1, 1, 2, 3, 1, 1]]"
11a_208,"[[1, 3, 2, 1, 2, 3, 1, 2, 3, 3, 1, 1]]"
11a_209,"[[1, 2, 3, 1, 1, 2, 1, 3, 2, 3, 1, 1]]"
11a_212,"[[3, 1, 2, 2, 1, 2, 3, 2, 2, 3, 1, 3]]"
11a_214,"[[1, 3, 2, 1, 1, 1, 1, 2, 3, 1, 1, 1]]"
11a_216,"[[3, 2, 1, 2, 1, 1, 3, 3, 2, 3, 1, 3]]"
11a_219,"[[2, 2, 2, 1, 3, 2, 2, 2, 2, 3, 1, 2]]"
11a_223,"[[1, 1, 1, 2, 3, 1, 1, 1, 2, 3, 1, 1]]"
11a_230,"[[1, 2, 3, 2, 1, 3, 1, 1, 2, 3, 1, 1]]"
11a_231,"[[2, 1, 3, 2, 1, 1, 3, 2, 3, 1, 1, 2], [2, 1, 3, 3, 3, 3, 3, 2, 1, 3, 3, 2], [1, 2, 3, 2, 1, 1, 3, 1, 1, 1, 1, 1], [3, 3, 3, 1, 2, 2, 3, 3, 1, 2, 2, 3]]"
11a_232,"[[2, 2, 2, 3, 3, 1, 2, 2, 3, 3, 1, 2]]"
11a_236,"[[1, 3, 2, 1, 2, 3, 2, 1, 3, 3, 1, 1]]"
11a_237,"[[2, 2, 2, 2, 1, 3, 2, 2, 2, 3, 1, 2]]"
11a_239,"[[2, 2, 2, 1, 1, 3, 2, 2, 3, 3, 1, 2]]"
11a_243,"[[2, 1, 3, 3, 2, 2, 3, 2, 1, 3, 1, 2]]"
11a_244,"[[1, 1, 1, 2, 3, 1, 1, 1, 2, 3, 1, 1]]"
11a_245,"[[3, 3, 3, 2, 1, 2, 3, 3, 3, 1, 1, 3]]"
11a_248,"[[1, 2, 2, 3, 2, 1, 1, 1, 3, 1, 1, 1]]"
11a_249,"[[2, 3, 1, 1, 2, 1, 3, 2, 3, 3, 1, 2], [2, 2, 1, 2, 3, 3, 1, 2, 3, 1, 3, 2], [1, 2, 2, 3, 2, 1, 1, 1, 3, 1, 1, 1], [3, 2, 3, 1, 1, 2, 1, 3, 3, 1, 2, 3]]"
11a_258,"[[2, 3, 1, 1, 2, 3, 2, 1, 1, 3, 1, 2]]"
11a_260,"[[3, 2, 1, 1, 3, 2, 1, 1, 2, 3, 1, 3]]"
11a_261,"[[1, 1, 2, 1, 3, 1, 2, 3, 2, 3, 1, 1]]"
11a_263,"[[2, 2, 2, 2, 2, 3, 1, 2, 2, 3, 1, 2], [3, 1, 2, 2, 3, 3, 3, 2, 2, 1, 3, 3], [2, 3, 1, 1, 2, 3, 1, 1, 1, 1, 1, 2], [1, 2, 3, 3, 1, 3, 2, 3, 3, 1, 2, 1]]"
11a_264,"[[1, 1, 3, 1, 2, 1, 2, 3, 2, 3, 1, 1]]"
11a_271,"[[3, 2, 3, 1, 2, 1, 2, 2, 3, 3, 1, 3]]"
11a_273,"[[3, 2, 1, 1, 2, 3, 2, 1, 3, 3, 1, 3]]"
11a_274,"[[1, 1, 2, 1, 2, 3, 2, 3, 1, 3, 1, 1]]"
11a_275,"[[2, 1, 2, 3, 2, 3, 3, 1, 3, 3, 1, 2]]"
11a_277,"[[2, 2, 3, 2, 2, 1, 2, 3, 1, 3, 1, 2], [3, 2, 2, 1, 2, 2, 3, 3, 3, 1, 3, 3], [2, 1, 2, 3, 1, 3, 2, 3, 1, 1, 1, 2], [1, 3, 2, 2, 3, 1, 1, 3, 2, 1, 2, 1]]"
11a_278,"[[1, 2, 2, 3, 2, 2, 1, 1, 1, 3, 1, 1]]"
11a_280,"[[2, 1, 1, 3, 2, 1, 1, 3, 2, 3, 1, 2]]"
11a_283,"[[2, 1, 2, 3, 3, 3, 2, 3, 1, 3, 1, 2]]"
11a_286,"[[2, 1, 2, 3, 3, 3, 2, 3, 1, 3, 1, 2]]"
11a_290,"[[3, 3, 2, 3, 2, 1, 2, 2, 1, 3, 1, 3]]"
11a_291,"[[2, 3, 2, 1, 3, 1, 2, 3, 3, 3, 1, 2], [2, 2, 1, 2, 2, 3, 2, 1, 3, 1, 3, 2], [1, 2, 3, 3, 2, 1, 1, 1, 3, 1, 1, 1], [3, 2, 2, 1, 2, 2, 3, 1, 3, 1, 2, 3]]"
11a_292,"[[1, 2, 3, 3, 2, 1, 1, 1, 3, 1, 1, 1]]"
11a_293,"[[2, 3, 2, 1, 3, 1, 2, 3, 3, 3, 1, 2], [2, 2, 1, 2, 2, 3, 2, 1, 3, 1, 3, 2], [1, 2, 3, 3, 2, 1, 1, 1, 3, 1, 1, 1], [3, 2, 2, 1, 2, 2, 3, 1, 3, 1, 2, 3]]"
11a_294,"[[1, 2, 3, 3, 2, 1, 1, 1, 3, 1, 1, 1]]"
11a_296,"[[2, 1, 3, 3, 1, 2, 3, 2, 3, 3, 1, 2]]"
11a_300,"[[1, 1, 2, 1, 2, 3, 2, 3, 1, 3, 1, 1]]"
11a_304,"[[2, 1, 2, 3, 2, 3, 3, 1, 3, 3, 1, 2]]"
11a_305,"[[3, 1, 2, 2, 1, 2, 3, 2, 3, 1, 1, 3]]"
11a_306,"[[1, 2, 1, 3, 1, 2, 3, 2, 2, 3, 1, 1]]"
11a_309,"[[2, 3, 1, 1, 2, 3, 2, 1, 3, 3, 1, 2]]"
11a_314,"[[2, 3, 2, 1, 2, 3, 1, 1, 3, 3, 1, 2], [1, 2, 3, 3, 2, 2, 1, 2, 3, 1, 3, 1], [3, 2, 2, 1, 1, 2, 2, 3, 3, 1, 1, 3], [2, 2, 1, 2, 3, 2, 3, 1, 3, 1, 2, 2]]"
11a_318,"[[3, 1, 2, 2, 1, 2, 3, 2, 2, 3, 1, 3]]"
11a_324,"[[3, 3, 2, 3, 3, 2, 1, 2, 1, 3, 1, 3]]"
11a_332,"[[2, 3, 1, 1, 2, 1, 3, 2, 3, 3, 1, 2], [3, 3, 2, 3, 2, 1, 2, 1, 3, 1, 3, 3], [2, 3, 3, 1, 1, 2, 2, 3, 3, 1, 1, 2], [1, 3, 1, 2, 3, 3, 2, 2, 3, 1, 2, 1]]"
11a_335,"[[2, 1, 2, 3, 3, 2, 2, 3, 1, 3, 1, 2]]"
11a_338,"[[2, 2, 2, 2, 3, 1, 2, 2, 2, 3, 1, 2]]"
11a_340,"[[2, 2, 2, 2, 3, 1, 2, 2, 2, 3, 1, 2]]"
11a_344,"[[2, 1, 2, 3, 2, 3, 1, 3, 1, 1, 1, 2]]"
11a_346,"[[3, 2, 1, 1, 1, 1, 1, 2, 3, 1, 1, 3]]"
11a_347,"[[3, 2, 1, 1, 1, 1, 1, 2, 3, 1, 1, 3]]"
