name,gauss_notation
11a_1,"{-1, 2, -3, 1, -4, 5, -6, 3, -2, 4, -7, 8, -9, 6, -5, 7, -10, 11, -8, 9, -11, 10}"
11a_18,"{-1, 2, -3, 1, -4, 5, -2, 3, -6, 7, -5, 4, -8, 9, -10, 6, -7, 10, -11, 8, -9, 11}"
11a_81,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 4, -9, 6, -10, 11, -7, 9, -5, 10, -11, 8}"
11a_122,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 9, -10, 4, -11, 8, -7, 6, -9, 10, -5, 11}"
11a_149,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 8, -9, 10, -7, 4, -11, 9, -10, 6, -5, 11}"
11a_151,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 9, -10, 8, -11, 4, -9, 10, -5, 6, -7, 11}"
11a_282,"{-1, 2, -3, 4, -5, 1, -6, 7, -4, 3, -8, 9, -10, 6, -11, 5, -2, 8, -9, 10, -7, 11}"
12a_0196,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -6, 7, -8, 9, -10, 11, -12, 5, -4, 12, -11, 10, -7, 8, -9}"
12a_0241,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -4, 5, -9, 10, -11, 12, -6, 7, -12, 11, -10, 9, -8}"
12a_0355,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 7, -6, 5, -4, 10, -11, 12, -8, 9, -10, 11, -12}"
12a_0378,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 10, -11, 7, -4, 12, -6, 5, -12, 11, -10, 9, -8}"
12a_0601,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -3, 2, -10, 9, -4, 11, -12, 7, -6, 5, -8, 12, -11}"
12a_0649,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 10, -11, 9, -8, 12, -4, 5, -6, 7, -12, 11, -10}"
12a_0840,"{1, -2, 3, -4, 5, -1, 2, -3, 6, -7, 8, -9, 10, -11, 12, -5, 4, -6, 11, -8, 9, -10, 7, -12}"
12a_0926,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 4, -9, 10, -11, 12, -5, 2, -8, 7, -6, 9, -10, 11, -12}"
12a_1023,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 10, -3, 4, -5, 2, -6, 11, -12, 7, -8, 9, -10, 12, -11}"
12a_1234,"{1, -2, 3, -4, 5, -6, 7, -1, 2, -3, 8, -9, 10, -11, 12, -5, 6, -7, 4, -8, 11, -10, 9, -12}"
12a_1264,"{1, -2, 3, -4, 5, -6, 7, -1, 2, -8, 9, -3, 10, -11, 12, -7, 6, -5, 8, -9, 4, -10, 11, -12}"
12n_0255,"{1, -2, 3, -1, -4, 5, 2, -3, 6, -7, 8, -9, 10, -11, -5, 4, 9, -8, 12, -6, 11, -10, 7, -12}"
12n_0263,"{1, -2, 3, -1, -4, 5, 2, -3, 6, -7, 8, -9, 10, -11, -5, 4, 12, -10, 7, -6, 11, -12, 9, -8}"
12n_0539,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, -8, 9, 7, -10, 5, -11, -9, 8, 12, -4, 10, -6, 11, -12}"
12n_0772,"{1, -2, 3, -4, 5, -1, -6, 7, 2, -3, 8, -9, 10, -11, 4, -5, 12, -10, 9, 6, -7, -8, 11, -12}"
12n_0783,"{1, 2, -3, -4, 5, -1, -6, 7, -8, 3, -2, 9, -7, 10, 4, -5, 11, -12, -10, 8, -9, 6, 12, -11}"
12n_0862,"{1, -2, 3, -4, 5, -1, 6, -7, 2, -8, 9, -3, -10, 11, 4, -9, 8, -5, 12, -6, 7, 10, -11, -12}"
