Name,Sign List
12a_0663,"[1, 1, -1, 1, -1, 1, -1, 1, -1, -1, 1, -1]"
12a_0665,"[1, 1, -1, 1, -1, 1, 1, 1, -1, -1, 1, 1]"
12a_0677,"[1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, -1]"
12a_0681,"[-1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1]"
12a_0684,"[-1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1, -1]"
12a_0695,"[1, 1, -1, 1, -1, 1, 1, 1, -1, 1, 1, -1]"
12a_0701,"[1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]"
12a_0702,"[-1, 1, 1, -1, -1, -1, -1, 1, 1, -1, -1, -1]"
12a_0708,"[-1, 1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1]"
12a_0712,"[-1, 1, -1, 1, -1, -1, -1, 1, -1, -1, 1, -1]"
12a_0731,"[1, 1, 1, -1, -1, 1, 1, 1, 1, -1, -1, 1]"
12a_0732,"[1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]"
12a_0737,"[1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]"
12a_0742,"[1, 1, -1, -1, -1, 1, 1, 1, -1, -1, -1, 1]"
12a_0750,"[-1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1]"
12a_0752,"[1, 1, 1, -1, -1, 1, 1, 1, 1, -1, -1, 1]"
12a_0753,"[1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]"
12a_0776,"[1, 1, -1, 1, 1, -1, 1, -1, -1, -1, 1, 1]"
12a_0778,"[1, 1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 1]"
12a_0779,"[1, 1, -1, 1, -1, -1, 1, -1, -1, -1, -1, 1]"
12a_0780,"[-1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1]"
12a_0785,"[1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, -1]"
12a_0792,"[1, 1, -1, -1, 1, 1, 1, 1, 1, -1, -1, -1]"
12a_0793,"[-1, 1, 1, -1, 1, -1, -1, 1, 1, -1, 1, -1]"
12a_0799,"[1, 1, -1, 1, -1, 1, 1, 1, 1, -1, -1, 1]"
12a_0801,"[-1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1]"
12a_0811,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_0813,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_0815,"[1, 1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1]"
12a_0817,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_0818,"[1, -1, 1, 1, 1, -1, -1, 1, -1, -1, 1, -1]"
12a_0828,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_0830,"[1, 1, 1, 1, -1, -1, 1, -1, -1, -1, -1, -1]"
12a_0831,"[1, 1, 1, 1, -1, -1, 1, -1, -1, -1, -1, -1]"
12a_0836,"[1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1]"
12a_0837,"[1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1]"
12a_0843,"[1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1]"
12a_0858,"[-1, -1, 1, -1, -1, -1, 1, -1, -1, -1, 1, 1]"
12a_0866,"[1, -1, 1, -1, -1, 1, -1, -1, -1, 1, -1, -1]"
12a_0876,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_0878,"[1, 1, 1, -1, 1, 1, -1, -1, -1, -1, -1, -1]"
12a_0883,"[1, -1, 1, -1, -1, 1, -1, -1, -1, 1, -1, -1]"
12a_0890,"[1, -1, 1, 1, -1, 1, -1, -1, 1, -1, -1, 1]"
12a_0906,"[-1, -1, 1, 1, -1, 1, -1, -1, 1, 1, -1, 1]"
12a_0907,"[1, -1, 1, 1, -1, 1, 1, 1, 1, 1, -1, 1]"
12a_0908,"[1, -1, 1, 1, -1, 1, 1, 1, 1, 1, -1, 1]"
12a_0909,"[1, -1, 1, -1, 1, 1, 1, -1, -1, 1, 1, 1]"
12a_0914,"[1, -1, 1, -1, -1, -1, -1, 1, -1, -1, -1, -1]"
12a_0920,"[-1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0921,"[-1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0923,"[1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1]"
12a_0925,"[1, 1, 1, -1, 1, -1, -1, 1, -1, -1, -1, -1]"
12a_0927,"[-1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0934,"[-1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0940,"[-1, 1, 1, -1, 1, 1, 1, -1, -1, 1, 1, 1]"
12a_0941,"[-1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0944,"[1, 1, 1, 1, 1, -1, -1, 1, 1, -1, -1, -1]"
12a_0951,"[1, -1, 1, -1, -1, -1, -1, 1, 1, -1, 1, -1]"
12a_0953,"[1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1]"
12a_0959,"[1, -1, 1, -1, -1, -1, -1, -1, 1, -1, -1, -1]"
12a_0964,"[1, -1, 1, 1, -1, -1, -1, -1, 1, -1, 1, -1]"
12a_0970,"[1, -1, 1, 1, -1, -1, -1, -1, 1, -1, -1, 1]"
12a_0975,"[-1, -1, 1, -1, -1, 1, -1, -1, 1, -1, -1, 1]"
12a_0977,"[-1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1]"
12a_0979,"[1, 1, 1, -1, 1, -1, -1, -1, -1, 1, -1, -1]"
12a_0981,"[1, 1, 1, -1, 1, -1, -1, -1, -1, 1, -1, -1]"
12a_0986,"[1, -1, 1, -1, -1, 1, -1, -1, 1, 1, -1, -1]"
12a_0987,"[1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1]"
12a_0988,"[1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1]"
12a_0989,"[1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1]"
12a_0990,"[-1, -1, 1, -1, -1, 1, -1, 1, 1, -1, 1, 1]"
12a_0992,"[-1, 1, 1, 1, -1, -1, -1, 1, -1, 1, -1, 1]"
12a_0997,"[-1, 1, 1, 1, -1, -1, 1, 1, 1, -1, 1, 1]"
12a_1006,"[1, -1, 1, -1, -1, 1, -1, -1, -1, 1, 1, -1]"
12a_1010,"[1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_1025,"[1, -1, 1, -1, -1, -1, 1, -1, 1, -1, -1, -1]"
12a_1026,"[1, -1, 1, -1, -1, -1, 1, -1, 1, -1, -1, -1]"
12a_1035,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_1037,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_1040,"[-1, -1, 1, 1, 1, -1, -1, 1, -1, 1, 1, -1]"
12a_1041,"[1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1]"
12a_1044,"[1, -1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1]"
12a_1049,"[1, 1, 1, -1, -1, 1, -1, 1, -1, -1, -1, -1]"
12a_1050,"[-1, 1, 1, -1, -1, 1, 1, -1, 1, -1, 1, 1]"
12a_1067,"[-1, 1, 1, -1, 1, 1, 1, -1, -1, 1, 1, 1]"
12a_1068,"[-1, -1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1]"
12a_1069,"[1, 1, 1, 1, -1, 1, -1, 1, 1, -1, -1, 1]"
12a_1082,"[-1, 1, 1, 1, 1, -1, -1, 1, 1, -1, 1, 1]"
12a_1084,"[1, -1, 1, -1, 1, 1, 1, -1, -1, 1, 1, 1]"
12a_1087,"[-1, -1, 1, -1, 1, -1, 1, -1, -1, 1, 1, 1]"
12a_1090,"[-1, 1, 1, 1, 1, -1, -1, 1, 1, 1, -1, 1]"
12a_1102,"[-1, 1, 1, -1, -1, 1, 1, -1, -1, -1, 1, 1]"
12a_1103,"[1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1]"
12a_1104,"[1, -1, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1]"
12a_1106,"[-1, 1, 1, 1, -1, 1, 1, 1, -1, -1, 1, 1]"
12a_1108,"[1, -1, 1, 1, -1, -1, -1, -1, -1, 1, -1, 1]"
12a_1112,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_1113,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_1114,"[1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
12a_1115,"[1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
12a_1116,"[1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
12a_1118,"[1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
12a_1122,"[1, -1, 1, 1, 1, -1, -1, 1, -1, 1, 1, -1]"
12a_1124,"[-1, -1, 1, 1, -1, 1, -1, -1, 1, 1, -1, 1]"
12a_1129,"[1, 1, 1, -1, -1, -1, 1, 1, -1, -1, -1, -1]"
12a_1130,"[1, 1, 1, -1, -1, -1, 1, 1, -1, -1, -1, -1]"
12a_1143,"[1, 1, 1, -1, 1, -1, 1, 1, 1, -1, -1, -1]"
12a_1149,"[-1, -1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 1]"
12a_1151,"[-1, -1, 1, -1, 1, 1, -1, -1, -1, 1, 1, 1]"
12a_1152,"[-1, 1, 1, -1, -1, 1, -1, 1, 1, -1, -1, 1]"
12a_1154,"[-1, -1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1]"
12a_1156,"[-1, 1, 1, -1, 1, 1, 1, -1, 1, 1, -1, 1]"
12a_1161,"[-1, -1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 1]"
12a_1164,"[-1, -1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 1]"
12a_1168,"[1, 1, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1]"
12a_1171,"[1, 1, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1]"
12a_1174,"[1, 1, 1, 1, -1, 1, -1, -1, 1, -1, -1, 1]"
12a_1180,"[1, 1, 1, 1, -1, -1, 1, -1, 1, -1, -1, 1]"
12a_1181,"[1, 1, 1, 1, -1, -1, 1, -1, 1, -1, -1, 1]"
12a_1185,"[1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_1186,"[1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_1194,"[1, -1, 1, 1, -1, 1, -1, -1, -1, 1, -1, 1]"
12a_1199,"[1, -1, 1, -1, 1, 1, -1, -1, -1, 1, 1, -1]"
12a_1200,"[1, -1, 1, -1, 1, 1, -1, -1, -1, 1, 1, -1]"
12a_1206,"[1, 1, 1, 1, -1, 1, 1, 1, 1, 1, -1, 1]"
12a_1210,"[1, -1, -1, 1, -1, -1, 1, -1, -1, 1, -1, -1]"
12a_1211,"[1, -1, 1, 1, -1, 1, -1, 1, -1, 1, -1, -1]"
12a_1214,"[1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1]"
12a_1221,"[1, 1, -1, 1, 1, -1, 1, -1, -1, 1, 1, -1]"
12a_1222,"[-1, 1, 1, 1, -1, 1, -1, -1, 1, -1, -1, 1]"
12a_1225,"[-1, -1, -1, 1, -1, 1, -1, 1, -1, 1, 1, 1]"
12a_1230,"[1, -1, -1, 1, -1, 1, -1, 1, -1, 1, 1, 1]"
12a_1237,"[1, -1, -1, 1, -1, 1, -1, -1, -1, 1, 1, -1]"
12a_1241,"[1, -1, -1, 1, -1, 1, 1, -1, -1, 1, 1, 1]"
12a_1243,"[1, -1, -1, 1, 1, 1, 1, -1, -1, 1, 1, 1]"
12a_1248,"[1, -1, -1, 1, -1, 1, -1, -1, 1, -1, 1, -1]"
12a_1251,"[1, -1, 1, 1, -1, -1, 1, -1, 1, 1, -1, -1]"
12a_1254,"[-1, -1, 1, 1, 1, -1, -1, -1, 1, 1, -1, 1]"
12a_1261,"[1, -1, -1, 1, 1, 1, 1, -1, -1, 1, 1, 1]"
12a_1265,"[1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 1, 1]"
12a_1267,"[-1, -1, -1, 1, 1, -1, 1, -1, -1, 1, 1, 1]"
12a_1270,"[-1, 1, -1, 1, 1, -1, 1, -1, 1, 1, 1, 1]"
12a_1274,"[-1, -1, -1, 1, 1, 1, -1, -1, -1, 1, 1, 1]"
12a_1276,"[-1, -1, -1, 1, 1, 1, -1, -1, -1, 1, 1, 1]"
12a_1286,"[-1, -1, -1, 1, 1, 1, -1, -1, -1, 1, 1, 1]"
12n_0006,"[-1, 1, -1, -1, 1, 1, -1, 1, 1, 1, 1, 1]"
12n_0068,"[1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1]"
12n_0073,"[1, 1, -1, 1, 1, -1, -1, -1, 1, -1, -1, -1]"
12n_0078,"[1, 1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1]"
12n_0082,"[1, 1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1]"
12n_0083,"[1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]"
12n_0085,"[1, 1, -1, 1, 1, -1, -1, 1, -1, -1, -1, -1]"
12n_0095,"[1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]"
12n_0099,"[1, 1, 1, 1, 1, 1, -1, -1, 1, -1, 1, -1]"
12n_0123,"[1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1]"
12n_0126,"[1, 1, 1, 1, 1, 1, -1, -1, 1, -1, -1, 1]"
12n_0128,"[1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1]"
12n_0130,"[1, 1, -1, 1, 1, -1, -1, -1, -1, -1, 1, -1]"
12n_0144,"[-1, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1, -1]"
12n_0145,"[-1, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1, -1]"
12n_0147,"[-1, 1, -1, -1, -1, 1, 1, -1, 1, 1, 1, 1]"
12n_0149,"[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
12n_0157,"[1, 1, 1, 1, 1, 1, 1, -1, 1, -1, 1, -1]"
12n_0159,"[1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]"
12n_0164,"[1, 1, 1, 1, 1, -1, 1, -1, 1, -1, -1, -1]"
12n_0174,"[1, 1, -1, 1, 1, -1, -1, 1, -1, -1, 1, -1]"
12n_0185,"[1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1]"
12n_0188,"[1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, -1]"
12n_0190,"[1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]"
12n_0194,"[1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1]"
12n_0201,"[1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1]"
12n_0202,"[1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]"
12n_0203,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0206,"[1, 1, -1, 1, 1, -1, -1, -1, -1, -1, 1, -1]"
12n_0217,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0227,"[1, 1, -1, 1, 1, -1, -1, 1, -1, -1, -1, -1]"
12n_0243,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0244,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0248,"[1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]"
12n_0253,"[1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]"
12n_0254,"[1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 1]"
12n_0256,"[1, 1, 1, 1, -1, 1, -1, 1, 1, -1, -1, -1]"
12n_0257,"[1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1]"
12n_0258,"[1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, 1]"
12n_0259,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0264,"[1, 1, 1, 1, -1, 1, -1, 1, -1, -1, -1, 1]"
12n_0266,"[1, 1, -1, 1, 1, -1, 1, -1, -1, 1, 1, -1]"
12n_0273,"[-1, 1, 1, -1, -1, 1, 1, 1, -1, 1, 1, 1]"
12n_0274,"[-1, 1, 1, -1, -1, 1, 1, 1, -1, 1, 1, 1]"
12n_0276,"[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
12n_0278,"[-1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 1]"
12n_0279,"[-1, 1, 1, -1, -1, 1, -1, 1, 1, -1, 1, 1]"
12n_0286,"[-1, 1, 1, -1, -1, 1, -1, 1, 1, -1, 1, 1]"
12n_0294,"[-1, 1, 1, 1, -1, 1, -1, 1, 1, 1, -1, 1]"
12n_0297,"[-1, 1, 1, 1, -1, 1, -1, 1, 1, 1, -1, 1]"
12n_0299,"[-1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1]"
12n_0306,"[1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1]"
12n_0314,"[-1, 1, -1, 1, -1, 1, -1, -1, 1, -1, -1, 1]"
12n_0316,"[1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1]"
12n_0317,"[1, 1, -1, 1, 1, -1, -1, -1, 1, -1, 1, -1]"
12n_0331,"[-1, 1, 1, -1, -1, 1, 1, -1, -1, -1, -1, -1]"
12n_0333,"[-1, 1, -1, -1, 1, -1, -1, 1, 1, 1, 1, 1]"
12n_0335,"[-1, 1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 1]"
12n_0336,"[-1, 1, -1, 1, -1, 1, -1, -1, -1, -1, 1, -1]"
12n_0338,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0339,"[1, 1, 1, 1, 1, -1, 1, 1, -1, -1, -1, -1]"
12n_0367,"[-1, 1, -1, -1, 1, -1, 1, -1, 1, 1, 1, 1]"
12n_0369,"[1, 1, 1, -1, 1, -1, 1, 1, -1, -1, 1, 1]"
12n_0370,"[1, 1, -1, -1, 1, 1, -1, 1, -1, 1, 1, 1]"
12n_0388,"[1, 1, 1, 1, 1, -1, 1, -1, 1, -1, -1, -1]"
12n_0391,"[1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]"
12n_0394,"[-1, 1, -1, -1, 1, -1, 1, -1, 1, -1, 1, 1]"
12n_0400,"[-1, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, 1]"
12n_0412,"[1, 1, -1, 1, 1, -1, -1, -1, -1, -1, 1, -1]"
12n_0413,"[1, 1, -1, 1, 1, 1, 1, -1, -1, 1, -1, -1]"
12n_0414,"[1, 1, -1, 1, 1, -1, -1, -1, -1, -1, 1, -1]"
12n_0417,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0423,"[-1, 1, -1, 1, -1, -1, 1, -1, -1, 1, -1, 1]"
12n_0424,"[1, 1, -1, -1, 1, 1, -1, 1, 1, 1, -1, 1]"
12n_0426,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0434,"[-1, 1, 1, -1, -1, -1, 1, -1, -1, -1, 1, 1]"
12n_0449,"[1, 1, -1, 1, 1, -1, -1, 1, -1, -1, 1, -1]"
12n_0450,"[1, 1, -1, 1, 1, -1, 1, 1, -1, 1, -1, 1]"
12n_0451,"[1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]"
12n_0452,"[1, 1, -1, -1, 1, 1, -1, 1, 1, -1, 1, 1]"
12n_0453,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0459,"[1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1]"
12n_0461,"[-1, 1, 1, -1, -1, -1, 1, -1, -1, 1, -1, 1]"
12n_0462,"[-1, 1, 1, 1, -1, -1, 1, -1, -1, 1, -1, 1]"
12n_0464,"[-1, 1, 1, -1, 1, -1, 1, 1, -1, 1, 1, 1]"
12n_0469,"[1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]"
12n_0481,"[-1, 1, 1, 1, -1, -1, 1, -1, 1, -1, 1, -1]"
12n_0482,"[-1, 1, 1, -1, -1, -1, 1, 1, 1, -1, 1, -1]"
12n_0483,"[-1, 1, 1, -1, 1, -1, 1, 1, -1, -1, 1, 1]"
12n_0486,"[1, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, 1]"
12n_0488,"[1, 1, 1, 1, 1, -1, -1, 1, -1, 1, -1, -1]"
12n_0494,"[1, 1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 1]"
12n_0497,"[1, 1, -1, -1, 1, -1, -1, 1, -1, -1, 1, -1]"
12n_0499,"[1, 1, -1, -1, 1, -1, -1, 1, -1, -1, 1, -1]"
12n_0503,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0507,"[-1, 1, 1, -1, -1, -1, 1, -1, -1, 1, -1, -1]"
12n_0511,"[1, 1, -1, -1, 1, 1, -1, -1, -1, 1, 1, -1]"
12n_0513,"[1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1]"
12n_0514,"[1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]"
12n_0521,"[-1, 1, -1, 1, -1, -1, 1, 1, 1, -1, 1, 1]"
12n_0529,"[-1, 1, 1, 1, -1, -1, 1, 1, 1, 1, -1, 1]"
12n_0532,"[-1, 1, 1, -1, 1, -1, -1, -1, 1, 1, -1, 1]"
12n_0537,"[-1, 1, 1, -1, 1, -1, 1, -1, 1, 1, -1, 1]"
12n_0538,"[1, 1, 1, -1, 1, 1, -1, 1, 1, 1, -1, 1]"
12n_0542,"[-1, 1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1]"
12n_0545,"[1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1]"
12n_0548,"[1, 1, -1, 1, 1, -1, -1, 1, -1, -1, 1, -1]"
12n_0551,"[-1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]"
12n_0555,"[-1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1]"
12n_0558,"[1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1, -1]"
12n_0561,"[1, 1, -1, 1, 1, 1, -1, -1, 1, 1, -1, 1]"
12n_0562,"[1, 1, -1, 1, -1, 1, -1, 1, -1, -1, -1, 1]"
12n_0565,"[-1, 1, 1, -1, -1, -1, 1, 1, -1, -1, -1, -1]"
12n_0570,"[1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]"
12n_0580,"[1, 1, -1, -1, 1, 1, -1, -1, -1, -1, -1, 1]"
12n_0585,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0588,"[1, 1, -1, 1, -1, 1, -1, 1, -1, -1, -1, 1]"
12n_0596,"[1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]"
12n_0597,"[1, 1, -1, 1, 1, 1, -1, 1, -1, -1, -1, 1]"
12n_0599,"[1, 1, 1, -1, 1, 1, -1, -1, 1, 1, -1, 1]"
12n_0603,"[1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1]"
12n_0610,"[1, 1, 1, -1, 1, 1, -1, -1, 1, 1, -1, -1]"
12n_0611,"[1, 1, 1, -1, 1, 1, -1, -1, 1, 1, -1, -1]"
12n_0612,"[-1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1, -1]"
12n_0616,"[-1, 1, -1, -1, 1, -1, 1, -1, -1, 1, -1, 1]"
12n_0617,"[-1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1]"
12n_0619,"[-1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1]"
12n_0621,"[-1, 1, -1, -1, -1, -1, -1, 1, -1, -1, 1, -1]"
12n_0628,"[-1, 1, -1, -1, 1, -1, 1, -1, 1, -1, -1, 1]"
12n_0630,"[-1, 1, -1, 1, 1, -1, 1, -1, 1, -1, 1, 1]"
12n_0637,"[-1, 1, 1, 1, -1, 1, -1, 1, 1, -1, 1, 1]"
12n_0638,"[1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1]"
12n_0639,"[1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1]"
12n_0654,"[1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]"
12n_0660,"[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
12n_0663,"[1, 1, -1, 1, 1, -1, 1, 1, -1, -1, 1, -1]"
12n_0664,"[-1, 1, 1, -1, 1, -1, -1, 1, 1, -1, 1, -1]"
12n_0667,"[1, -1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 1]"
12n_0668,"[1, -1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 1]"
12n_0670,"[1, 1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1]"
12n_0671,"[1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]"
12n_0673,"[1, 1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1]"
12n_0674,"[1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1]"
12n_0675,"[1, 1, 1, 1, 1, 1, -1, -1, 1, -1, -1, -1]"
12n_0679,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0681,"[1, 1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1]"
12n_0682,"[1, 1, 1, 1, -1, 1, 1, 1, 1, 1, -1, 1]"
12n_0690,"[1, 1, 1, 1, -1, -1, 1, -1, -1, -1, -1, -1]"
12n_0691,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0692,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0694,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0695,"[1, 1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1]"
12n_0707,"[1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1]"
12n_0710,"[1, -1, 1, 1, 1, -1, 1, -1, 1, 1, -1, -1]"
12n_0718,"[1, 1, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1]"
12n_0719,"[1, -1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1]"
12n_0721,"[1, 1, 1, -1, 1, 1, -1, -1, -1, -1, -1, -1]"
12n_0722,"[1, 1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 1]"
12n_0725,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0732,"[1, 1, 1, 1, -1, 1, -1, 1, 1, -1, 1, -1]"
12n_0734,"[1, 1, 1, 1, -1, 1, 1, 1, 1, -1, 1, 1]"
12n_0737,"[1, 1, 1, 1, -1, 1, -1, 1, 1, -1, -1, 1]"
12n_0740,"[-1, -1, 1, 1, -1, -1, -1, 1, 1, 1, -1, 1]"
