name,braid_notation
11a_30,"{1,1,2,-1,2,-3,-2,1,-2,-2,3,-4,3,-4}"
11a_189,"{-1,-1,2,2,-1,2,-1,2,-3,2,-3}"
11a_272,"{1,1,-2,-1,3,-2,1,-4,3,-2,3,-2,-4,3}"
11a_303,"{-1,-1,2,-1,2,1,3,-2,-1,3,2,4,-3,4}"
11a_328,"{1,1,-2,1,1,3,-2,-1,4,-3,2,4,3,3}"
12a_0022,"{-1,2,-1,2,3,-4,-5,3,4,-5,-4,3,-2,-2,-3}"
12a_0078,"{-1,-2,-2,1,-2,3,-2,-2,3,3,-2,-2,-1}"
12a_0109,"{-1,-2,3,4,-2,4,-1,5,2,5,-3,-3,-3,-4,5}"
12a_0123,"{-1,2,-3,-1,-3,2,-3,4,-3,-3,-3,4}"
12a_0238,"{-1,2,2,1,1,2,-3,-4,2,3,3,3,-4,3}"
12a_0437,"{-1,2,-1,-2,3,-4,5,-2,5,-2,3,-4,5}"
12a_0440,"{-1,2,2,3,-1,3,2,-1,2,2,2,2,-3}"
12a_0453,"{-1,2,-3,4,-1,2,-3,-3,-3,4,4,4}"
12a_0550,"{-1,2,3,-4,5,-1,-2,5,-4,3,-2,-4,5}"
12a_0632,"{-1,2,2,1,1,2,-3,4,3,-2,-3,2,-3,-3,4,-3}"
12a_0816,"{-1,2,-1,-2,-2,-2,3,3,-2,-2,3,3,3}"
12a_0860,"{1,-2,-3,1,-3,-2,3,-2,-2,-2,1,-2,-2}"
12a_1024,"{-1,2,3,-4,-2,-4,-4,3,-4,3,2,1,1,2}"
12a_1204,"{-1,2,-1,-2,3,-2,-2,-2,3,3,-2,3,3}"
12a_1275,"{-1,2,-3,2,-3,-3,-4,3,-4,-3,2,1,1,2}"
12n_0763,"{1,-2,-3,2,-3,-2,4,-3,-1,-1,2,2,3,3,-2,4}"
12n_0859,"{1,-2,1,2,-3,4,-2,4,-3,-3,-2,4,-3,4}"
12n_0885,"{-1,2,-3,4,-1,3,-2,-3,2,4,-3,2,-3,4}"
