name,braid_notation
11a_233,"{1,1,-2,-2,3,-2,1,-2,3,-2,3}"
12a_0080,"{1,2,2,1,1,-2,-3,4,2,-3,-3,-3,4,-3}"
12a_0180,"{-1,2,-3,-1,-3,4,2,-3,4,5,-4,5,4}"
12a_0204,"{-1,2,-3,4,5,-1,-3,-4,5,-4,2,-3,2}"
12a_0240,"{-1,-1,-1,-2,-2,3,1,3,-2,3,-2,-2,-1}"
12a_0357,"{-1,2,-3,4,-5,-1,2,3,-5,3,3,4,-5}"
12a_0522,"{-1,2,2,1,1,2,-3,2,3,3,-4,3,-4,3}"
12a_0560,"{-1,2,-3,4,-5,-1,-3,4,-5,-4,3,4,2,-3,4}"
12a_0607,"{1,-2,-3,-3,-2,-2,1,-2,-2,-2,3,-2,1}"
12a_0671,"{-1,2,2,3,-1,3,2,2,2,-1,2,2,-3}"
12a_0834,"{-1,2,3,-4,3,-4,3,-4,2,-4,1,-3,1,2}"
12a_0899,"{-1,2,-1,-2,3,3,-2,-2,3,3,-2,-2,3}"
12a_0942,"{1,-2,1,2,2,2,3,4,-3,4,3,-2,-2,-3,-3,-3}"
12a_1014,"{-1,-1,-1,2,3,-1,3,2,-3,2,-1,2,2}"
12a_1245,"{1,-2,1,2,2,-3,-4,3,-4,2,-3,2,-3,-3}"
