name,braid_notation
11a_77,"{-1,-1,-1,-2,1,-2,3,-2,3,-4,3,-4}"
11a_131,"{-1,-1,2,-1,-1,-3,2,-1,2,2,-3}"
11a_218,"{-1,2,-1,-3,-2,-2,4,3,-2,3,-5,4,-5}"
11a_252,"{-1,2,-1,2,2,-1,-3,2,2,2,-3}"
11a_254,"{1,1,1,1,-2,-2,-1,-3,2,2,-3,2,-3}"
11a_298,"{1,1,1,1,2,2,-3,2,-1,2,3,3,2}"
12a_0042,"{-1,2,-1,-2,-3,-3,4,4,-3,-3,4,-2,-2,3}"
12a_0105,"{1,2,2,1,1,-2,-3,4,2,4,-3,4,4,4}"
12a_0176,"{-1,2,-3,-1,-3,2,-3,4,5,-3,-4,5,4}"
12a_0252,"{-1,2,-1,2,3,3,3,3,2,2,2,2,-3}"
12a_0365,"{-1,2,2,3,-1,3,-1,-1,-1,2,-1,2,-3}"
12a_0424,"{1,-2,1,2,-3,-3,2,2,-3,-4,3,-4,-4,-4}"
12a_0552,"{1,-2,-3,4,-5,1,2,4,-5,4,-3,2,4}"
12a_0582,"{1,-2,-3,4,4,-3,-2,3,4,-1,-1,-2,-2,-2}"
12a_0863,"{1,-2,-3,4,-3,-3,4,-3,2,-3,4,-1,-1,-2}"
12a_0877,"{-1,2,3,3,4,2,-3,1,4,1,2,4,4,4}"
12a_1015,"{1,-2,-3,1,2,2,-3,-3,-3,-3,2,-3,2}"
12a_1132,"{1,-2,1,2,-3,2,-3,-3,-3,-4,-4,-3,2,4}"
12a_1238,"{1,-2,1,-2,1,1,1,1,-2,-2,-2,1}"
12n_0714,"{-1,2,-1,2,3,2,-1,-2,-2,3,3,2,2}"
12n_0733,"{1,-2,1,2,3,-2,3,-2,3,-2,3,4,-3,4}"
12n_0775,"{1,2,3,3,-4,2,3,-1,-1,-2,3,-4,3,-2}"
12n_0864,"{1,-2,-3,-3,2,2,-3,1,2,-3,2,2,2}"
12n_0872,"{1,-2,1,2,-3,-3,4,-2,-3,-3,4,-2,-3,4}"
