Name,Sign List
12a_0010,"[-1, 1, -1, -1, 1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1]"
12a_0011,"[-1, 1, -1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, 1]"
12a_0016,"[-1, 1, 1, -1, -1, 1, 1, -1, -1, 1, -1, 1]"
12a_0023,"[-1, -1, -1, 1, 1, -1, 1, 1, -1, 1, -1, -1, 1, -1, -1, 1, 1, 1]"
12a_0029,"[-1, 1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 1, 1]"
12a_0030,"[-1, 1, -1, -1, -1, 1, 1, -1, -1, 1, 1, -1, -1, 1]"
12a_0033,"[-1, 1, -1, -1, 1, -1, 1, -1, -1, -1, -1, 1, 1, 1]"
12a_0035,"[-1, 1, 1, -1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1]"
12a_0036,"[-1, 1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1]"
12a_0048,"[-1, 1, -1, 1, -1, -1, 1, -1, -1, 1, 1, 1]"
12a_0049,"[-1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, 1, 1, 1]"
12a_0051,"[-1, -1, -1, -1, 1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 1, 1]"
12a_0057,"[-1, -1, 1, -1, -1, 1, 1, -1, 1, -1, -1, 1, 1, 1]"
12a_0060,"[-1, 1, -1, -1, 1, -1, -1, -1, 1, 1, -1, 1, 1, 1]"
12a_0062,"[-1, -1, 1, 1, -1, -1, 1, -1, 1, 1, -1, 1, 1, 1]"
12a_0066,"[-1, 1, -1, -1, -1, 1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0067,"[-1, 1, -1, -1, 1, -1, -1, -1, 1, -1, -1, 1, 1, 1]"
12a_0071,"[-1, -1, 1, -1, 1, -1, 1, 1, 1, -1, 1, 1]"
12a_0074,"[-1, 1, 1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1, 1]"
12a_0077,"[-1, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, 1]"
12a_0079,"[-1, 1, -1, 1, 1, -1, -1, -1, 1, 1, -1, 1, 1, 1]"
12a_0081,"[-1, 1, -1, 1, 1, -1, 1, -1, -1, -1, 1, 1, 1, 1, 1, 1]"
12a_0086,"[-1, 1, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, 1]"
12a_0088,"[1, 1, -1, -1, 1, 1, -1, 1, -1, -1, 1, 1, 1, 1]"
12a_0095,"[-1, 1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1]"
12a_0097,"[1, 1, 1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1]"
12a_0100,"[-1, 1, 1, 1, -1, -1, -1, 1, 1, -1, -1, -1, 1, -1, -1, 1, 1, 1]"
12a_0103,"[-1, -1, 1, 1, 1, -1, 1, -1, -1, -1, 1, 1, 1, 1, 1, 1]"
12a_0113,"[-1, 1, -1, 1, 1, -1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0114,"[-1, 1, 1, 1, 1, 1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1]"
12a_0116,"[-1, 1, -1, 1, -1, -1, -1, -1, 1, -1, -1, 1, 1, 1]"
12a_0117,"[-1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1]"
12a_0119,"[-1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1]"
12a_0121,"[-1, -1, -1, 1, -1, 1, -1, -1, 1, 1, -1, 1, 1, 1]"
12a_0122,"[-1, 1, -1, -1, -1, 1, -1, -1, 1, -1, 1, 1]"
12a_0127,"[-1, 1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 1, 1]"
12a_0130,"[-1, 1, 1, 1, -1, 1, -1, -1, 1, -1, -1, 1, 1, 1]"
12a_0136,"[-1, -1, 1, -1, -1, 1, 1, -1, -1, 1, -1, 1]"
12a_0150,"[-1, 1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, 1, 1, 1]"
12a_0151,"[-1, 1, -1, 1, 1, 1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1]"
12a_0155,"[-1, 1, 1, 1, -1, 1, -1, 1, -1, -1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0156,"[1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1]"
12a_0157,"[1, 1, -1, -1, 1, -1, 1, -1, -1, -1, 1, 1, 1, 1]"
12a_0163,"[-1, -1, 1, 1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1]"
12a_0164,"[1, 1, -1, -1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1]"
12a_0165,"[-1, -1, 1, -1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1]"
12a_0166,"[1, 1, -1, -1, -1, 1, 1, -1, 1, 1, -1, 1, 1, 1]"
12a_0167,"[-1, -1, -1, -1, -1, 1, -1, -1, -1, 1, 1, -1, 1, 1]"
12a_0168,"[-1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1, 1, 1, 1]"
12a_0172,"[-1, -1, 1, -1, -1, -1, 1, -1, -1, -1, 1, 1]"
12a_0175,"[-1, -1, 1, 1, 1, -1, -1, -1, -1, 1, -1, -1, 1, -1, 1, 1]"
12a_0177,"[-1, -1, 1, -1, -1, 1, -1, -1, -1, -1, 1, 1, -1, 1, 1, 1]"
12a_0179,"[-1, -1, 1, -1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0181,"[-1, 1, 1, -1, -1, -1, -1, 1, 1, -1, -1, 1, 1, 1]"
12a_0182,"[-1, 1, -1, -1, -1, 1, -1, -1, -1, -1, 1, 1, 1, 1]"
12a_0189,"[-1, 1, -1, -1, -1, -1, 1, -1, -1, 1, 1, -1, 1, 1]"
12a_0193,"[-1, -1, 1, 1, -1, -1, -1, -1, 1, -1, -1, 1]"
12a_0195,"[-1, 1, 1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, 1]"
12a_0197,"[-1, -1, -1, 1, 1, 1, -1, -1, -1, -1, 1, -1, 1, 1]"
12a_0203,"[-1, -1, 1, 1, -1, -1, -1, -1, 1, -1, 1, 1]"
12a_0206,"[-1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1]"
12a_0207,"[-1, -1, -1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 1, 1]"
12a_0208,"[-1, -1, -1, 1, 1, -1, -1, 1, -1, -1, 1, 1, -1, 1, 1, 1]"
12a_0209,"[-1, -1, -1, 1, -1, -1, 1, 1, -1, 1, 1, 1]"
12a_0210,"[-1, 1, 1, -1, 1, 1, 1, -1, -1, 1, 1, 1, -1, 1, 1, 1]"
12a_0212,"[-1, -1, -1, -1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 1]"
12a_0215,"[-1, 1, -1, -1, -1, -1, 1, -1, -1, -1, 1, -1, 1, 1]"
12a_0223,"[-1, -1, -1, -1, 1, 1, -1, -1, -1, -1, 1, -1, 1, -1, 1, 1, 1, 1]"
12a_0224,"[-1, -1, 1, 1, -1, 1, -1, 1, -1, 1, 1, 1]"
12a_0229,"[-1, -1, -1, 1, -1, -1, 1, -1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0231,"[-1, 1, 1, 1, -1, 1, 1, 1, 1, -1, 1, -1, -1, 1, 1, 1]"
12a_0233,"[-1, -1, 1, 1, -1, -1, 1, -1, -1, 1, 1, 1]"
12a_0234,"[-1, -1, 1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1]"
12a_0236,"[-1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1]"
12a_0239,"[-1, -1, 1, 1, 1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1, 1]"
12a_0244,"[-1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, 1, 1, 1]"
12a_0245,"[-1, -1, -1, 1, 1, -1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0246,"[-1, -1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1]"
12a_0251,"[-1, -1, 1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1]"
12a_0256,"[-1, 1, 1, 1, -1, -1, -1, 1, 1, -1, 1, -1, 1, 1, 1, 1]"
12a_0260,"[-1, -1, 1, 1, 1, 1, -1, -1, -1, 1, -1, -1, 1, 1]"
12a_0265,"[-1, -1, 1, 1, -1, -1, 1, -1, -1, 1, 1, 1]"
12a_0269,"[-1, 1, 1, 1, -1, -1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1]"
12a_0270,"[-1, 1, 1, 1, -1, 1, 1, 1, -1, 1, -1, 1, -1, -1, 1, 1, 1, 1]"
12a_0280,"[-1, 1, 1, -1, 1, -1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0281,"[-1, 1, 1, -1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1]"
12a_0287,"[-1, 1, -1, -1, 1, -1, -1, -1, -1, 1, -1, -1, 1, 1]"
12a_0288,"[-1, -1, -1, 1, -1, -1, -1, 1, 1, -1, -1, 1, -1, 1]"
12a_0290,"[-1, 1, -1, 1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1]"
12a_0291,"[-1, 1, 1, -1, 1, 1, 1, -1, -1, -1, 1, -1, 1, -1, 1, 1]"
12a_0292,"[-1, -1, -1, -1, -1, 1, -1, 1, -1, 1, 1, 1, 1, -1]"
12a_0295,"[-1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_0296,"[-1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 1, 1, -1, 1, 1, 1]"
12a_0297,"[-1, -1, -1, -1, -1, 1, 1, -1, -1, 1, -1, -1, 1, 1]"
12a_0298,"[-1, -1, 1, 1, -1, -1, -1, -1, 1, -1, 1, 1]"
12a_0302,"[-1, -1, -1, -1, 1, -1, -1, -1, 1, 1, -1, 1, 1, -1]"
12a_0303,"[-1, -1, -1, 1, 1, -1, -1, -1, 1, 1, -1, 1, 1, 1]"
12a_0306,"[-1, -1, 1, 1, -1, -1, -1, -1, 1, -1, 1, -1, 1, 1]"
12a_0308,"[-1, -1, -1, 1, -1, -1, 1, -1, -1, 1, 1, 1, -1, 1, 1, 1]"
12a_0311,"[-1, 1, 1, 1, -1, 1, 1, 1, 1, -1, 1, -1, -1, 1, 1, 1]"
12a_0312,"[1, -1, 1, 1, -1, -1, 1, 1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1]"
12a_0313,"[-1, 1, 1, 1, 1, -1, 1, 1, -1, 1, -1, -1, -1, 1, 1, 1]"
12a_0319,"[-1, 1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1]"
12a_0321,"[-1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_0325,"[-1, -1, 1, -1, -1, -1, -1, 1, -1, -1, 1, 1, 1, 1]"
12a_0329,"[-1, 1, 1, 1, -1, -1, 1, 1, 1, -1, 1, 1, 1, 1]"
12a_0331,"[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1]"
12a_0332,"[-1, -1, -1, -1, -1, -1, 1, -1, 1, -1, 1, -1, -1, 1, 1, 1]"
12a_0334,"[-1, -1, -1, 1, -1, -1, 1, -1, 1, -1, 1, -1, 1, 1]"
12a_0336,"[-1, 1, 1, 1, 1, -1, -1, 1, 1, 1, -1, 1, 1, -1, 1, 1]"
12a_0342,"[-1, -1, 1, 1, 1, -1, -1, -1, 1, 1, -1, 1]"
12a_0345,"[-1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1]"
12a_0346,"[-1, -1, 1, 1, -1, -1, 1, 1, -1, -1, 1, 1, 1, 1]"
12a_0347,"[-1, 1, 1, -1, -1, -1, 1, 1, 1, -1, 1, 1, -1, 1]"
12a_0348,"[-1, -1, 1, 1, -1, -1, -1, -1, 1, -1, 1, -1, 1, 1, 1, 1]"
12a_0358,"[-1, -1, 1, 1, -1, -1, 1, 1, -1, 1, 1, 1]"
12a_0360,"[-1, 1, -1, 1, 1, 1, -1, -1, -1, 1, 1, -1, -1, 1, 1, 1]"
12a_0362,"[-1, -1, -1, 1, -1, -1, -1, -1, 1, -1, -1, -1, 1, 1]"
12a_0373,"[1, 1, 1, -1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1]"
12a_0374,"[-1, -1, 1, 1, -1, -1, -1, 1, 1, -1, 1, 1]"
12a_0375,"[-1, -1, -1, -1, -1, 1, -1, -1, 1, 1, -1, -1, 1, 1]"
12a_0376,"[-1, -1, -1, 1, 1, -1, -1, -1, -1, 1, -1, -1, 1, 1]"
12a_0377,"[-1, -1, 1, 1, -1, -1, -1, 1, -1, 1, 1, 1]"
12a_0386,"[-1, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, 1]"
12a_0389,"[-1, -1, -1, 1, -1, -1, -1, -1, 1, 1, -1, -1, 1, 1]"
12a_0390,"[-1, -1, 1, 1, -1, -1, 1, 1, -1, 1, 1, 1, 1, 1]"
12a_0392,"[1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1]"
12a_0393,"[-1, -1, 1, 1, 1, 1, -1, -1, 1, 1, 1, -1, 1, 1, 1, 1]"
12a_0395,"[-1, -1, 1, -1, -1, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1, 1]"
12a_0396,"[-1, 1, 1, 1, -1, -1, -1, 1, -1, 1, -1, 1, 1, 1]"
12a_0401,"[-1, 1, 1, -1, -1, -1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1]"
12a_0404,"[-1, 1, -1, -1, 1, 1, -1, -1, -1, 1, 1, -1, -1, 1, 1, 1]"
12a_0408,"[-1, -1, -1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_0409,"[-1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_0411,"[-1, -1, 1, -1, -1, -1, -1, -1, 1, -1, -1, 1, 1, 1]"
12a_0413,"[-1, 1, 1, 1, -1, -1, 1, -1, -1, 1, 1, 1]"
12a_0414,"[1, -1, -1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, -1, -1, 1, 1, 1]"
12a_0415,"[-1, -1, 1, 1, -1, -1, 1, -1, -1, 1, 1, 1]"
12a_0416,"[-1, -1, 1, 1, -1, -1, 1, -1, 1, 1, 1, 1]"
12a_0419,"[-1, -1, 1, 1, -1, -1, 1, 1, -1, 1, 1, 1]"
12a_0420,"[-1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1]"
12a_0422,"[-1, 1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1, 1, 1]"
12a_0425,"[-1, 1, 1, 1, -1, 1, -1, -1, -1, -1, -1, 1, -1, 1, 1, 1]"
12a_0426,"[-1, -1, 1, -1, 1, -1, -1, -1, 1, 1, -1, 1, 1, 1]"
12a_0427,"[-1, -1, 1, 1, -1, -1, 1, 1, -1, -1, 1, 1]"
12a_0428,"[-1, 1, -1, -1, 1, -1, -1, 1, -1, 1, 1, 1, 1, 1]"
12a_0429,"[-1, 1, 1, -1, 1, -1, -1, 1, -1, -1, 1, 1, 1, 1]"
12a_0433,"[-1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]"
12a_0434,"[-1, -1, 1, 1, 1, -1, -1, -1, -1, -1, -1, 1, 1, 1]"
12a_0435,"[-1, -1, 1, 1, 1, 1, -1, -1, -1, 1, 1, 1, -1, -1]"
12a_0439,"[-1, -1, 1, 1, -1, -1, 1, 1, -1, -1, 1, 1]"
12a_0444,"[-1, -1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1]"
12a_0445,"[-1, -1, 1, 1, -1, -1, -1, -1, 1, -1, 1, 1]"
12a_0446,"[-1, -1, 1, 1, -1, -1, 1, -1, 1, 1, 1, 1]"
12a_0448,"[-1, 1, 1, 1, -1, -1, -1, -1, 1, 1, -1, 1, -1, 1, 1, 1]"
12a_0450,"[-1, -1, -1, -1, 1, 1, -1, -1, 1, -1, -1, -1, 1, -1, 1, 1]"
12a_0451,"[-1, -1, 1, 1, -1, 1, -1, 1, 1, 1, -1, 1]"
12a_0456,"[-1, -1, 1, 1, 1, -1, -1, 1, -1, 1, -1, 1]"
12a_0459,"[-1, -1, -1, 1, -1, -1, -1, 1, -1, -1, 1, -1, 1, -1, 1, 1]"
12a_0463,"[-1, -1, -1, 1, 1, -1, 1, -1, 1, 1, 1, -1, 1, 1]"
12a_0464,"[-1, -1, -1, 1, -1, -1, 1, -1, -1, -1, 1, 1, 1, 1]"
12a_0472,"[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 1, 1, 1]"
12a_0475,"[-1, 1, 1, -1, -1, 1, 1, 1, -1, -1, 1, -1, 1, 1]"
12a_0482,"[-1, -1, 1, 1, 1, -1, -1, -1, 1, -1, 1, -1, 1, 1]"
12a_0485,"[-1, -1, 1, 1, -1, -1, 1, -1, -1, -1, 1, 1]"
12a_0486,"[-1, -1, 1, 1, -1, -1, 1, -1, 1, -1, 1, 1]"
12a_0490,"[-1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_0491,"[-1, -1, 1, 1, 1, 1, -1, -1, -1, -1, 1, -1, -1, 1, 1, 1]"
12a_0493,"[-1, 1, 1, 1, -1, -1, -1, 1, 1, -1, -1, 1, -1, 1]"
12a_0494,"[-1, -1, -1, 1, 1, 1, -1, -1, -1, 1, 1, 1, -1, -1, 1, -1, 1, 1]"
12a_0496,"[-1, 1, 1, -1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1]"
12a_0498,"[-1, 1, -1, 1, 1, -1, -1, -1, 1, 1, 1, 1]"
12a_0503,"[-1, 1, -1, -1, 1, -1, 1, -1, -1, 1, 1, -1, 1, 1]"
12a_0504,"[-1, 1, 1, -1, 1, 1, 1, 1, -1, 1, -1, 1, 1, -1, 1, 1]"
12a_0505,"[-1, -1, -1, -1, 1, -1, -1, -1, 1, -1, 1, -1, 1, 1]"
12a_0508,"[-1, 1, 1, 1, -1, -1, 1, 1, 1, 1, -1, 1, 1, 1]"
12a_0509,"[-1, -1, 1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1]"
12a_0515,"[-1, 1, 1, 1, -1, -1, 1, -1, -1, 1, 1, -1, 1, 1]"
12a_0519,"[-1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1]"
12a_0523,"[-1, 1, 1, -1, -1, -1, 1, -1, -1, 1, 1, 1, 1, 1]"
12a_0524,"[-1, -1, 1, 1, 1, -1, 1, -1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0525,"[-1, -1, -1, 1, -1, -1, 1, -1, -1, 1, 1, -1, 1, -1, 1, 1]"
12a_0528,"[-1, -1, 1, 1, -1, -1, -1, -1, 1, -1, 1, 1]"
12a_0529,"[-1, -1, 1, -1, 1, -1, -1, -1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0540,"[-1, -1, 1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1]"
12a_0541,"[-1, -1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 1]"
12a_0542,"[-1, 1, -1, 1, 1, 1, 1, -1, 1, -1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0546,"[-1, -1, 1, 1, 1, -1, 1, -1, 1, 1, -1, 1, -1, 1, 1, 1]"
12a_0549,"[-1, -1, 1, 1, 1, -1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1]"
12a_0554,"[1, -1, -1, 1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 1, -1, 1, 1, 1]"
12a_0561,"[-1, 1, -1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1]"
12a_0562,"[-1, -1, -1, 1, 1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 1]"
12a_0563,"[-1, 1, 1, 1, -1, 1, 1, 1, 1, -1, 1, -1, -1, 1, 1, 1]"
12a_0564,"[-1, 1, -1, 1, 1, 1, 1, -1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1]"
12a_0567,"[-1, 1, -1, 1, -1, 1, 1, -1, -1, -1, 1, 1, 1, 1]"
12a_0569,"[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 1, -1, 1, 1]"
12a_0570,"[-1, -1, -1, -1, 1, -1, -1, -1, 1, 1, -1, -1, 1, -1, 1, 1]"
12a_0571,"[1, -1, 1, 1, 1, 1, -1, -1, 1, -1, 1, -1, 1, 1]"
12a_0574,"[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_0575,"[-1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]"
12a_0576,"[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, 1]"
12a_0577,"[-1, -1, 1, -1, -1, -1, 1, -1, -1, -1, 1, 1, -1, 1]"
12a_0578,"[-1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, 1, 1, 1]"
12a_0579,"[-1, -1, -1, 1, 1, -1, -1, -1, 1, 1, 1, 1]"
12a_0580,"[-1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, 1, 1, 1]"
12a_0588,"[-1, 1, 1, -1, -1, -1, 1, 1, 1, 1, 1, -1, 1, 1]"
12a_0594,"[-1, -1, -1, 1, -1, -1, -1, 1, -1, 1, -1, -1, 1, 1]"
12a_0596,"[-1, -1, -1, 1, -1, 1, -1, 1, -1, 1, -1, -1, -1, 1, 1, 1]"
12a_0597,"[-1, -1, 1, 1, 1, -1, -1, -1, -1, 1, 1, -1, 1, 1]"
12a_0611,"[-1, -1, 1, 1, 1, 1, -1, -1, 1, 1, 1, -1, 1, 1, 1, 1]"
12a_0615,"[-1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0617,"[-1, 1, -1, 1, -1, -1, -1, -1, 1, 1, 1, 1, 1, 1]"
12a_0623,"[-1, 1, 1, -1, 1, 1, 1, -1, 1, 1, -1, -1, 1, 1, 1, 1]"
12a_0626,"[1, -1, -1, 1, 1, 1, -1, -1, 1, 1, 1, -1, 1, 1]"
12a_0628,"[-1, 1, 1, -1, 1, 1, 1, -1, -1, 1, 1, -1, 1, 1]"
12a_0629,"[-1, 1, 1, -1, 1, -1, -1, 1, -1, -1, 1, -1, 1, 1]"
12a_0631,"[-1, 1, 1, -1, -1, 1, -1, -1, 1, 1, -1, -1, 1, 1]"
12a_0633,"[-1, 1, 1, -1, 1, 1, 1, -1, 1, -1, 1, 1, -1, 1, -1, 1]"
12a_0634,"[-1, -1, -1, 1, -1, -1, -1, -1, 1, 1, -1, -1, 1, -1, 1, 1]"
12a_0635,"[-1, -1, -1, 1, 1, 1, -1, -1, -1, 1, 1, 1, -1, -1, 1, 1]"
12a_0636,"[-1, -1, 1, -1, -1, 1, -1, 1, 1, -1, -1, -1, -1, -1, 1, 1, 1, 1]"
12a_0637,"[-1, -1, 1, 1, -1, 1, -1, 1, 1, -1, -1, -1, -1, 1]"
12a_0643,"[-1, 1, 1, 1, -1, -1, 1, -1, -1, -1, -1, -1, 1, 1]"
12a_0647,"[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_0648,"[-1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1]"
12a_0650,"[-1, -1, -1, 1, 1, -1, 1, -1, -1, -1, 1, 1, 1, 1]"
12a_0654,"[-1, 1, 1, -1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1]"
12a_0655,"[-1, 1, 1, 1, -1, -1, 1, -1, -1, -1, -1, -1, 1, 1]"
12a_0665,"[1, -1, -1, 1, 1, 1, -1, -1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1]"
12a_0666,"[-1, 1, 1, -1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 1]"
12a_0668,"[-1, 1, -1, -1, -1, 1, -1, -1, 1, 1, 1, 1, 1, 1]"
12a_0670,"[-1, -1, 1, -1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1]"
12a_0672,"[-1, 1, -1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1, 1]"
12a_0679,"[-1, 1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1]"
12a_0683,"[-1, -1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 1]"
12a_0684,"[-1, -1, -1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1]"
12a_0685,"[-1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, -1, 1, 1, 1, 1]"
12a_0689,"[-1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1]"
12a_0692,"[-1, -1, -1, 1, 1, -1, -1, -1, -1, -1, 1, 1, -1, 1]"
12a_0693,"[-1, -1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1]"
12a_0694,"[1, 1, -1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1]"
12a_0699,"[-1, 1, -1, -1, 1, 1, -1, -1, -1, 1, 1, -1, -1, 1]"
12a_0701,"[-1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 1, 1, 1, 1]"
12a_0702,"[-1, -1, 1, -1, -1, 1, -1, -1, 1, -1, -1, 1]"
12a_0703,"[-1, -1, -1, 1, -1, 1, -1, -1, -1, 1, -1, -1, 1, 1]"
12a_0705,"[-1, -1, 1, -1, 1, 1, -1, -1, 1, 1, -1, 1]"
12a_0706,"[-1, 1, -1, 1, 1, -1, -1, -1, 1, -1, 1, 1, 1, 1]"
12a_0708,"[-1, 1, -1, 1, -1, 1, -1, -1, -1, 1, -1, 1, 1, 1]"
12a_0711,"[-1, -1, 1, -1, -1, 1, -1, -1, 1, -1, 1, 1]"
12a_0712,"[-1, -1, 1, -1, -1, 1, -1, -1, -1, 1, -1, -1, 1, 1]"
12a_0718,"[-1, -1, -1, -1, -1, 1, 1, -1, -1, -1, 1, -1, 1, 1]"
12a_0719,"[-1, -1, -1, -1, 1, -1, -1, -1, -1, 1, 1, -1, -1, 1, 1, 1]"
12a_0721,"[-1, -1, -1, 1, 1, -1, -1, -1, -1, 1, 1, -1, 1, -1]"
12a_0723,"[-1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1]"
12a_0725,"[-1, 1, -1, 1, 1, 1, 1, 1, -1, -1, 1, 1, -1, 1, 1, 1]"
12a_0730,"[-1, -1, 1, 1, 1, 1, 1, -1, -1, 1, 1, -1, 1, 1, 1, 1]"
12a_0731,"[-1, 1, 1, 1, -1, -1, 1, 1, 1, -1, 1, -1, 1, 1]"
12a_0735,"[-1, 1, -1, -1, 1, 1, 1, 1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 1]"
12a_0736,"[-1, 1, 1, -1, -1, -1, 1, 1, -1, -1, 1, -1, 1, 1]"
12a_0737,"[-1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, 1, 1, 1]"
12a_0739,"[-1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1]"
12a_0741,"[-1, -1, 1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1, -1, 1, 1]"
