name,gauss_notation
8_14,"{-1, 2, -3, 4, -5, 6, -4, 7, -8, 1, -2, 8, -7, 3, -6, 5}"
9_8,"{1, -2, 3, -4, 5, -6, 7, -8, 9, -5, 6, -9, 4, -3, 2, -1, 8, -7}"
9_9,"{1, -2, 3, -4, 5, -6, 7, -3, 2, -8, 9, -1, 4, -5, 6, -7, 8, -9}"
10_46,"{1, -2, 3, -4, 5, -6, 7, -3, 4, -5, 8, -9, 10, -1, 2, -7, 6, -8, 9, -10}"
10_96,"{1, -2, 3, -4, 5, -6, 7, -8, 4, -3, 9, -7, 6, -10, 2, -1, 10, -9, 8, -5}"
10_107,"{1, -2, 3, -4, 5, -6, 7, -8, 9, -1, 2, -9, 10, -7, 4, -3, 8, -10, 6, -5}"
10_114,"{1, -2, 3, -4, 5, -6, 7, -1, 8, -3, 9, -7, 6, -5, 10, -8, 2, -9, 4, -10}"
10_131,"{1, -2, -3, 4, 5, -1, 2, -5, 6, -7, 8, -9, 10, -6, -4, 3, 9, -8, 7, -10}"
10_148,"{-1, 2, -3, 4, -5, 6, 7, -8, -4, 3, 9, -7, 8, -9, -10, 1, -2, 5, -6, 10}"
11a_19,"{-1, 2, -3, 1, -4, 5, -2, 3, -6, 7, -8, 4, -5, 9, -10, 6, -11, 8, -9, 10, -7, 11}"
11a_25,"{-1, 2, -3, 1, -4, 5, -2, 3, -6, 7, -8, 4, -5, 9, -7, 10, -11, 6, -9, 8, -10, 11}"
11a_37,"{-1, 2, -3, 1, -4, 5, -2, 3, -6, 7, -8, 9, -10, 4, -5, 6, -11, 10, -9, 8, -7, 11}"
11a_63,"{-1, 2, -3, 1, -4, 5, -6, 3, -2, 6, -7, 8, -9, 10, -11, 4, -5, 7, -10, 9, -8, 11}"
11a_93,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 4, -9, 10, -11, 6, -7, 11, -10, 9, -5, 8}"
11a_106,"{-1, 2, -3, 1, -4, 5, -6, 7, -2, 3, -8, 9, -10, 4, -5, 6, -7, 10, -11, 8, -9, 11}"
11a_124,"{-1, 2, -3, 1, -4, 5, -6, 7, -2, 3, -8, 9, -7, 4, -10, 8, -9, 11, -5, 6, -11, 10}"
11a_194,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 9, -10, 3, -2, 4, -11, 8, -9, 10, -5, 6, -7, 11}"
11a_237,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 9, -10, 11, -2, 3, -11, 4, -7, 6, -5, 10, -9, 8}"
11a_281,"{-1, 2, -3, 4, -5, 1, -6, 7, -8, 3, -2, 6, -9, 10, -4, 5, -11, 9, -7, 8, -10, 11}"
11a_309,"{-1, 2, -3, 4, -5, 1, -6, 7, -8, 9, -4, 3, -2, 5, -10, 11, -9, 6, -7, 8, -11, 10}"
11a_343,"{-1, 2, -3, 4, -5, 1, -6, 7, -8, 9, -10, 11, -4, 3, -2, 5, -11, 10, -9, 8, -7, 6}"
11a_346,"{-1, 2, -3, 4, -5, 1, -6, 7, -8, 9, -4, 5, -10, 11, -9, 3, -2, 6, -7, 8, -11, 10}"
11a_349,"{-1, 2, -3, 4, -5, 1, -6, 7, -4, 8, -2, 6, -9, 10, -11, 5, -8, 3, -7, 11, -10, 9}"
11a_358,"{-1, 2, -3, 4, -5, 6, -7, 1, -8, 9, -10, 11, -2, 3, -4, 5, -6, 7, -11, 10, -9, 8}"
11n_60,"{-1, 2, -3, 1, 4, -5, -2, 3, 6, -7, 8, -9, 10, -4, 5, -6, 11, -8, 9, -10, 7, -11}"
