Name,Color List
4_1,"[[3, 2, 5, 1], [1, 4, 5, 2]]"
5_1,"[[2, 3, 4, 5, 1, 2], [4, 1, 3, 5, 2, 4]]"
7_4,"[[4, 1, 3, 5, 2, 5, 1, 4], [3, 2, 1, 5, 4, 5, 2, 3]]"
8_8,"[[2, 4, 1, 3, 4, 3, 5, 1], [4, 3, 2, 1, 3, 1, 5, 2]]"
8_9,"[[5, 3, 1, 4, 3, 2, 5, 1], [5, 1, 2, 3, 1, 4, 5, 2]]"
8_16,"[[2, 1, 1, 4, 3, 4, 5, 1], [4, 2, 2, 3, 1, 3, 5, 2]]"
8_18,"[[4, 3, 5, 1, 4, 3, 5, 1], [3, 1, 5, 2, 3, 1, 5, 2]]"
8_21,"[[5, 4, 3, 2, 4, 3, 5, 1], [5, 3, 1, 4, 3, 1, 5, 2]]"
9_2,"[[2, 3, 4, 1, 5, 4, 3, 5, 1, 2], [4, 1, 3, 2, 5, 3, 1, 5, 2, 4]]"
9_12,"[[3, 4, 3, 2, 1, 2, 4, 5, 1, 3], [1, 3, 1, 4, 2, 4, 3, 5, 2, 1]]"
9_23,"[[4, 3, 2, 5, 5, 3, 1, 5, 1, 4], [3, 1, 4, 5, 5, 1, 2, 5, 2, 3]]"
9_24,"[[2, 3, 4, 2, 3, 5, 4, 5, 1, 2], [4, 1, 3, 4, 1, 5, 3, 5, 2, 4]]"
9_31,"[[4, 3, 2, 5, 3, 3, 1, 5, 1, 4], [3, 1, 4, 5, 1, 1, 2, 5, 2, 3]]"
9_37,"[[2, 3, 4, 3, 5, 4, 1, 5, 1, 2], [4, 1, 3, 1, 5, 3, 2, 5, 2, 4]]"
9_39,"[[2, 1, 1, 4, 3, 4, 5, 1, 1, 2], [4, 2, 2, 3, 1, 3, 5, 2, 2, 4]]"
9_40,"[[5, 4, 3, 2, 3, 3, 5, 5, 1, 5], [5, 3, 1, 4, 1, 1, 5, 5, 2, 5], [3, 4, 1, 1, 4, 3, 5, 1, 5, 3], [3, 3, 4, 3, 2, 1, 5, 1, 1, 3], [3, 2, 2, 5, 5, 4, 5, 1, 2, 3], [3, 1, 5, 2, 3, 2, 5, 1, 3, 3], [3, 5, 3, 4, 1, 5, 5, 1, 4, 3], [1, 3, 2, 2, 3, 1, 5, 2, 5, 1], [1, 2, 5, 4, 1, 4, 5, 2, 1, 1], [1, 1, 3, 1, 4, 2, 5, 2, 2, 1], [1, 5, 1, 3, 2, 5, 5, 2, 3, 1], [1, 4, 4, 5, 5, 3, 5, 2, 4, 1]]"
9_49,"[[5, 1, 4, 3, 2, 3, 5, 5, 1, 5], [5, 2, 3, 1, 4, 1, 5, 5, 2, 5], [3, 3, 2, 3, 2, 4, 5, 1, 5, 3], [3, 4, 1, 1, 4, 2, 5, 1, 1, 3], [3, 5, 5, 4, 1, 5, 5, 1, 2, 3], [3, 1, 4, 2, 3, 3, 5, 1, 3, 3], [3, 2, 3, 5, 5, 1, 5, 1, 4, 3], [1, 1, 4, 1, 4, 3, 5, 2, 5, 1], [1, 2, 3, 4, 1, 1, 5, 2, 1, 1], [1, 3, 2, 2, 3, 4, 5, 2, 2, 1], [1, 4, 1, 5, 5, 2, 5, 2, 3, 1], [1, 5, 5, 3, 2, 5, 5, 2, 4, 1]]"
10_3,"[[5, 4, 3, 2, 1, 2, 3, 4, 5, 1], [5, 3, 1, 4, 2, 4, 1, 3, 5, 2]]"
10_10,"[[5, 3, 2, 1, 1, 4, 3, 4, 5, 1], [5, 1, 4, 2, 2, 3, 1, 3, 5, 2]]"
10_18,"[[1, 3, 4, 3, 2, 1, 2, 4, 5, 1], [2, 1, 3, 1, 4, 2, 4, 3, 5, 2]]"
10_20,"[[2, 5, 3, 4, 1, 3, 4, 1, 5, 1], [4, 5, 1, 3, 2, 1, 3, 2, 5, 2]]"
10_21,"[[4, 3, 1, 4, 3, 5, 1, 2, 5, 1], [3, 1, 2, 3, 1, 5, 2, 4, 5, 2]]"
10_24,"[[3, 4, 1, 3, 2, 5, 2, 1, 5, 1], [1, 3, 2, 1, 4, 5, 4, 2, 5, 2]]"
10_25,"[[3, 1, 2, 3, 2, 4, 5, 2, 5, 1], [1, 2, 4, 1, 4, 3, 5, 4, 5, 2]]"
10_33,"[[2, 5, 2, 1, 4, 3, 1, 4, 5, 1], [4, 5, 4, 2, 3, 1, 2, 3, 5, 2]]"
10_40,"[[1, 2, 3, 1, 1, 4, 5, 2, 5, 1], [2, 4, 1, 2, 2, 3, 5, 4, 5, 2]]"
10_56,"[[1, 2, 5, 4, 3, 2, 1, 4, 5, 1], [2, 4, 5, 3, 1, 4, 2, 3, 5, 2]]"
10_58,"[[1, 4, 3, 2, 5, 1, 1, 3, 5, 1], [2, 3, 1, 4, 5, 2, 2, 1, 5, 2]]"
10_59,"[[4, 3, 5, 3, 4, 1, 1, 5, 1, 1], [3, 1, 5, 1, 3, 2, 2, 5, 2, 2]]"
10_60,"[[4, 3, 5, 4, 1, 1, 2, 5, 1, 1], [3, 1, 5, 3, 2, 2, 4, 5, 2, 2]]"
10_62,"[[4, 2, 3, 4, 5, 3, 1, 2, 5, 1], [3, 4, 1, 3, 5, 1, 2, 4, 5, 2]]"
10_66,"[[4, 2, 3, 4, 5, 3, 1, 2, 5, 1], [3, 4, 1, 3, 5, 1, 2, 4, 5, 2]]"
10_81,"[[3, 1, 2, 3, 4, 1, 5, 2, 5, 1], [1, 2, 4, 1, 3, 2, 5, 4, 5, 2]]"
10_86,"[[4, 2, 2, 3, 1, 3, 5, 2, 5, 1], [3, 4, 4, 1, 2, 1, 5, 4, 5, 2]]"
10_100,"[[2, 1, 1, 1, 4, 3, 4, 5, 1, 1], [4, 2, 2, 2, 3, 1, 3, 5, 2, 2]]"
10_101,"[[4, 1, 1, 3, 5, 2, 5, 1, 1, 1], [3, 2, 2, 1, 5, 4, 5, 2, 2, 2]]"
