name,braid_notation
10_88,"{1,-2,1,3,-2,3,-2,-4,3,-4}"
10_119,"{1,1,-2,1,3,-2,1,-2,-3,-3,-2}"
11a_22,"{1,1,1,-2,1,1,3,-2,-2,3,3}"
11a_39,"{-1,-1,-1,2,-1,-3,2,4,3,3,3,4}"
11a_84,"{1,1,-2,1,-2,-2,-2,-3,2,4,-3,4}"
11a_88,"{-1,-1,-1,2,2,2,-1,2,-3,2,-3}"
11a_204,"{1,1,2,-1,2,2,-3,2,4,-3,4,4}"
11a_222,"{-1,-1,-2,1,-2,3,-2,-4,3,3,3,-4}"
12a_0128,"{-1,2,3,-1,3,4,5,-6,2,-3,-4,5,4,-6}"
12a_0160,"{-1,-1,-1,-1,-1,-2,-2,3,3,-2,-1,2,3}"
12a_0356,"{1,-2,1,2,-3,4,5,2,2,3,3,3,-4,5,4}"
12a_0888,"{-1,2,3,-1,-2,3,-4,3,-4,3,2,2,3,-4}"
12a_1125,"{-1,2,2,2,2,1,1,2,-3,-4,2,3,-4,-3}"
12a_1139,"{-1,-2,-3,4,5,-3,5,4,-5,4,-3,-2,-1,2,3}"
12a_1187,"{1,-2,-3,1,-3,-2,-2,1,-2,3,-2,1,-2}"
12n_0081,"{-1,2,2,1,1,1,2,-3,2,2,-1,3,3}"
12n_0178,"{1,-2,-2,-1,-1,-2,3,-4,3,2,3,2,-4,3}"
12n_0408,"{-1,2,-1,-2,-3,2,-3,-2,3,4,-2,-3,4,4}"
12n_0431,"{-1,2,-3,-3,2,1,1,-2,3,-4,-2,3,-4,3}"
12n_0517,"{1,-2,3,1,-2,-2,3,3,-2,-2,-2,3,2}"
12n_0586,"{-1,2,-3,-1,-3,4,2,-3,4,-3,2,2,3,-4}"
12n_0720,"{-1,2,-3,4,2,3,1,3,1,-2,3,-2,3,4}"
12n_0747,"{1,-2,-2,-1,-1,2,2,-1,-1,-2,-2,-2}"
12n_0794,"{-1,2,3,4,-1,-2,-2,3,3,4,-2,3,-2,-4}"
