name,braid_notation
5_2,"{1,1,1,2,-1,2}"
xq,"{1,1,1,1,1,1,1}"
7_7,"{-1,2,-1,2,-3,2,-3}"
8_5,"{1,1,1,-2,1,1,1,-2}"
8_16,"{-1,-1,2,-1,-1,2,-1,2}"
9_4,"{1,1,1,1,1,2,-1,2,3,-2,3}"
9_12,"{1,1,-2,1,3,-2,3,4,-3,4}"
9_27,"{1,1,-2,1,-2,-2,3,-2,3}"
9_41,"{-1,-1,-2,1,3,2,2,-4,-3,2,-3,-4}"
9_42,"{-1,-1,-1,2,1,1,-3,2,-3}"
10_20,"{1,1,1,1,2,-1,2,3,-2,-4,3,-4}"
10_22,"{1,1,1,1,2,-1,-3,2,-3,-3,-3}"
10_29,"{1,1,1,-2,1,3,-2,-4,3,-4}"
10_35,"{1,-2,1,-2,-3,2,4,-3,-5,4,-5}"
10_48,"{-1,-1,-1,-1,2,2,-1,2,2,2}"
10_65,"{-1,-1,-2,1,-2,3,-2,-2,-2,3,3}"
10_67,"{1,1,1,2,-1,2,3,-2,-2,-4,3,2,-4,3}"
10_71,"{-1,-1,2,-1,-3,2,2,4,-3,4}"
10_74,"{1,1,2,-1,2,2,3,-2,-2,-4,3,2,-4,3}"
10_77,"{-1,-1,-1,-1,-2,1,3,-2,-2,3,3}"
10_82,"{1,1,1,1,-2,1,-2,1,-2,-2}"
10_90,"{-1,-1,2,-1,2,3,-2,-1,3,2,2}"
10_95,"{1,1,-2,-2,3,-2,1,-2,-3,-3,-2}"
10_104,"{-1,-1,-1,2,2,-1,2,-1,2,2}"
10_105,"{1,1,-2,1,3,2,2,-4,-3,2,-3,-4}"
10_108,"{1,1,-2,1,1,3,-2,1,-2,-3,-3}"
10_111,"{1,1,2,2,-3,2,2,-1,2,-3,2}"
10_120,"{1,1,2,-1,-3,-2,1,4,3,2,2,3,3,4}"
10_122,"{-1,-1,-2,3,-2,1,3,-2,3,-2,3}"
10_138,"{-1,2,-1,2,3,2,2,-4,3,-4}"
10_141,"{-1,-1,-1,-1,2,1,1,1,2,2}"
10_156,"{-1,-1,-1,2,1,1,-3,-2,1,-2,-3}"
10_157,"{-1,-1,-1,-2,-2,1,-2,1,-2,-2}"
10_160,"{1,1,1,2,1,1,-3,2,-1,2,-3}"
10_162,"{-1,-1,-2,1,1,-2,-2,-1,3,-2,3}"
11a_14,"{1,1,-2,-2,1,-2,3,-2,-2,3,3}"
11a_16,"{1,1,-2,-2,1,-2,-2,-3,2,4,-3,4}"
11a_34,"{1,1,1,-2,1,-2,3,-2,-2,3,3}"
11a_49,"{1,1,1,-2,1,1,3,2,2,-4,3,-4}"
11a_66,"{-1,-1,-1,2,-1,2,2,-1,-3,2,-3}"
11a_86,"{-1,-1,2,2,2,2,-1,2,-3,2,-3}"
11a_89,"{-1,2,-1,2,2,2,3,-2,3,-4,3,-4}"
11a_98,"{-1,-1,-2,1,3,-2,3,4,-3,4,-5,4,-5}"
11a_119,"{-1,2,-1,2,3,-2,3,3,4,-3,-5,4,-5}"
11a_121,"{-1,2,-1,-3,2,-3,4,-3,-5,4,-5}"
11a_125,"{1,1,-2,1,3,-2,1,-2,3,3,-2}"
11a_138,"{1,1,-2,1,-2,1,3,-2,-1,3,-2,-4,3,-4}"
11a_156,"{-1,-1,-1,2,-1,-1,-3,2,2,2,-3}"
11a_158,"{1,1,-2,-2,3,-2,-2,1,-2,3,-2}"
11a_163,"{-1,2,-1,-3,2,2,-1,2,2,2,-3}"
11a_175,"{1,1,-2,1,-2,-2,-2,3,-2,3,3}"
11a_196,"{-1,-1,2,-1,2,-1,-1,2,-3,2,-3}"
11a_203,"{1,1,1,1,1,-2,1,3,-2,3,3}"
11a_205,"{-1,-1,-1,2,-1,2,2,3,-2,-4,3,-4}"
11a_208,"{-1,-1,-1,-1,-2,1,-2,3,-2,-4,3,-4}"
11a_215,"{1,1,-2,1,1,3,-2,1,-2,3,3}"
11a_216,"{1,1,-2,1,3,-2,1,-2,-2,3,3}"
11a_228,"{-1,2,-1,-3,-2,4,3,-2,3,3,-5,4,-5}"
11a_244,"{1,1,1,2,2,-3,2,-1,2,2,3,3,2}"
11a_251,"{1,1,1,1,-2,-2,-1,-3,2,-3,2,-3,-3}"
11a_253,"{-1,-1,2,-1,2,-1,-3,2,2,2,-3}"
11a_256,"{-1,-1,-2,1,3,-2,-4,3,-2,3,-4,3}"
11a_276,"{1,1,-2,1,3,-2,-1,4,-3,2,2,4,3,3}"
11a_279,"{-1,-1,-2,1,3,2,2,2,2,-4,-3,2,-3,-4}"
11a_280,"{1,1,2,-1,-1,2,3,-2,1,-4,-3,2,-5,4,-3,-5,-4}"
11a_283,"{-1,-1,-1,2,-1,2,-3,2,1,-4,3,-2,-4,-3}"
11a_285,"{-1,-1,2,-1,-1,-3,2,1,4,-3,2,4,-3,4}"
11a_286,"{-1,2,-1,2,2,-3,2,-1,2,2,-3}"
11a_297,"{-1,-1,2,-1,-1,-3,2,1,-3,4,-3,2,-3,4}"
11a_302,"{-1,-1,2,-1,-3,2,-1,-3,-3,2,-3}"
11a_306,"{-1,-1,-1,2,-1,2,-3,2,-3,-3,-3}"
11a_312,"{-1,-1,-1,-1,-2,1,3,2,2,-4,-3,2,-3,-4}"
11a_313,"{-1,-1,-2,1,-2,-3,2,4,3,3,-5,-4,3,-4,-5}"
11a_319,"{1,1,2,2,2,-3,2,-1,2,3,3,2,2}"
11a_332,"{1,-2,1,3,-2,-2,1,3,-2,-2,3}"
11a_334,"{1,1,1,1,1,1,2,-1,2,2,2,2}"
11a_345,"{1,1,2,-1,2,3,-2,4,3,3,-5,4,-3,4,-5}"
11a_354,"{1,1,1,2,-1,2,1,-3,2,-1,2,3,3,4,-3,4}"
11a_357,"{1,1,1,1,2,-1,2,2,3,-2,3,3,3}"
11a_363,"{1,1,2,-1,2,3,-2,3,3,4,-3,4,5,-4,5}"
11n_4,"{1,1,1,2,-1,-1,-3,2,-1,-3,2}"
11n_15,"{1,1,1,1,1,2,-1,-1,-3,2,-3}"
11n_21,"{1,1,1,2,-1,-1,-3,2,2,-3,-3}"
11n_28,"{1,1,1,2,-1,-1,2,3,-2,-4,3,-4}"
11n_56,"{1,1,1,-2,-1,-1,-2,3,-2,3,3}"
11n_57,"{1,1,1,2,1,1,2,2,-3,2,-3}"
11n_58,"{1,1,1,2,-1,-1,-3,2,-3,-3,-3}"
11n_64,"{1,1,1,2,1,1,-3,2,-3,-4,3,-4}"
11n_68,"{-1,-1,-2,1,3,2,2,4,-3,2,4,3}"
11n_71,"{1,1,2,2,1,3,-2,-2,-2,3,3}"
11n_75,"{-1,-1,2,2,2,-1,-3,-2,-2,-2,-3}"
11n_83,"{1,1,2,-1,2,-3,-2,-2,-2,4,-3,4}"
11n_84,"{-1,-1,2,-1,2,-3,-2,1,-2,-2,-3}"
11n_96,"{1,1,2,1,1,-3,-2,1,-2,-2,-3}"
11n_107,"{1,1,1,2,1,1,1,-3,2,-3,-3}"
11n_111,"{1,1,1,2,1,1,-3,-2,1,-2,-3}"
11n_113,"{-1,-1,-2,1,3,-2,-2,-4,-3,2,-3,-4}"
11n_115,"{1,1,2,-1,3,-2,-2,-4,3,-2,3,-4}"
11n_117,"{1,1,2,-1,3,2,2,-4,-3,2,-3,-4}"
11n_118,"{1,1,1,2,1,3,-2,1,-2,3,2}"
11n_125,"{1,1,1,2,-1,-3,2,-1,2,2,-3}"
11n_136,"{1,1,1,2,-1,3,-2,1,1,3,2,2,2}"
11n_141,"{1,1,2,-1,2,-3,2,-3,-2,-4,-3,2,-3,-4}"
11n_146,"{1,1,2,2,3,-2,1,-2,3,-2,3}"
11n_156,"{1,1,2,-1,-3,2,-1,-3,2,-3,2}"
11n_161,"{1,1,1,2,1,-3,-2,1,4,-3,2,-3,4,-3}"
