name,braid_notation
12a_0021,"{-1,2,-1,2,3,3,4,4,3,3,-4,2,2,-3}"
12a_0072,"{-1,2,3,-4,-1,3,-4,2,5,2,3,-4,-2,-3,5}"
12a_0171,"{-1,2,3,-1,3,4,-5,2,-3,4,-5,-5,4}"
12a_0217,"{-1,2,-1,2,-3,-4,-2,-4,3,3,-2,3,-4,3}"
12a_0294,"{-1,-2,-2,3,3,-2,-2,1,-2,3,-2,-2,-1}"
12a_0492,"{-1,2,-3,-4,-5,2,3,-4,-1,-2,3,2,-4,5,-4,3,2}"
12a_0527,"{-1,2,2,3,3,2,2,-1,2,-1,2,2,-3}"
12a_0622,"{1,2,-3,4,-5,-2,-2,-3,-4,1,-2,3,-4,5,4,4,-3}"
12a_0872,"{-1,2,-1,-2,3,-2,3,-4,3,2,4,-3,-2,-4,-4,3}"
12a_0950,"{1,-2,1,2,-3,4,-2,4,3,-2,-2,3,-2,-4,3,3}"
12a_0958,"{1,-2,-2,3,1,-2,1,-2,-3,-3,-2,-2,-2}"
12a_1008,"{-1,2,-3,2,-3,2,-3,1,-3,-4,3,1,2,-4}"
12a_1038,"{1,-2,1,2,2,3,-4,3,-2,3,3,-4,3,2}"
12a_1048,"{1,-2,-2,1,1,-2,-3,1,-3,-2,3,-2,1}"
12a_1150,"{1,-2,-3,1,-3,-3,2,2,2,-3,2,-4,3,-4}"
12a_1228,"{-1,2,3,-1,3,-2,3,-2,3,-2,-2,3,-2}"
