name,braid_notation
11a_267,"{-1,-1,2,-1,2,-3,2,-1,-3,2,-3}"
12a_0019,"{-1,2,-1,2,3,-4,3,-4,-4,-4,3,-2,-2,-3}"
12a_0082,"{-1,2,2,1,1,2,3,3,4,2,-3,2,4,4}"
12a_0092,"{1,2,2,3,-4,1,-4,1,-2,-3,-3,-3,-3,-4}"
12a_0098,"{1,-2,-2,3,1,1,-2,3,-4,3,-4,3}"
12a_0242,"{1,-2,3,-4,-2,3,1,3,1,3,-2,-4}"
12a_0257,"{1,-2,3,4,-5,1,-3,4,-5,4,3,-2,3}"
12a_0262,"{-1,2,-1,2,3,3,-4,3,-2,3,3,-2,-4,-3}"
12a_0405,"{1,-2,1,2,-3,4,-5,-2,3,3,-2,3,3,4,-5}"
12a_0468,"{1,2,-3,-3,2,-3,1,-3,1,-3,-4,-2,3,-4}"
12a_0608,"{1,-2,3,3,-2,-1,-1,-2,-2,3,-4,-2,-3,2,-3,4}"
12a_0829,"{1,2,2,1,1,2,3,-4,3,-2,3,3,-4,3}"
12a_0832,"{1,2,2,1,1,2,3,-4,3,3,-2,3,-4,3}"
12a_0911,"{-1,2,2,-1,-1,2,3,-1,3,2,2,2,-3}"
12a_1227,"{1,-2,1,-2,1,1,-2,-2,-2,1,-2,-2}"
12a_1271,"{1,-2,-3,1,-3,4,2,-3,2,-3,-4,-4,-3,2}"
