name,braid_notation
9_25,"{1,1,-2,1,3,2,2,-4,3,-4}"
9_26,"{-1,-1,-1,2,-1,2,-3,2,-3}"
10_12,"{-1,-1,-1,-1,-1,-2,1,3,-2,3,3}"
10_16,"{1,1,2,-1,2,2,-3,2,-3,-4,3,-4}"
10_54,"{-1,-1,-1,2,-1,-1,2,3,-2,3,3}"
11a_69,"{1,1,2,-1,2,2,-3,2,-3,-3,-2,-4,3,-4}"
11a_100,"{1,1,-2,1,3,2,2,2,3,-4,3,-4}"
11a_206,"{-1,-1,-1,-1,-1,-1,2,-1,-3,2,-3}"
11a_209,"{-1,-1,2,1,-3,2,1,4,-3,-2,4,-3,-5,4,-5}"
11a_242,"{1,1,1,1,1,1,2,-1,2,3,-2,3,3}"
11a_278,"{1,1,2,-1,-3,2,-3,4,-3,2,-3,4}"
11a_290,"{-1,-1,2,-1,2,2,-3,2,1,-4,3,-2,-4,-3}"
11n_17,"{-1,-1,-2,1,-2,-3,2,-3,-2,-4,3,-4}"
11n_25,"{1,1,1,-2,1,1,-3,2,-1,-3,2}"
11n_93,"{1,1,1,2,1,1,-3,2,-1,2,3,3,3}"
11n_120,"{-1,-1,2,-1,2,2,3,2,-1,2,3}"
11n_134,"{-1,-1,-2,1,-2,-2,-3,2,-1,2,-3}"
12a_0108,"{1,2,2,1,1,-2,-3,4,2,-3,-3,4,-3,4}"
12a_0120,"{1,2,2,1,1,-2,-3,4,-3,-3,4,2,-3,4}"
12a_0121,"{-1,-2,3,-4,-2,-4,-1,5,2,5,3,-4,5}"
12a_0156,"{1,1,2,-1,2,3,-2,-2,-4,3,2,5,4,4,3,5,5}"
12a_0195,"{-1,2,3,-1,-2,3,2,-4,-4,-4,3,-4,-4,-4}"
12a_0230,"{-1,2,-3,4,-5,-1,-3,4,-5,-4,2,-3,2,-4,-4}"
12a_0234,"{-1,-1,-1,2,2,-1,2,-3,2,2,-1,3,3}"
12a_0329,"{-1,2,3,-1,3,-4,3,-2,3,2,4,4,4,4}"
12a_0361,"{-1,2,-3,4,-1,2,-3,4,-3,2,-3,4}"
12a_0525,"{-1,2,3,-4,-1,3,-4,-5,-4,3,-4,-2,5,3,-2}"
12a_0656,"{1,-2,3,3,-4,-2,3,-1,-1,-2,-2,-3,4,-3,4,-2}"
12a_0693,"{-1,2,-3,-1,-3,-3,4,2,-3,-3,-3,4}"
12a_0718,"{1,-2,-3,1,-3,-2,-2,-2,3,-2,-2,-2,1}"
12a_0736,"{-1,2,2,1,1,2,-3,-4,2,-4,-4,3,-4,-3}"
12a_0802,"{1,-2,3,-4,-5,1,3,4,2,4,4,-5,4,-3,2}"
12a_0808,"{-1,2,-3,4,-1,-3,4,-3,4,-3,-2,3,-2,4}"
12a_0823,"{1,-2,1,2,2,3,-4,3,3,3,-4,-2,3,2}"
12a_0908,"{1,-2,1,2,-3,4,-3,2,2,3,-4,3,-4,2,2,-3}"
12a_0934,"{-1,-1,2,-3,-1,2,-1,2,2,3,3,2,2}"
12a_1062,"{-1,2,3,-4,3,3,-2,3,-4,3,1,3,1,2}"
12a_1069,"{1,1,2,-1,2,2,-3,-2,1,4,-3,-2,4,3,-5,4,-5}"
12a_1137,"{-1,2,3,-4,2,-4,-4,3,-4,3,2,-3,1,-3,1,2}"
12a_1185,"{1,-2,-3,4,1,-3,4,2,2,3,-4,3,-2,-3,2,4}"
12a_1242,"{-1,2,3,-1,3,3,3,3,-2,3,3,3,-2}"
12n_0020,"[{-1,2,-3,1,-3,-2,-2,1,-2,3,2,-1,2},{-1,-1,2,-1,2,3,-2,3,-2,-4,3,-4}]"
12n_0022,"{-1,2,3,-1,3,-4,2,-4,3,-4,3,-4}"
12n_0030,"{-1,2,-1,2,-3,-3,2,2,3,4,-3,-3,-3,4}"
12n_0101,"{1,2,2,-3,-4,1,-4,1,-3,-2,-2,3,-4,3,-2,4}"
12n_0103,"{1,2,2,2,2,3,1,3,1,-2,1,-2,-3}"
12n_0146,"{-1,2,-1,2,-3,-3,-4,3,-2,-3,-3,-2,-4,3}"
12n_0154,"{-1,2,1,-2,3,-2,-2,-3,1,-3,-2,1,2}"
12n_0163,"{1,2,2,1,1,2,-3,4,2,4,-3,4}"
12n_0187,"{1,2,2,2,2,1,-2,3,2,2,1,3,3}"
12n_0236,"{-1,-2,-3,1,-3,1,-2,3,-2,-2,-2,-1,2}"
12n_0249,"{1,-2,-2,1,1,2,2,2,3,4,-2,-3,4,3}"
12n_0454,"{-1,2,-1,-2,3,-2,3,-2,-3,2,-3,-3,-3}"
12n_0634,"{-1,2,3,-1,-2,3,-4,3,-2,3,3,-4}"
12n_0699,"{-1,2,-1,-2,3,-2,-3,-4,-4,-3,2,-3,4,-3}"
12n_0730,"{1,2,3,2,3,-1,-1,2,-3,2,1,-2,3}"
12n_0866,"{1,-2,3,-2,3,-2,3,2,1,2,-3,-2,-2}"
