name,braid_notation
12n_0039,"{-1,2,-1,2,-3,4,4,-3,4,-2,-2,-3}"
12n_0065,"[{-1,2,-1,-2,3,-4,-2,-4,3,-2,3,4,-2,3},{-1,-1,-2,1,3,-2,3,4,-3,-3,-5,4,-5}]"
12n_0098,"{1,2,2,-3,4,1,1,2,-3,2,-3,4}"
12n_0105,"{1,1,1,2,2,1,-2,3,2,2,1,3,3}"
12n_0125,"{1,-2,3,1,-2,3,-2,4,3,3,3,4}"
12n_0158,"{1,-2,-2,1,1,2,-3,2,-3,-4,-3,2,-3,4}"
12n_0204,"{1,2,2,-3,4,-3,1,-4,1,-2,3,4,4,3}"
12n_0231,"{-1,2,-3,-1,-3,-4,2,-4,3,-4,3,-4}"
12n_0232,"{-1,2,-1,2,-3,-4,3,-4,3,-4,-2,-4,-2,3}"
12n_0238,"{-1,2,2,3,3,-2,-2,-2,-2,-2,-1,2,3}"
12n_0347,"{-1,2,-1,-2,-3,-3,-3,-3,-2,-2,3,3,3}"
12n_0351,"{-1,2,-3,-1,2,-3,2,-4,2,2,3,-4}"
12n_0362,"[{1,-2,-3,-3,2,-1,2,1,-2,-2,3,-2,1},{-1,-1,-2,-1,3,2,-1,2,2,-4,3,-4}]"
12n_0428,"{1,-2,1,2,3,3,3,-2,3,3,-2,3,3}"
12n_0441,"{1,1,-2,-3,1,-2,1,2,2,3,3,2,2}"
12n_0493,"{1,-2,-2,1,1,-2,-2,3,3,-2,1,-2,-3}"
12n_0527,"{-1,2,3,3,2,1,1,2,-3,-4,2,3,-4,3}"
12n_0578,"{-1,2,2,-3,1,-3,-2,-2,-2,3,1,2,2}"
12n_0700,"{1,-2,1,-2,-3,-3,-3,-3,-2,-1,-1,-2,3}"
12n_0781,"{-1,2,3,2,3,-1,-1,2,-3,-1,2,3,-1}"
12n_0791,"{1,2,3,3,-2,1,1,-2,1,-2,-3,2,1}"
12n_0808,"{-1,-2,-3,-3,2,2,-1,2,3,3,2,2,3}"
12n_0877,"{-1,2,-3,-4,2,-3,-1,2,-3,2,-4,-3}"
