name,braid_notation
11a_70,"{1,1,1,-2,1,3,-2,-1,3,-4,3,-2,3,-4}"
11a_114,"{1,1,1,2,-1,3,2,2,-4,3,-2,3,-4,-4}"
11a_147,"{1,1,-2,1,3,-2,1,3,3,-2,-2}"
11a_269,"{-1,2,-1,2,2,-3,2,-1,2,-3,2}"
11a_322,"{-1,-1,2,-1,-1,-3,2,1,4,-3,2,-3,4,-3}"
12a_0018,"{-1,2,-1,2,3,3,3,-4,3,-4,3,-2,-2,-3}"
12a_0050,"{1,2,2,3,-4,1,-4,1,-2,-4,-4,-3,-3,-4}"
12a_0124,"{-1,2,-3,-1,-3,2,-3,4,5,-3,-4,5,-4}"
12a_0144,"{1,2,2,3,1,1,-2,3,3,3,4,-3,4,3}"
12a_0161,"{1,-2,-2,1,1,-2,-3,2,-3,-3,-4,3,-4,-3}"
12a_0249,"{-1,2,3,-4,-5,-1,-3,-3,-3,4,-5,-4,2,-3,2}"
12a_0384,"{-1,2,-3,-4,5,-1,-4,5,-4,3,-4,2,-3}"
12a_0512,"{-1,2,-3,-1,-3,-3,4,4,-3,4,2,-3}"
12a_0531,"{-1,-1,-1,2,2,3,3,2,-1,2,2,2,-3}"
12a_0590,"{-1,2,2,2,-1,2,3,3,3,3,2,2,-3}"
12a_0782,"{-1,2,-3,4,5,-1,-3,5,-2,-4,5,3,-2,4,4}"
12a_0833,"{-1,2,2,2,2,3,-1,3,-1,2,-1,2,-3}"
12a_0946,"{-1,2,2,3,3,2,-1,2,2,2,-3,2,2}"
12n_0736,"{1,-2,-3,4,1,-2,-2,-3,4,-3,2,-3,-4,-4}"
