name,gauss_notation
10_44,"{1, -2, 3, -4, 5, -6, 7, -8, 6, -9, 4, -10, 2, -1, 10, -3, 9, -7, 8, -5}"
10_57,"{1, -2, 3, -1, 4, -5, 6, -7, 5, -8, 9, -6, 7, -10, 2, -3, 8, -9, 10, -4}"
11a_133,"{-1, 2, -3, 1, -4, 5, -6, 7, -2, 3, -8, 9, -7, 6, -5, 4, -10, 11, -9, 8, -11, 10}"
11a_174,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 9, -2, 3, -10, 4, -5, 6, -11, 8, -7, 11, -9, 10}"
11a_221,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 9, -10, 3, -2, 8, -9, 10, -11, 4, -5, 6, -7, 11}"
11a_259,"{-1, 2, -3, 4, -5, 1, -2, 3, -6, 7, -8, 9, -4, 5, -10, 11, -9, 6, -7, 8, -11, 10}"
11a_311,"{-1, 2, -3, 4, -5, 1, -6, 7, -8, 9, -4, 3, -2, 5, -10, 11, -9, 8, -7, 6, -11, 10}"
11a_356,"{-1, 2, -3, 4, -5, 6, -7, 1, -8, 9, -10, 11, -2, 3, -6, 5, -4, 7, -11, 8, -9, 10}"
11n_40,"{-1, 2, -3, 1, 4, -5, -2, 3, -6, 7, -8, -4, 5, 9, -10, 8, -11, 6, -9, 10, -7, 11}"
11n_46,"{-1, 2, -3, 1, 4, -5, -2, 3, -6, 7, -8, -4, 5, 9, -7, 10, -11, 8, -9, 6, -10, 11}"
11n_154,"{-1, 2, -3, 4, -5, 1, -6, 3, 7, -8, 9, 5, -10, 11, -4, -7, 8, -9, -2, 6, -11, 10}"
12a_0066,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -4, 5, -9, 10, -8, 11, -12, 7, -10, 9, -6, 12, -11}"
12a_0342,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -9, 10, -4, 5, -11, 12, -8, 7, -12, 9, -10, 11, -6}"
12a_0472,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -8, 9, -6, 10, -11, 7, -9, 12, -4, 11, -10, 5, -12}"
12a_0611,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 10, -11, 7, -4, 12, -10, 9, -8, 11, -6, 5, -12}"
12a_0670,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 9, -10, 5, -6, 11, -8, 12, -4, 10, -11, 7, -12}"
12a_0741,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -11, 12, -3, 2, -4, 7, -10, 11, -6, 5, -12, 9, -8}"
12a_0743,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -11, 2, -3, 11, -4, 12, -10, 9, -8, 7, -6, 5, -12}"
12a_0859,"{1, -2, 3, -4, 5, -1, 6, -3, 4, -7, 8, -9, 10, -11, 12, -6, 2, -5, 7, -8, 9, -10, 11, -12}"
12a_0937,"{1, -2, 3, -4, 5, -1, 6, -7, 2, -3, 8, -9, 10, -11, 12, -5, 4, -8, 9, -10, 11, -12, 7, -6}"
12a_1091,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 10, -3, 4, -11, 12, -10, 2, -5, 7, -8, 11, -12, 9, -6}"
12a_1101,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 10, -3, 4, -11, 12, -6, 9, -10, 2, -5, 11, -8, 7, -12}"
12a_1138,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 10, -11, 2, -3, 4, -5, 12, -6, 11, -10, 9, -8, 7, -12}"
12a_1145,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 10, -11, 12, -3, 4, -5, 2, -12, 11, -6, 7, -8, 9, -10}"
12a_1197,"{1, -2, 3, -4, 5, -1, 6, -7, 4, -8, 9, -10, 2, -6, 11, -12, 7, -3, 8, -9, 10, -5, 12, -11}"
12a_1217,"{1, -2, 3, -4, 5, -6, 7, -1, 8, -3, 9, -5, 10, -11, 12, -8, 2, -7, 6, -9, 4, -12, 11, -10}"
12n_0012,"{1, -2, 3, -1, 4, 5, -6, -3, 2, -4, 7, -8, 9, 6, -5, -7, 10, -11, 12, -9, 8, -12, 11, -10}"
12n_0070,"{1, -2, 3, -1, 4, -5, 2, -3, -6, 7, -8, -4, 5, 6, -9, 10, -7, 8, -11, 12, -10, 9, -12, 11}"
12n_0177,"{1, -2, 3, -1, -4, 5, 2, -3, -6, 7, -8, 9, -10, 4, -5, 8, -7, 6, -11, 12, -9, 10, -12, 11}"
12n_0189,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 5, -4, -10, 11, 9, -6, 7, -8, -12, 10, -11, 12}"
12n_0191,"{1, -2, 3, -1, -4, 5, 2, -3, 6, -7, 8, -9, -5, 4, 10, -11, 12, -6, 7, -8, 9, -10, 11, -12}"
