name,braid_notation
11a_101,"{1,1,1,2,-1,-3,-2,-2,4,3,-2,3,3,4}"
11a_162,"{-1,-1,2,-1,2,-1,-3,2,-1,-3,2}"
12a_0012,"{-1,2,-1,-2,-3,-3,-2,-2,3,4,-5,-3,4,-5,4}"
12a_0089,"{1,-2,-2,-3,4,-3,1,4,1,-2,-3,-3,-2,-4,3,-2}"
12a_0112,"{1,-2,-2,3,-4,1,1,-2,3,-4,-4,-4}"
12a_0174,"{-1,2,-3,-1,-3,2,-3,4,4,-3,4,-3}"
12a_0305,"{-1,2,-3,4,-1,4,-3,4,2,4,4,-3}"
12a_0368,"{1,2,2,2,2,3,1,1,-2,3,4,-3,4,3}"
12a_0500,"{-1,2,-1,2,2,-3,4,-3,4,2,-3,2}"
12a_0658,"{-1,2,2,-3,1,1,2,-3,-4,3,2,-4,2,-3}"
12a_0729,"{-1,2,2,1,1,2,-3,-4,3,-4,-3,2,-3,2}"
12a_0889,"{1,-2,1,2,-3,2,-3,2,-3,2,-3,-3,-3}"
12a_0898,"{1,-2,-2,1,1,-2,-2,1,1,-2,-2,-2}"
12a_1064,"{-1,2,3,-1,3,-1,2,-3,2,-1,2,2,2}"
12a_1141,"{1,-2,3,-4,1,2,-3,2,2,2,2,-3,-3,-4}"
12a_1236,"{1,-2,1,2,2,-3,-3,-3,2,-3,2,-3,-3}"
