Name,Dihedral Linking Numbers
10_74,"[[[-2, -2, -2, 2], [-2, 0, 0, -2], [-2, 0, -2, 0], [2, -2, 0, -2]], [[-2, -2, -2, 2], [-2, 0, 0, -2], [-2, 0, -2, 0], [2, -2, 0, -2]], [[-2, -2, -2, 2], [-2, 0, 0, -2], [-2, 0, -2, 0], [2, -2, 0, -2]]]"
10_77,"[[[0, 2, -2, -2], [2, -1, -2, 0], [-2, -2, 1, 0], [-2, 0, 0, -1]], [[0, 2, -2, -2], [2, -1, -2, 0], [-2, -2, 1, 0], [-2, 0, 0, -1]], [[0, 2, -2, -2], [2, -1, -2, 0], [-2, -2, 1, 0], [-2, 0, 0, -1]]]"
10_82,"[[[17, -2, 6, -14], [-2, 2, -4, 2], [6, -4, 8, -8], [-14, 2, -8, 12]], [[17, -2, 6, -14], [-2, 2, -4, 2], [6, -4, 8, -8], [-14, 2, -8, 12]], [[17, -2, 6, -14], [-2, 2, -4, 2], [6, -4, 8, -8], [-14, 2, -8, 12]]]"
10_90,"[[[14, -6, 10, -10], [-6, 2, 0, 2], [10, 0, 4, -8], [-10, 2, -8, 12]], [[14, -6, 10, -10], [-6, 2, 0, 2], [10, 0, 4, -8], [-10, 2, -8, 12]], [[14, -6, 10, -10], [-6, 2, 0, 2], [10, 0, 4, -8], [-10, 2, -8, 12]]]"
10_95,"[[[0, -2, 6, -2], [-2, -1, 2, 2], [6, 2, -1, -2], [-2, 2, -2, 3]], [[0, -2, 6, -2], [-2, -1, 2, 2], [6, 2, -1, -2], [-2, 2, -2, 3]], [[0, -2, 6, -2], [-2, -1, 2, 2], [6, 2, -1, -2], [-2, 2, -2, 3]]]"
10_104,"[[[-71/41, 142/41, 42/41, -210/41], [142/41, -79/41, -84/41, 92/41], [42/41, -84/41, 97/41, -34/41], [-210/41, 92/41, -34/41, 47/41]], [[-71/41, 142/41, 42/41, -210/41], [142/41, -79/41, -84/41, 92/41], [42/41, -84/41, 97/41, -34/41], [-210/41, 92/41, -34/41, 47/41]], [[-71/41, 142/41, 42/41, -210/41], [142/41, -79/41, -84/41, 92/41], [42/41, -84/41, 97/41, -34/41], [-210/41, 92/41, -34/41, 47/41]]]"
10_105,"[[[-103/43, 190/43, -54/43, -106/43], [190/43, -14/43, 42/43, -80/43], [-54/43, 42/43, -40/43, 68/43], [-106/43, -80/43, 68/43, 108/43]], [[-103/43, -106/43, 190/43, -54/43], [-106/43, 108/43, -80/43, 68/43], [190/43, -80/43, -14/43, 42/43], [-54/43, 68/43, 42/43, -40/43]], [[-103/43, -54/43, -106/43, 190/43], [-54/43, -40/43, 68/43, 42/43], [-106/43, 68/43, 108/43, -80/43], [190/43, 42/43, -80/43, -14/43]]]"
10_108,"[[[-269/29, -70/29, 218/29, 30/29], [-70/29, -163/29, 124/29, 74/29], [218/29, 124/29, -213/29, -20/29], [30/29, 74/29, -20/29, -69/29]], [[-269/29, -70/29, 218/29, 30/29], [-70/29, -163/29, 124/29, 74/29], [218/29, 124/29, -213/29, -20/29], [30/29, 74/29, -20/29, -69/29]], [[-269/29, -70/29, 218/29, 30/29], [-70/29, -163/29, 124/29, 74/29], [218/29, 124/29, -213/29, -20/29], [30/29, 74/29, -20/29, -69/29]]]"
10_111,"[[[-40/13, 86/13, -82/13, 42/13], [86/13, 14/13, -20/13, 2/13], [-82/13, -20/13, 36/13, 64/13], [42/13, 2/13, 64/13, -48/13]], [[-40/13, 86/13, -82/13, 42/13], [86/13, 14/13, -20/13, 2/13], [-82/13, -20/13, 36/13, 64/13], [42/13, 2/13, 64/13, -48/13]], [[-40/13, 86/13, -82/13, 42/13], [86/13, 14/13, -20/13, 2/13], [-82/13, -20/13, 36/13, 64/13], [42/13, 2/13, 64/13, -48/13]]]"
10_120,"[[[-2, -4, 4, -4], [-4, -3, 0, 0], [4, 0, -3, -4], [-4, 0, -4, 1]], [[-2, -4, 4, -4], [-4, -3, 0, 0], [4, 0, -3, -4], [-4, 0, -4, 1]], [[-2, -4, 4, -4], [-4, -3, 0, 0], [4, 0, -3, -4], [-4, 0, -4, 1]]]"
10_122,"[[[0, 2, -2, 2], [2, 0, 0, 0], [-2, 0, 0, 2], [2, 0, 2, -2]], [[0, 2, -2, 2], [2, 0, 0, 0], [-2, 0, 0, 2], [2, 0, 2, -2]], [[0, 2, -2, 2], [2, 0, 0, 0], [-2, 0, 0, 2], [2, 0, 2, -2]]]"
10_138,"[[[-18, 2, -10, 18], [2, 0, 4, -4], [-10, 4, -8, 10], [18, -4, 10, -14]], [[-18, 2, -10, 18], [2, 0, 4, -4], [-10, 4, -8, 10], [18, -4, 10, -14]], [[-18, 2, -10, 18], [2, 0, 4, -4], [-10, 4, -8, 10], [18, -4, 10, -14]]]"
10_141,"[[[14, 10, -14, -2], [10, 6, -8, -2], [-14, -8, 12, 4], [-2, -2, 4, 0]], [[14, 10, -14, -2], [10, 6, -8, -2], [-14, -8, 12, 4], [-2, -2, 4, 0]], [[14, 10, -14, -2], [10, 6, -8, -2], [-14, -8, 12, 4], [-2, -2, 4, 0]]]"
10_156,"[[[21/13, -46/13, 54/13, -38/13], [-46/13, -15/13, 8/13, 4/13], [54/13, 8/13, -19/13, -42/13], [-38/13, 4/13, -42/13, 31/13]], [[21/13, -46/13, 54/13, -38/13], [-46/13, -15/13, 8/13, 4/13], [54/13, 8/13, -19/13, -42/13], [-38/13, 4/13, -42/13, 31/13]], [[21/13, -46/13, 54/13, -38/13], [-46/13, -15/13, 8/13, 4/13], [54/13, 8/13, -19/13, -42/13], [-38/13, 4/13, -42/13, 31/13]]]"
10_157,"[[[40/7, -30/7, 26/7, -30/7], [-30/7, 26/7, -30/7, -2/7], [26/7, -30/7, -2/7, -2/7], [-30/7, -2/7, -2/7, -2/7]], [[40/7, -30/7, -30/7, 26/7], [-30/7, -2/7, -2/7, -2/7], [-30/7, -2/7, 26/7, -30/7], [26/7, -2/7, -30/7, -2/7]], [[40/7, 26/7, -30/7, -30/7], [26/7, -2/7, -2/7, -30/7], [-30/7, -2/7, -2/7, -2/7], [-30/7, -30/7, -2/7, 26/7]], [[19/7, -30/7, -2/7, -2/7], [-30/7, 12/7, -2/7, -16/7], [-2/7, -2/7, -2/7, -16/7], [-2/7, -16/7, -16/7, 12/7]], [[40/7, -30/7, 26/7, -30/7], [-30/7, -2/7, -2/7, -2/7], [26/7, -2/7, -2/7, -30/7], [-30/7, -2/7, -30/7, 26/7]], [[19/7, -2/7, -2/7, -30/7], [-2/7, -2/7, -16/7, -2/7], [-2/7, -16/7, 12/7, -16/7], [-30/7, -2/7, -16/7, 12/7]], [[26/7, -2/7, -2/7, -30/7], [-2/7, -2/7, -16/7, -2/7], [-2/7, -16/7, 12/7, -16/7], [-30/7, -2/7, -16/7, 12/7]], [[40/7, -30/7, 26/7, -30/7], [-30/7, -2/7, -2/7, -2/7], [26/7, -2/7, -2/7, -30/7], [-30/7, -2/7, -30/7, 26/7]], [[26/7, -30/7, -2/7, -2/7], [-30/7, 12/7, -2/7, -16/7], [-2/7, -2/7, -2/7, -16/7], [-2/7, -16/7, -16/7, 12/7]], [[40/7, 26/7, -30/7, -30/7], [26/7, -2/7, -30/7, -2/7], [-30/7, -30/7, 26/7, -2/7], [-30/7, -2/7, -2/7, -2/7]], [[19/7, -30/7, -2/7, -2/7], [-30/7, 12/7, -2/7, -16/7], [-2/7, -2/7, -2/7, -16/7], [-2/7, -16/7, -16/7, 12/7]], [[40/7, -30/7, 26/7, -30/7], [-30/7, -2/7, -2/7, -2/7], [26/7, -2/7, -2/7, -30/7], [-30/7, -2/7, -30/7, 26/7]], [[40/7, -30/7, 26/7, -30/7], [-30/7, -2/7, -2/7, -2/7], [26/7, -2/7, -2/7, -30/7], [-30/7, -2/7, -30/7, 26/7]], [[26/7, -30/7, -2/7, -2/7], [-30/7, 12/7, -2/7, -16/7], [-2/7, -2/7, -2/7, -16/7], [-2/7, -16/7, -16/7, 12/7]], [[19/7, -2/7, -2/7, -30/7], [-2/7, -2/7, -16/7, -2/7], [-2/7, -16/7, 12/7, -16/7], [-30/7, -2/7, -16/7, 12/7]], [[40/7, 26/7, -30/7, -30/7], [26/7, -2/7, -30/7, -2/7], [-30/7, -30/7, 26/7, -2/7], [-30/7, -2/7, -2/7, -2/7]], [[26/7, -2/7, -2/7, -30/7], [-2/7, -2/7, -16/7, -2/7], [-2/7, -16/7, 12/7, -16/7], [-30/7, -2/7, -16/7, 12/7]], [[19/7, -30/7, -2/7, -2/7], [-30/7, 12/7, -2/7, -16/7], [-2/7, -2/7, -2/7, -16/7], [-2/7, -16/7, -16/7, 12/7]], [[26/7, -30/7, -2/7, -2/7], [-30/7, 12/7, -2/7, -16/7], [-2/7, -2/7, -2/7, -16/7], [-2/7, -16/7, -16/7, 12/7]], [[26/7, -2/7, -2/7, -30/7], [-2/7, -2/7, -16/7, -2/7], [-2/7, -16/7, 12/7, -16/7], [-30/7, -2/7, -16/7, 12/7]], [[40/7, -30/7, 26/7, -30/7], [-30/7, -2/7, -2/7, -2/7], [26/7, -2/7, -2/7, -30/7], [-30/7, -2/7, -30/7, 26/7]], [[40/7, 26/7, -30/7, -30/7], [26/7, -2/7, -30/7, -2/7], [-30/7, -30/7, 26/7, -2/7], [-30/7, -2/7, -2/7, -2/7]], [[40/7, -30/7, 26/7, -30/7], [-30/7, -2/7, -2/7, -2/7], [26/7, -2/7, -2/7, -30/7], [-30/7, -2/7, -30/7, 26/7]], [[19/7, -2/7, -2/7, -30/7], [-2/7, -2/7, -16/7, -2/7], [-2/7, -16/7, 12/7, -16/7], [-30/7, -2/7, -16/7, 12/7]]]"
10_160,"[[[-24/13, -6/13, 10/13, 34/13], [-6/13, 18/13, 22/13, 2/13], [10/13, 22/13, -2/13, 14/13], [34/13, 2/13, 14/13, 6/13]], [[-24/13, -6/13, 10/13, 34/13], [-6/13, 18/13, 22/13, 2/13], [10/13, 22/13, -2/13, 14/13], [34/13, 2/13, 14/13, 6/13]], [[-24/13, -6/13, 10/13, 34/13], [-6/13, 18/13, 22/13, 2/13], [10/13, 22/13, -2/13, 14/13], [34/13, 2/13, 14/13, 6/13]]]"
10_162,"[[[21/13, -46/13, 2/13, 14/13], [-46/13, 24/13, 8/13, -22/13], [2/13, 8/13, -6/13, -16/13], [14/13, -22/13, -16/13, 18/13]], [[21/13, -46/13, 2/13, 14/13], [-46/13, 24/13, 8/13, -22/13], [2/13, 8/13, -6/13, -16/13], [14/13, -22/13, -16/13, 18/13]], [[21/13, -46/13, 2/13, 14/13], [-46/13, 24/13, 8/13, -22/13], [2/13, 8/13, -6/13, -16/13], [14/13, -22/13, -16/13, 18/13]]]"
11a_14,"[[[2, 2, -6, 2], [2, 3, -2, -2], [-6, -2, 3, 2], [2, -2, 2, -1]], [[2, 2, -6, 2], [2, 3, -2, -2], [-6, -2, 3, 2], [2, -2, 2, -1]], [[2, 2, -6, 2], [2, 3, -2, -2], [-6, -2, 3, 2], [2, -2, 2, -1]]]"
11a_16,"[[[12, -2, 2, -6], [-2, 4, -2, 0], [2, -2, 6, -4], [-6, 0, -4, 8]], [[12, -2, 2, -6], [-2, 4, -2, 0], [2, -2, 6, -4], [-6, 0, -4, 8]], [[12, -2, 2, -6], [-2, 4, -2, 0], [2, -2, 6, -4], [-6, 0, -4, 8]]]"
11a_34,"[[[16, -2, 2, -10], [-2, 4, -4, 0], [2, -4, 8, -6], [-10, 0, -6, 10]], [[16, -2, 2, -10], [-2, 4, -4, 0], [2, -4, 8, -6], [-10, 0, -6, 10]], [[16, -2, 2, -10], [-2, 4, -4, 0], [2, -4, 8, -6], [-10, 0, -6, 10]]]"
11a_49,"[[[13, -14, -2, 6], [-14, 10, 2, -8], [-2, 2, 0, -4], [6, -8, -4, 6]], [[13, -14, -2, 6], [-14, 10, 2, -8], [-2, 2, 0, -4], [6, -8, -4, 6]], [[13, -14, -2, 6], [-14, 10, 2, -8], [-2, 2, 0, -4], [6, -8, -4, 6]]]"
11a_66,"[[[-8, -2, -6, 14], [-2, 3, 4, -4], [-6, 4, -5, 6], [14, -4, 6, -7]], [[-8, -2, -6, 14], [-2, 3, 4, -4], [-6, 4, -5, 6], [14, -4, 6, -7]], [[-8, -2, -6, 14], [-2, 3, 4, -4], [-6, 4, -5, 6], [14, -4, 6, -7]]]"
11a_86,"[[[19, -18, -2, 10], [-18, 15, 4, -10], [-2, 4, 1, -4], [10, -10, -4, 9]], [[19, -18, -2, 10], [-18, 15, 4, -10], [-2, 4, 1, -4], [10, -10, -4, 9]], [[19, -18, -2, 10], [-18, 15, 4, -10], [-2, 4, 1, -4], [10, -10, -4, 9]]]"
11a_89,"[[[9, -6, 2, -2], [-6, 4, 0, -2], [2, 0, 2, -4], [-2, -2, -4, 6]], [[9, -6, 2, -2], [-6, 4, 0, -2], [2, 0, 2, -4], [-2, -2, -4, 6]], [[9, -6, 2, -2], [-6, 4, 0, -2], [2, 0, 2, -4], [-2, -2, -4, 6]]]"
11a_98,"[[[5, -6, -2, 6], [-6, 6, 2, -4], [-2, 2, 0, 0], [6, -4, 0, 2]], [[5, -6, -2, 6], [-6, 6, 2, -4], [-2, 2, 0, 0], [6, -4, 0, 2]], [[5, -6, -2, 6], [-6, 6, 2, -4], [-2, 2, 0, 0], [6, -4, 0, 2]]]"
11a_119,"[[[-22, 14, 6, -10], [14, -16, -2, 10], [6, -2, -4, 2], [-10, 10, 2, -8]], [[-22, 14, 6, -10], [14, -16, -2, 10], [6, -2, -4, 2], [-10, 10, 2, -8]], [[-22, 14, 6, -10], [14, -16, -2, 10], [6, -2, -4, 2], [-10, 10, 2, -8]]]"
11a_121,"[[[30, -26, -2, 14], [-26, 23, 6, -14], [-2, 6, 3, -6], [14, -14, -6, 15]], [[30, -26, -2, 14], [-26, 23, 6, -14], [-2, 6, 3, -6], [14, -14, -6, 15]], [[30, -26, -2, 14], [-26, 23, 6, -14], [-2, 6, 3, -6], [14, -14, -6, 15]]]"
11a_125,"[[[-24/13, 10/13, -18/13, -6/13], [10/13, -2/13, -12/13, -4/13], [-18/13, -12/13, 6/13, 2/13], [-6/13, -4/13, 2/13, -8/13]], [[-24/13, 10/13, -18/13, -6/13], [10/13, -2/13, -12/13, -4/13], [-18/13, -12/13, 6/13, 2/13], [-6/13, -4/13, 2/13, -8/13]], [[-24/13, 10/13, -18/13, -6/13], [10/13, -2/13, -12/13, -4/13], [-18/13, -12/13, 6/13, 2/13], [-6/13, -4/13, 2/13, -8/13]]]"
11a_138,"[[[-4, 6, 2, -6], [6, -5, -2, 4], [2, -2, 1, 0], [-6, 4, 0, -1]], [[-4, 6, 2, -6], [6, -5, -2, 4], [2, -2, 1, 0], [-6, 4, 0, -1]], [[-4, 6, 2, -6], [6, -5, -2, 4], [2, -2, 1, 0], [-6, 4, 0, -1]]]"
11a_156,"[[[-9, 10, 2, -6], [10, -7, -2, 6], [2, -2, 1, 2], [-6, 6, 2, -3]], [[-9, 10, 2, -6], [10, -7, -2, 6], [2, -2, 1, 2], [-6, 6, 2, -3]], [[-9, 10, 2, -6], [10, -7, -2, 6], [2, -2, 1, 2], [-6, 6, 2, -3]]]"
11a_158,"[[[232/127, -10/127, -726/127, 874/127], [-10/127, -374/127, 432/127, 74/127], [-726/127, 432/127, 426/127, -368/127], [874/127, 74/127, -368/127, -16/127]], [[232/127, 874/127, -10/127, -726/127], [874/127, -16/127, 74/127, -368/127], [-10/127, 74/127, -374/127, 432/127], [-726/127, -368/127, 432/127, 426/127]], [[232/127, -726/127, 874/127, -10/127], [-726/127, 426/127, -368/127, 432/127], [874/127, -368/127, -16/127, 74/127], [-10/127, 432/127, 74/127, -374/127]]]"
11a_163,"[[[106/13, -70/13, -6/13, 10/13], [-70/13, 71/13, 2/13, -38/13], [-6/13, 2/13, 31/13, -30/13], [10/13, -38/13, -30/13, 63/13]], [[106/13, -70/13, -6/13, 10/13], [-70/13, 71/13, 2/13, -38/13], [-6/13, 2/13, 31/13, -30/13], [10/13, -38/13, -30/13, 63/13]], [[106/13, -70/13, -6/13, 10/13], [-70/13, 71/13, 2/13, -38/13], [-6/13, 2/13, 31/13, -30/13], [10/13, -38/13, -30/13, 63/13]]]"
11a_175,"[[[-5, -2, -2, 6], [-2, 1, 2, -2], [-2, 2, -3, 2], [6, -2, 2, -3]], [[-5, -2, -2, 6], [-2, 1, 2, -2], [-2, 2, -3, 2], [6, -2, 2, -3]], [[-5, -2, -2, 6], [-2, 1, 2, -2], [-2, 2, -3, 2], [6, -2, 2, -3]]]"
