name,braid_notation
12a_0026,"{-1,2,-1,2,3,-4,-4,-4,-4,3,-4,-2,-2,-3}"
12a_0043,"{-1,2,2,3,1,3,4,1,2,2,-3,2,4,4}"
12a_0048,"{1,-2,-2,3,-4,1,1,-2,3,-2,3,-4}"
12a_0060,"{-1,2,-1,2,3,3,4,-2,4,-2,-3,-3,4,-3}"
12a_0085,"{-1,-2,-2,-2,-2,1,-2,3,-2,-2,-1,3,3}"
12a_0106,"{1,-2,1,2,3,3,2,2,-3,-4,5,3,5,-4,5}"
12a_0187,"{-1,2,3,-4,-1,3,-4,-2,3,-2,-4,-5,4,-3,-5}"
12a_0239,"{-1,-2,3,4,4,5,5,4,-3,4,2,-5,-1,2,3}"
12a_0248,"{-1,2,-3,4,-5,-1,-2,4,-5,-3,4,-3,-2,3,4}"
12a_0263,"{-1,2,-3,4,-5,-1,2,3,3,3,4,-5,4}"
12a_0284,"{-1,2,-3,-1,2,-3,2,4,2,2,-3,4}"
12a_0362,"{-1,2,-3,-4,-1,-2,-2,3,-4,-2,3,-2,-4,3}"
12a_0393,"{-1,-2,3,2,2,1,1,-2,3,-4,3,2,2,2,3,-4}"
12a_0400,"{-1,2,2,-3,4,5,2,-3,-4,1,2,-3,5,4,-3,5,2}"
12a_0517,"{-1,2,-1,2,2,-3,4,2,4,-3,2,4}"
12a_0539,"{-1,2,2,2,3,-4,-2,3,-4,3,2,1,1,2}"
12a_0556,"{-1,2,2,1,1,2,3,-2,3,4,-3,2,2,2,-3,-4}"
12a_0586,"{-1,2,2,3,1,3,1,2,2,2,-3,4,2,-3,4,3}"
12a_0612,"{-1,2,3,-4,-1,3,-2,3,3,4,4,4,3,-2}"
12a_0653,"{1,1,1,2,-1,2,3,-2,4,-3,2,4,3,3,5,-4,5}"
12a_0673,"{-1,2,-3,4,-1,2,4,-3,4,-3,4,4}"
12a_0681,"{-1,2,-3,4,-1,2,2,2,-3,4,4,4}"
12a_0699,"{-1,2,-1,2,3,-4,3,3,-2,3,-2,-4,-3,-3}"
12a_0704,"{1,-2,-3,4,1,-2,4,-2,-2,-3,2,-3,-3,4}"
12a_0722,"{1,-2,1,1,1,1,1,1,1,1,1,-2}"
12a_0775,"{-1,-2,3,-4,5,3,5,4,-5,4,3,2,-1,2,3}"
12a_0811,"{1,2,2,3,1,3,1,1,-2,3,1,3,3}"
12a_0817,"{1,1,2,2,3,1,3,1,-2,3,1,3,3}"
12a_0837,"{1,-2,-3,1,-3,1,1,-2,-2,-2,3,-2,1}"
12a_0844,"{1,-2,-3,4,1,-2,4,3,-2,-3,-3,4,4,4}"
12a_0846,"{1,-2,-3,1,2,-3,-2,4,-2,4,4,-3,4,4}"
12a_0868,"{-1,-2,3,-2,3,-2,3,4,1,1,2,-3,2,-3,-4,-4}"
12a_0896,"{1,-2,1,1,1,-2,1,3,-2,1,-2,-3,-3}"
12a_0929,"{1,-2,-3,-3,-2,1,1,1,-2,3,1,-2,1}"
12a_0957,"{1,-2,-3,4,2,3,-4,3,-2,3,-1,-4,-1,-2,-4,-4}"
12a_1020,"{1,-2,3,-4,1,3,-2,1,3,-2,-4,3}"
12a_1046,"{-1,2,-3,4,5,-1,-2,-4,5,4,3,-2,3,3,4}"
12a_1068,"{1,-2,1,2,3,4,-3,4,3,-2,-2,3,3,-2,-2,-3}"
12a_1084,"{1,-2,-3,1,2,2,2,-3,2,-4,2,2,3,-4}"
12a_1100,"{1,1,-2,1,1,-2,3,-2,1,-2,-3,-3,-2}"
12a_1123,"{-1,2,-1,-2,-3,4,-2,4,3,2,-3,2,-3,4,-3,4}"
12a_1174,"{1,-2,1,2,-3,2,2,-3,2,2,-3,-3,-3}"
12a_1254,"{-1,2,-1,-1,-1,2,2,2,-1,2,2,-1}"
12a_1257,"{1,-2,-3,1,2,2,-3,2,2,-3,2,-3,2}"
12a_1267,"{-1,2,3,-1,3,-2,-2,3,4,-3,4,-2,3,-2}"
12a_1285,"{1,-2,-3,1,-3,-3,2,2,2,-3,-3,-3,2}"
12n_0005,"{-1,2,-1,2,3,-4,-3,4,-3,-4,-2,-4,-2,-3}"
12n_0013,"{-1,2,-1,2,-3,-4,5,3,-4,-2,5,-2,-3}"
12n_0054,"{-1,2,-3,-3,-2,1,-2,-2,-2,3,1,2,-1}"
12n_0123,"{1,-2,1,-2,3,3,2,2,-3,4,3,3,4,4}"
12n_0128,"{1,-2,1,-2,3,3,4,2,4,2,3,3,4,-3}"
12n_0218,"{-1,2,-3,-4,-1,-1,2,3,3,3,-4,-3}"
12n_0233,"{1,-2,-1,2,-1,-2,1,-2,-2,-2,-2,-2}"
12n_0283,"{-1,2,3,-4,-1,2,3,2,-4,3,2,-4}"
12n_0305,"{1,-2,1,2,3,3,2,2,3,3,3,3,3}"
12n_0330,"{1,-2,-3,-3,2,-1,2,2,2,3,1,-2,1}"
12n_0363,"{-1,2,-3,4,-1,2,-3,-2,4,-2,-3,-3}"
12n_0366,"{-1,2,-3,-3,-2,-2,-3,-1,-3,2,-3,-2,-2}"
12n_0401,"{-1,2,-3,4,-1,2,4,-3,2,3,3,4}"
12n_0436,"{-1,2,3,-4,-1,-2,3,-2,-2,-3,-3,-4}"
12n_0437,"{1,-2,1,2,3,3,-4,2,-4,2,-3,-3,-4,-3}"
12n_0478,"{1,-2,1,2,-3,2,-3,-4,-4,-3,2,4,3,3}"
12n_0526,"{1,1,2,2,-3,1,-2,1,-2,-2,3,3,2}"
12n_0661,"{-1,2,3,-1,3,4,-2,-3,4,-3,2,2,3,4}"
12n_0752,"{-1,2,-1,-2,3,-2,3,2,2,2,3,-2,3}"
12n_0769,"{-1,-2,-3,-3,-2,-2,1,1,-2,3,-2,-1,2}"
12n_0863,"{1,2,3,3,2,-1,2,-1,2,2,-3,2,1}"
