name,gauss_notation
11a_10,"{-1, 2, -3, 1, -4, 5, -6, 3, -2, 4, -7, 8, -9, 10, -11, 6, -5, 7, -10, 9, -8, 11}"
11a_15,"{-1, 2, -3, 1, -4, 5, -2, 3, -6, 7, -8, 4, -5, 6, -9, 10, -11, 8, -7, 9, -10, 11}"
11a_42,"{-1, 2, -3, 1, -4, 5, -2, 3, -6, 7, -8, 9, -5, 4, -9, 8, -10, 11, -7, 6, -11, 10}"
11a_85,"{-1, 2, -3, 1, -4, 5, -6, 7, -2, 3, -8, 4, -9, 10, -11, 6, -7, 11, -10, 9, -5, 8}"
11a_94,"{-1, 2, -3, 1, -4, 5, -6, 7, -2, 3, -7, 4, -8, 9, -10, 11, -5, 6, -11, 8, -9, 10}"
11a_262,"{-1, 2, -3, 4, -5, 1, -6, 3, -4, 7, -8, 9, -10, 5, -2, 6, -11, 10, -9, 8, -7, 11}"
12a_0153,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 10, -11, 12, -4, 5, -6, 11, -10, 9, -8, 7, -12}"
12a_0255,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -4, 9, -10, 11, -12, 7, -6, 5, -8, 12, -11, 10, -9}"
12a_0439,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -9, 10, -6, 11, -8, 9, -4, 12, -11, 7, -10, 5, -12}"
12a_0557,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 9, -6, 5, -4, 10, -11, 12, -8, 7, -12, 11, -10}"
12a_0682,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -3, 2, -10, 9, -8, 11, -12, 7, -4, 5, -6, 12, -11}"
12a_0714,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -11, 2, -3, 11, -4, 12, -6, 7, -8, 9, -10, 5, -12}"
12a_0724,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -11, 12, -3, 2, -4, 5, -6, 11, -8, 9, -10, 7, -12}"
12a_0824,"{1, -2, 3, -4, 5, -1, 2, -3, 6, -7, 8, -9, 4, -5, 10, -11, 12, -6, 7, -8, 9, -10, 11, -12}"
12a_1033,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 4, -3, 2, -5, 10, -11, 12, -6, 7, -8, 9, -12, 11, -10}"
12n_0122,"{1, -2, 3, -1, -4, 5, 2, -3, -6, 7, -8, 4, -5, 9, -10, 8, -11, 6, -12, 10, -9, 12, -7, 11}"
12n_0127,"{1, -2, 3, -1, -4, 5, 2, -3, -6, 7, -8, 4, -5, 9, -7, 10, -11, 8, -9, 6, -12, 11, -10, 12}"
12n_0197,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 5, -4, -10, 11, -12, -6, 9, -8, 7, 10, -11, 12}"
12n_0295,"{1, -2, 3, -1, 4, 5, -6, 7, -8, -3, 2, -4, 9, -10, -5, 6, -11, 8, -7, 11, 12, -9, 10, -12}"
12n_0378,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 10, -4, 5, 11, -12, -6, 7, -8, 9, 12, -11, -10}"
12n_0568,"{1, -2, 3, -1, -4, 5, 6, -7, 8, -9, 2, -3, 7, -10, 11, 4, -12, -6, 10, -8, 9, -11, -5, 12}"
12n_0618,"{1, -2, 3, -1, 4, 5, -6, 7, -8, -4, 9, 10, -11, -3, 2, 8, -12, 6, -10, 11, -7, 12, -5, -9}"
12n_0687,"{1, -2, 3, -4, 5, -1, 6, -3, -7, 8, -9, -5, 10, -11, 12, -6, 2, 9, -8, 7, 4, -12, 11, -10}"
12n_0728,"{1, 2, -3, 4, -5, -1, 6, 7, -8, 3, -9, 5, -10, 11, -4, 9, -2, -6, 12, 10, -11, 8, -7, -12}"
12n_0776,"{1, -2, 3, 4, -5, -1, 6, -7, 8, -3, 2, -9, 7, -10, 11, 5, -4, -12, 10, -6, 9, -8, 12, -11}"
12n_0819,"{1, -2, 3, -4, 5, -1, -6, 7, 2, -3, 8, -9, 10, 6, -7, -11, 12, -8, 4, -5, 9, -12, 11, -10}"
