name,braid_notation
10_118,"{1,1,-2,1,-2,1,-2,-2,1,-2}"
11a_4,"{-1,-1,-1,-2,1,3,3,-2,3,-4,3,-4}"
11a_53,"{-1,-1,-1,-1,2,-1,2,-1,-3,2,-3}"
11a_64,"{-1,-1,-1,-1,-2,1,3,-2,-2,-4,3,-4}"
11a_110,"{1,1,-2,1,-2,-3,2,-3,-3,4,-3,4}"
11a_177,"{1,1,1,1,-2,1,-2,3,-2,3,3}"
11a_192,"{1,1,1,2,-1,2,2,3,-2,3,3,4,-3,4}"
11a_257,"{-1,-1,-1,2,-1,2,-3,2,2,2,-3}"
11a_299,"{1,1,2,-1,2,3,3,-4,3,-2,3,4,4,3}"
11n_174,"{1,1,-2,1,3,-2,1,3,2,2,3}"
12a_0088,"{1,2,2,1,1,-2,-3,4,-3,2,-3,4,-3,4}"
12a_0254,"{-1,2,-1,2,3,4,-3,4,3,2,2,2,2,-3}"
12a_0371,"{-1,-2,3,3,-2,-2,-2,-2,-2,3,-2,-1,2}"
12a_0626,"{1,1,1,2,-3,2,-1,2,-3,-3,2,-3,2}"
12a_0651,"{-1,2,-3,4,-1,2,-3,4,4,4,4,4}"
12a_0703,"{-1,2,-3,-4,-1,-2,-2,3,-4,-2,3,3,-4,3}"
12a_0763,"{-1,2,2,2,-3,-4,2,3,-4,3,2,1,1,2}"
12a_1031,"{-1,-1,-1,2,3,-1,3,-1,-1,2,-3,2,-1}"
12a_1127,"{-1,2,3,-4,5,6,-1,-2,3,-2,-5,6,-4,5}"
12a_1140,"{-1,2,3,-4,-4,-4,3,-4,3,-2,3,1,1,2}"
12a_1240,"{-1,2,3,-1,3,3,3,-2,3,-2,3,3,-2}"
12n_0026,"{-1,2,-1,2,-3,4,-3,-3,4,-3,4,2,2,3}"
12n_0032,"{-1,2,3,-1,3,4,2,-3,4,-3,-3,4}"
12n_0072,"{1,2,2,-3,4,1,4,1,-3,2,2,3,4,-2}"
12n_0117,"{1,-2,1,2,2,2,-3,-3,2,2,3,3,3}"
12n_0180,"{-1,2,-3,-1,-3,2,2,-1,2,-3,-2,1,2}"
12n_0455,"{-1,2,3,-1,2,2,2,2,3,3,-2,3,-2}"
12n_0516,"{-1,2,2,-3,4,1,1,2,-3,2,4,-3,4,3}"
12n_0531,"{1,2,2,3,1,3,-2,-2,-2,1,-2,-2,-3}"
12n_0557,"{-1,2,2,3,1,3,-4,1,2,2,3,-2,-4,3}"
12n_0633,"{1,-2,3,3,-2,1,-2,-3,1,-2,1,-2,-2}"
12n_0686,"{1,-2,1,2,3,-2,3,3,3,-2,3,-2,3}"
12n_0766,"{-1,2,3,4,-1,4,3,3,2,-3,2,-4,3,3}"
12n_0796,"{1,2,2,2,3,3,2,-1,2,-3,-1,2,1}"
