name,gauss_notation
11a_2,"{-1, 2, -3, 1, -4, 5, -6, 3, -2, 4, -7, 8, -5, 6, -9, 10, -8, 7, -11, 9, -10, 11}"
11a_52,"{-1, 2, -3, 1, -4, 5, -6, 3, -2, 7, -8, 6, -9, 4, -10, 11, -7, 8, -11, 10, -5, 9}"
11a_80,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 4, -9, 6, -10, 11, -5, 9, -7, 10, -11, 8}"
11a_116,"{-1, 2, -3, 1, -4, 5, -6, 7, -2, 3, -8, 9, -7, 4, -10, 11, -5, 6, -9, 8, -11, 10}"
11a_127,"{-1, 2, -3, 1, -4, 5, -6, 7, -2, 3, -8, 9, -10, 4, -7, 11, -9, 10, -5, 6, -11, 8}"
11a_270,"{-1, 2, -3, 4, -5, 1, -6, 7, -8, 3, -9, 5, -10, 11, -4, 9, -2, 8, -7, 6, -11, 10}"
12a_0118,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 10, -4, 5, -10, 9, -8, 11, -12, 7, -6, 12, -11}"
12a_0274,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 10, -4, 5, -6, 7, -8, 11, -12, 9, -10, 12, -11}"
12a_0304,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -8, 9, -4, 10, -11, 12, -6, 5, -10, 11, -12, 7, -9}"
12a_0533,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 10, -4, 5, -11, 12, -6, 7, -8, 9, -12, 11, -10}"
12a_0536,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -3, 2, -4, 11, -10, 12, -6, 7, -8, 9, -12, 5, -11}"
12a_0610,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 10, -11, 5, -4, 12, -10, 9, -8, 7, -6, 11, -12}"
12a_0748,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -11, 2, -3, 11, -6, 5, -4, 12, -8, 9, -10, 7, -12}"
12a_0795,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -11, 12, -3, 2, -10, 11, -12, 9, -4, 7, -6, 5, -8}"
12a_0825,"{1, -2, 3, -4, 5, -1, 2, -3, 6, -7, 8, -9, 4, -5, 10, -11, 12, -6, 9, -8, 7, -10, 11, -12}"
12a_1009,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 9, -10, 11, -12, 4, -8, 2, -9, 10, -11, 12, -5, 7, -6}"
12a_1039,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 10, -3, 4, -5, 2, -10, 11, -12, 9, -6, 7, -8, 12, -11}"
12a_1153,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 10, -5, 4, -11, 12, -3, 2, -6, 7, -8, 9, -12, 11, -10}"
12a_1169,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 4, -5, 10, -11, 12, -6, 2, -3, 9, -8, 7, -10, 11, -12}"
12a_1223,"{1, -2, 3, -4, 5, -6, 7, -1, 2, -3, 8, -9, 10, -5, 6, -11, 12, -7, 4, -8, 9, -10, 11, -12}"
12n_0209,"{1, -2, 3, -1, -4, 5, 2, -3, 6, -7, 8, -9, -5, 4, 10, -11, 12, -6, 9, -10, 11, -8, 7, -12}"
12n_0213,"{1, -2, 3, -1, -4, 5, 2, -3, 6, -7, 8, -9, -5, 4, 10, -8, 7, -11, 12, -6, 9, -10, 11, -12}"
12n_0765,"{1, 2, -3, -4, 5, -1, 6, -7, 8, 3, -2, -9, 10, -6, 11, -5, 4, -12, 7, -10, 9, -8, 12, -11}"
