name,gauss_notation
12a_0070,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -7, 8, -4, 9, -10, 11, -6, 7, -8, 5, -11, 12, -9, 10, -12}"
12a_0282,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -8, 9, -4, 10, -6, 11, -12, 5, -10, 7, -11, 12, -9}"
12a_0286,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -9, 10, -4, 11, -6, 12, -10, 9, -8, 7, -12, 5, -11}"
12a_0461,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -9, 10, -8, 7, -11, 12, -4, 5, -12, 9, -10, 11, -6}"
12a_0499,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 10, -4, 11, -6, 12, -8, 9, -12, 7, -11, 5, -10}"
12a_0547,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -3, 2, -4, 7, -8, 11, -12, 9, -6, 5, -10, 12, -11}"
12a_0558,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 10, -6, 11, -4, 12, -10, 7, -8, 9, -11, 5, -12}"
12a_0856,"{1, -2, 3, -4, 5, -1, 6, -3, 7, -8, 4, -9, 10, -11, 12, -5, 8, -7, 2, -6, 11, -10, 9, -12}"
12a_0891,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 9, -5, 7, -10, 11, -12, 2, -9, 4, -8, 10, -11, 12, -6}"
12a_1003,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 4, -9, 10, -11, 12, -6, 7, -10, 9, -8, 2, -5, 11, -12}"
12a_1053,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 2, -3, 10, -11, 4, -5, 12, -6, 9, -10, 11, -8, 7, -12}"
