name,braid_notation
12a_1122,"{1,2,-1,2,-3,4,2,-3,1,-3,2,-3,4,-3}"
12a_1193,"{1,-2,1,-2,1,-2,3,-2,1,-2,-3,-3,-2}"
12a_1208,"{-1,-2,3,-2,3,-2,3,4,1,-3,1,4,3,2,-3,2}"
12a_1235,"{1,-2,1,-2,-2,1,1,1,1,-2,-2,-2}"
12a_1274,"{-1,-1,-1,-1,-1,2,3,3,2,-3,2,-1,2}"
12n_0001,"{1,-2,-2,3,-4,1,1,2,2,3,-2,-4}"
12n_0041,"{-1,2,3,-1,-2,-2,-2,3,2,4,-3,4}"
12n_0053,"{-1,2,-1,2,-3,4,3,3,-2,-2,-3,4,3,3}"
12n_0095,"{-1,2,-1,-2,-3,-3,4,-2,4,-2,-3,-3,4,3}"
12n_0120,"{-1,-1,2,2,3,-1,-2,-2,-3,-3,-2,-1,2}"
12n_0141,"{1,-2,-2,-3,-4,1,1,-2,3,-2,3,-4,3,3}"
12n_0150,"{1,2,2,1,1,2,-3,4,2,-3,4,-3}"
12n_0195,"{1,2,2,1,1,-2,-3,-4,-2,-2,-2,3,-4,-3}"
12n_0230,"{-1,2,3,-1,3,-4,5,2,-3,4,-3,4,5}"
12n_0251,"{1,2,2,1,1,2,2,2,3,4,-2,-3,4,3}"
12n_0259,"{1,2,2,2,3,3,-2,1,2,2,2,-3,-1,2,1}"
12n_0284,"[{-1,2,2,-1,2,2,-3,-1,-3,2,-1,2,3},{-1,2,-1,2,3,-2,3,-4,3,-2,3,-4}]"
12n_0297,"{-1,2,-1,2,-3,4,-5,2,3,-2,3,2,4,3,-5}"
12n_0328,"{1,2,3,1,3,2,2,-1,2,3,2,1,2}"
12n_0335,"{-1,-2,3,3,2,-1,2,2,2,3,1,-2,-1}"
12n_0339,"{1,2,2,2,2,1,-2,3,-2,-2,1,-3,-3}"
12n_0375,"{1,-2,1,2,3,-2,3,2,2,2,3,-2,3}"
12n_0382,"{-1,2,2,-3,1,-3,1,-2,3,4,-2,-3,4,3}"
12n_0400,"{-1,2,3,-4,-1,2,-4,-3,2,-3,-3,-4}"
12n_0411,"{1,-2,-3,-4,3,-4,2,2,-3,2,-3,-1,-1,-2}"
12n_0418,"{-1,2,3,-1,3,3,2,2,2,3,-2,3,3}"
12n_0424,"{1,-2,1,2,3,-2,3,-2,-2,3,-2,3,3}"
12n_0435,"{-1,2,3,-4,-1,-2,3,-2,-2,3,3,-4}"
12n_0450,"{1,-2,-3,4,1,1,2,-3,2,4,-3,4}"
12n_0521,"{-1,2,3,-4,-1,3,-4,2,3,2,-4,3}"
12n_0560,"{1,-2,3,3,-2,-2,1,1,-2,-3,-2,1,-2}"
12n_0573,"{1,-2,1,2,2,-3,1,-3,-2,3,-2,1,-2}"
12n_0596,"{1,-2,-3,1,-3,1,4,-2,-3,-2,4,-3,-3,-4}"
12n_0612,"{-1,2,-3,4,-1,2,4,3,-4,3,4,4}"
12n_0621,"{-1,-2,-3,-3,-4,-2,1,1,-2,3,-2,-4,3,-2}"
12n_0671,"{1,-2,-2,1,1,1,2,3,2,2,1,3,3}"
12n_0680,"{1,-2,1,2,2,2,3,3,2,2,3,3,3}"
12n_0682,"{1,1,-2,-2,1,1,2,3,2,2,1,3,3}"
12n_0710,"{-1,2,-1,-2,3,3,2,2,-3,-3,2,2,3}"
12n_0723,"{-1,-2,-3,1,-3,1,1,1,-2,3,-2,-1,2}"
12n_0741,"{1,-2,3,3,-2,1,-2,-3,-2,1,-2,-2,-2}"
12n_0790,"{-1,2,-3,2,-3,-2,3,-1,2,-3,-1,2,2}"
12n_0801,"{1,2,-1,2,3,-2,1,3,2,-3,2,3,3}"
12n_0804,"{1,-2,-2,3,1,3,2,2,2,-3,1,-2,-2}"
12n_0807,"{1,-2,1,2,3,2,-1,3,2,-3,2,3,3}"
12n_0814,"{1,2,3,3,4,2,-3,-1,4,3,-1,2,-3,2,-3,4}"
12n_0861,"{-1,2,3,3,2,1,-2,1,2,2,-3,2,-1}"
12n_0867,"{-1,-1,2,-1,-1,-2,3,-2,1,-2,-3,-3,-2}"
12n_0880,"{1,-2,-3,1,-3,2,-1,2,3,1,-2,1,-2}"
