name,gauss_notation
11a_77,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 4, -9, 6, -10, 11, -7, 8, -11, 10, -5, 9}"
11a_131,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 9, -10, 4, -5, 11, -7, 8, -9, 10, -11, 6}"
11a_218,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 9, -10, 3, -2, 10, -7, 6, -11, 4, -9, 8, -5, 11}"
11a_252,"{-1, 2, -3, 4, -5, 1, -2, 3, -6, 7, -8, 5, -4, 9, -10, 8, -11, 6, -9, 10, -7, 11}"
11a_254,"{-1, 2, -3, 4, -5, 1, -2, 3, -6, 7, -8, 5, -4, 9, -7, 10, -11, 8, -9, 6, -10, 11}"
11a_298,"{-1, 2, -3, 4, -5, 1, -2, 6, -7, 3, -8, 9, -10, 11, -4, 7, -6, 5, -11, 8, -9, 10}"
12a_0042,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -4, 5, -6, 9, -10, 11, -12, 7, -8, 12, -11, 10, -9}"
12a_0105,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 5, -4, 9, -8, 10, -11, 12, -6, 7, -10, 11, -12}"
12a_0176,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -6, 7, -8, 9, -10, 11, -4, 5, -7, 12, -11, 10, -9, 8, -12}"
12a_0252,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -4, 9, -10, 11, -12, 5, -6, 7, -8, 12, -9, 10, -11}"
12a_0365,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 7, -8, 9, -10, 11, -4, 12, -6, 8, -9, 10, -11, 5, -12}"
12a_0424,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 7, -6, 8, -9, 10, -11, 12, -4, 5, -12, 11, -8, 9, -10}"
12a_0552,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -3, 2, -4, 9, -11, 12, -8, 7, -6, 5, -12, 11, -10}"
12a_0582,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 10, -11, 12, -4, 9, -6, 7, -8, 5, -12, 11, -10}"
12a_0863,"{1, -2, 3, -4, 5, -1, 6, -3, 4, -7, 8, -9, 10, -11, 12, -6, 2, -5, 11, -10, 9, -8, 7, -12}"
12a_0877,"{1, -2, 3, -4, 5, -1, 6, -7, 2, -3, 4, -5, 8, -9, 10, -11, 7, -6, 12, -8, 11, -10, 9, -12}"
12a_1015,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 9, -10, 11, -12, 2, -8, 7, -6, 4, -9, 10, -11, 12, -5}"
12a_1132,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 10, -11, 4, -3, 2, -5, 12, -6, 7, -8, 11, -10, 9, -12}"
12a_1238,"{1, -2, 3, -4, 5, -6, 7, -1, 8, -3, 9, -10, 11, -12, 4, -5, 6, -8, 2, -9, 10, -11, 12, -7}"
12n_0714,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 9, -5, -10, 11, -12, -6, 2, -9, 4, -8, 7, 10, -11, 12}"
12n_0733,"{1, 2, -3, 4, -5, -1, 6, -7, -8, 3, -9, 5, -10, 11, -12, 8, -2, 9, -4, 12, -11, 10, 7, -6}"
12n_0775,"{1, 2, -3, -4, 5, -1, 6, -7, 8, 3, -2, -9, 7, -10, 11, -5, 4, -12, 10, -6, 9, -8, 12, -11}"
12n_0864,"{1, 2, -3, 4, -5, -1, 6, 7, -8, 9, -10, 3, -2, 11, -12, 8, -4, 5, -7, 12, -9, 10, -11, -6}"
12n_0872,"{1, -2, 3, -4, 5, -1, -6, 7, 2, -5, 8, -9, 10, -3, 4, -11, 12, -10, -7, 6, 9, -12, 11, -8}"
