name,gauss_notation
7_5,"{-1, 2, -3, 1, -4, 5, -6, 7, -2, 3, -7, 4, -5, 6}"
8_2,"{1, -2, 3, -4, 5, -6, 7, -8, 2, -1, 8, -3, 4, -5, 6, -7}"
8_3,"{-1, 2, -3, 4, -5, 1, -6, 7, -8, 5, -4, 3, -2, 8, -7, 6}"
9_28,"{1, -2, 3, -4, 2, -5, 6, -7, 5, -8, 9, -6, 7, -3, 4, -1, 8, -9}"
9_29,"{-1, 2, -3, 4, -5, 6, -7, 3, -2, 8, -6, 5, -9, 1, -8, 7, -4, 9}"
9_44,"{-1, 2, 3, -4, 5, 6, -7, 1, -2, 8, -6, 7, -8, -9, 4, -3, 9, -5}"
10_1,"{-1, 2, -3, 4, -5, 6, -7, 8, -9, 10, -2, 1, -10, 9, -8, 7, -6, 5, -4, 3}"
10_19,"{1, -2, 3, -4, 5, -6, 7, -8, 9, -5, 10, -1, 2, -3, 8, -7, 6, -9, 4, -10}"
10_36,"{-1, 2, -3, 4, -5, 6, -7, 8, -9, 7, -6, 5, -4, 10, -2, 1, -8, 9, -10, 3}"
10_60,"{-1, 2, -3, 4, -5, 6, -4, 7, -8, 9, -6, 5, -7, 10, -2, 1, -9, 8, -10, 3}"
10_64,"{-1, 2, -3, 4, -5, 6, -7, 8, -9, 1, -2, 10, -6, 7, -8, 3, -4, 5, -10, 9}"
10_81,"{-1, 2, -3, 1, -4, 5, -2, 3, -6, 7, -5, 4, -8, 9, -7, 6, -10, 8, -9, 10}"
10_86,"{-1, 2, -3, 4, -5, 1, -2, 6, -4, 7, -8, 9, -10, 3, -6, 5, -7, 10, -9, 8}"
10_101,"{-1, 2, -3, 4, -5, 6, -7, 8, -9, 5, -2, 1, -6, 9, -10, 3, -4, 10, -8, 7}"
10_109,"{-1, 2, -3, 4, -5, 1, -6, 7, -2, 3, -8, 9, -4, 5, -10, 6, -7, 8, -9, 10}"
10_130,"{1, -2, -3, 4, 5, -1, 2, -5, -6, 7, -8, 9, -10, 6, -4, 3, -9, 8, -7, 10}"
10_163,"{1, -2, 3, -4, -5, 6, -7, -1, 8, -3, 9, 7, -6, 5, 10, -8, 2, -9, 4, -10}"
11a_34,"{-1, 2, -3, 1, -4, 5, -2, 3, -6, 7, -8, 9, -10, 4, -5, 6, -11, 8, -9, 10, -7, 11}"
11a_60,"{-1, 2, -3, 1, -4, 5, -6, 3, -2, 6, -7, 8, -9, 10, -5, 4, -11, 7, -8, 9, -10, 11}"
11a_66,"{-1, 2, -3, 1, -4, 5, -6, 3, -2, 7, -8, 6, -9, 10, -11, 4, -7, 8, -5, 9, -10, 11}"
11a_72,"{-1, 2, -3, 1, -4, 5, -6, 7, -2, 3, -8, 4, -9, 6, -10, 11, -7, 9, -5, 10, -11, 8}"
11a_89,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 4, -9, 10, -5, 6, -11, 8, -7, 11, -10, 9}"
11a_121,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 8, -9, 4, -7, 10, -11, 6, -5, 11, -10, 9}"
11a_135,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 8, -9, 6, -10, 4, -11, 9, -7, 10, -5, 11}"
11a_158,"{-1, 2, -3, 1, -4, 5, -6, 7, -2, 3, -8, 9, -10, 6, -7, 8, -11, 4, -5, 10, -9, 11}"
11a_163,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 9, -10, 6, -7, 8, -11, 4, -9, 10, -5, 11}"
11a_190,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 9, -2, 3, -10, 4, -11, 8, -7, 6, -5, 11, -9, 10}"
11a_200,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 9, -2, 3, -9, 6, -5, 4, -10, 11, -7, 8, -11, 10}"
11a_207,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 9, -10, 3, -2, 10, -11, 4, -5, 6, -9, 8, -7, 11}"
11a_212,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 9, -2, 3, -7, 10, -5, 4, -11, 8, -9, 11, -10, 6}"
11a_220,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 9, -2, 3, -9, 8, -10, 11, -7, 4, -5, 6, -11, 10}"
11a_230,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 9, -2, 3, -10, 11, -9, 8, -7, 6, -5, 4, -11, 10}"
11a_250,"{-1, 2, -3, 4, -5, 1, -2, 3, -6, 7, -8, 5, -4, 6, -9, 10, -11, 8, -7, 9, -10, 11}"
11a_300,"{-1, 2, -3, 4, -5, 1, -6, 7, -2, 3, -8, 9, -10, 6, -7, 11, -9, 5, -4, 8, -11, 10}"
11a_312,"{-1, 2, -3, 4, -5, 1, -6, 7, -8, 9, -10, 3, -2, 6, -11, 5, -4, 8, -9, 10, -7, 11}"
11a_319,"{-1, 2, -3, 4, -5, 1, -6, 7, -8, 9, -4, 3, -10, 11, -2, 5, -7, 8, -9, 10, -11, 6}"
11a_327,"{-1, 2, -3, 4, -5, 1, -6, 7, -8, 9, -4, 3, -10, 8, -11, 6, -2, 5, -9, 10, -7, 11}"
11a_365,"{-1, 2, -3, 4, -5, 6, -7, 8, -9, 1, -10, 11, -2, 3, -4, 5, -8, 7, -6, 9, -11, 10}"
11n_6,"{-1, 2, -3, 1, -4, 5, -6, 3, -2, 4, 7, -8, -5, 6, 9, -10, 8, -7, 11, -9, 10, -11}"
11n_29,"{-1, 2, -3, 1, 4, -5, -2, 3, -6, 7, -8, -4, 5, 6, -9, 10, -11, 8, -7, 11, -10, 9}"
11n_33,"{-1, 2, -3, 1, 4, -5, -2, 3, 6, -7, 5, -4, 8, -9, 7, -6, 10, -11, 9, -8, 11, -10}"
11n_61,"{-1, 2, -3, 1, 4, -5, -2, 3, 6, -7, 8, -9, 10, -4, 5, -6, 11, -8, 9, -11, 7, -10}"
11n_87,"{-1, 2, -3, 1, -4, 5, -6, 7, -8, 3, -2, 4, -9, 6, -7, -10, 11, 8, -5, 9, 10, -11}"
11n_140,"{-1, 2, -3, 1, 4, -5, 6, 7, -8, 9, -10, 3, -2, -6, 5, -4, -11, 10, -9, 8, -7, 11}"
11n_155,"{-1, 2, -3, 4, -5, 1, -6, 3, -7, 8, -9, 5, 10, -11, -4, 9, -8, 7, -2, 6, 11, -10}"
11n_165,"{-1, 2, 3, -4, -5, 1, -6, 7, -8, -3, 4, 9, -10, 5, -2, 6, -11, 10, -9, 8, -7, 11}"
12a_0004,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -4, 7, -8, 5, -6, 9, -10, 11, -7, 8, -9, 12, -11, 10, -12}"
12a_0009,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -4, 7, -8, 5, -6, 9, -10, 11, -12, 8, -7, 12, -11, 10, -9}"
12a_0027,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -4, 7, -8, 9, -10, 11, -6, 5, -11, 12, -7, 10, -9, 8, -12}"
12a_0039,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -4, 5, -6, 9, -10, 7, -8, 11, -12, 10, -9, 12, -11}"
12a_0074,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -7, 8, -4, 9, -10, 5, -11, 7, -8, 11, -6, 12, -9, 10, -12}"
12a_0091,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 5, -4, 9, -10, 11, -6, 12, -8, 10, -11, 7, -12}"
12a_0111,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 5, -4, 9, -10, 7, -11, 12, -6, 10, -8, 11, -12}"
12a_0130,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -6, 7, -8, 9, -4, 5, -9, 10, -11, 12, -7, 8, -12, 11, -10}"
12a_0134,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -7, 8, -6, 9, -4, 10, -11, 12, -8, 7, -10, 11, -12, 5, -9}"
12a_0143,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 10, -11, 5, -4, 12, -6, 7, -8, 9, -10, 11, -12}"
12a_0158,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 10, -11, 5, -4, 11, -10, 12, -6, 7, -8, 9, -12}"
12a_0167,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 10, -11, 12, -4, 5, -10, 11, -12, 9, -6, 7, -8}"
12a_0188,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -7, 5, -8, 9, -6, 7, -4, 10, -11, 12, -9, 8, -10, 11, -12}"
12a_0220,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -4, 9, -10, 11, -6, 12, -8, 7, -12, 5, -9, 10, -11}"
12a_0246,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -4, 9, -8, 10, -11, 12, -6, 7, -10, 11, -12, 5, -9}"
12a_0266,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -6, 9, -4, 10, -11, 12, -8, 7, -9, 5, -10, 11, -12}"
12a_0269,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -6, 5, -4, 9, -10, 11, -12, 7, -8, 12, -9, 10, -11}"
12a_0288,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -9, 10, -4, 11, -6, 9, -10, 5, -11, 12, -8, 7, -12}"
12a_0291,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 7, -8, 9, -4, 10, -11, 12, -6, 8, -9, 5, -12, 11, -10}"
12a_0297,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 10, -4, 5, -11, 12, -6, 7, -12, 11, -8, 9, -10}"
12a_0301,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 10, -4, 7, -11, 12, -6, 5, -10, 9, -12, 11, -8}"
12a_0303,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 10, -4, 7, -11, 12, -6, 5, -12, 11, -10, 9, -8}"
12a_0315,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 7, -4, 10, -8, 9, -11, 12, -6, 5, -12, 11, -10}"
12a_0338,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -9, 10, -4, 5, -10, 9, -8, 11, -12, 7, -6, 12, -11}"
12a_0351,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -6, 9, -10, 11, -4, 5, -11, 12, -8, 7, -9, 10, -12}"
12a_0353,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 7, -8, 9, -6, 10, -4, 11, -12, 8, -9, 12, -11, 5, -10}"
