name,braid_notation
11a_1,"{1,1,1,2,-1,2,2,-3,2,-3,-2,-4,3,-4}"
11a_18,"{-1,-1,2,-1,-3,2,2,4,3,3,3,4}"
11a_81,"{-1,2,-1,2,2,-1,2,2,-3,2,-3}"
11a_122,"{-1,-1,-2,1,3,-2,-2,-4,3,-2,3,-4}"
11a_149,"{-1,2,-1,2,3,3,-4,3,-2,3,-4,3}"
11a_151,"{-1,-1,-1,2,-1,-3,2,-1,-3,2,2}"
11a_282,"{1,-2,1,-2,-2,-2,3,-2,1,-2,3}"
12a_0196,"{-1,2,-3,-4,5,-1,3,-4,2,-4,-4,5,-3}"
12a_0241,"{-1,2,-1,-2,-3,-3,-3,4,4,-3,4,-2,-2,3}"
12a_0355,"{1,-2,3,1,3,3,4,2,4,-3,2,4,4,4}"
12a_0378,"{-1,2,-3,-4,5,-1,3,5,2,-4,5,-3,2}"
12a_0601,"{-1,-2,3,4,5,5,4,-5,4,3,-4,2,-1,2,3}"
12a_0649,"{1,-2,3,-4,1,-4,1,-2,-4,-4,3,-4}"
12a_0840,"{-1,2,3,3,2,2,2,-3,2,-1,2,2,2}"
12a_0926,"{1,-2,-3,1,2,-3,2,2,2,2,-3,-3,2}"
12a_1023,"{-1,-1,-1,2,2,2,2,3,3,2,-1,2,-3}"
12a_1234,"{1,-2,1,2,2,-3,-3,-3,2,2,2,-3,2}"
12a_1264,"{-1,2,3,-1,3,3,-2,3,-2,-2,3,3,-2}"
12n_0255,"{1,-2,-2,-3,1,1,2,2,3,3,4,-2,-3,4}"
12n_0263,"{1,-2,-2,-3,4,1,1,2,-3,2,4,-3,4,3}"
12n_0539,"{1,2,2,3,1,3,-2,-2,1,-2,1,-2,-3}"
12n_0772,"{1,-2,-3,1,-3,2,2,1,1,-2,3,-2,1}"
12n_0783,"{-1,2,-3,4,-1,2,2,3,3,4,2,-3,-2,4}"
12n_0862,"{1,2,3,3,2,-1,-1,2,-1,2,-3,2,1}"
