name,gauss_notation
12a_0597,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -3, 2, -10, 11, -4, 12, -8, 7, -6, 5, -12, 9, -11}"
12a_0689,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -3, 2, -8, 9, -10, 11, -12, 7, -6, 5, -4, 12, -11}"
12a_0767,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -11, 12, -3, 2, -12, 11, -4, 7, -6, 5, -10, 9, -8}"
12a_0830,"{1, -2, 3, -4, 5, -1, 2, -3, 6, -7, 8, -9, 4, -5, 10, -11, 12, -6, 9, -10, 11, -8, 7, -12}"
12a_0831,"{1, -2, 3, -4, 5, -1, 2, -3, 6, -7, 8, -9, 4, -5, 10, -8, 7, -11, 12, -6, 9, -10, 11, -12}"
12a_0838,"{1, -2, 3, -4, 5, -1, 2, -3, 6, -7, 8, -9, 10, -11, 12, -5, 4, -6, 7, -8, 9, -10, 11, -12}"
12a_0885,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 9, -5, 10, -8, 7, -11, 12, -10, 4, -9, 2, -6, 11, -12}"
12a_0890,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 9, -5, 10, -11, 12, -8, 2, -9, 4, -12, 11, -10, 7, -6}"
12a_0952,"{1, -2, 3, -4, 5, -1, 6, -7, 2, -3, 8, -9, 10, -11, 7, -6, 12, -5, 4, -8, 9, -10, 11, -12}"
12a_0994,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 9, -10, 4, -11, 7, -12, 2, -9, 10, -5, 11, -8, 12, -6}"
12a_1006,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 9, -10, 4, -11, 12, -8, 7, -6, 2, -9, 10, -5, 11, -12}"
12a_1106,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 4, -3, 10, -8, 7, -11, 12, -10, 9, -5, 2, -12, 11, -6}"
12a_1113,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 4, -3, 10, -6, 11, -12, 9, -8, 7, -10, 2, -5, 12, -11}"
12a_1124,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -5, 4, -9, 10, -3, 2, -11, 12, -10, 9, -8, 7, -12, 11, -6}"
12a_1143,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 10, -11, 4, -3, 2, -5, 9, -8, 12, -6, 11, -10, 7, -12}"
12a_1147,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 10, -11, 12, -3, 4, -5, 2, -10, 11, -12, 9, -6, 7, -8}"
12a_1156,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 4, -5, 10, -11, 9, -3, 2, -6, 12, -10, 11, -8, 7, -12}"
12a_1219,"{1, -2, 3, -4, 5, -6, 7, -1, 2, -3, 8, -5, 6, -9, 10, -11, 12, -8, 4, -7, 9, -10, 11, -12}"
12a_1222,"{1, -2, 3, -4, 5, -6, 7, -1, 8, -3, 9, -5, 6, -10, 11, -12, 2, -8, 4, -9, 10, -11, 12, -7}"
12a_1278,"{1, -2, 3, -4, 5, -6, 7, -1, 8, -9, 10, -11, 12, -3, 4, -5, 6, -7, 2, -12, 11, -10, 9, -8}"
12a_1284,"{1, -2, 3, -4, 5, -6, 7, -1, 8, -9, 10, -11, 12, -5, 6, -7, 2, -3, 4, -8, 11, -10, 9, -12}"
12n_0027,"{1, -2, 3, -1, 4, 5, -6, -3, 2, -4, 7, -8, 9, 6, -5, -10, 11, -9, 12, -7, 10, -11, 8, -12}"
12n_0033,"{1, -2, 3, -1, 4, 5, -6, -3, 2, -4, 7, -8, 9, 6, -5, -10, 8, -11, 12, -9, 10, -7, 11, -12}"
12n_0037,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -4, -7, 8, -9, 10, 5, -6, -11, 7, -12, 9, -8, 12, -10, 11}"
12n_0046,"{1, -2, 3, -1, 4, 5, -6, -3, 2, -4, -7, 8, -9, 10, -11, 6, -5, 7, -12, 11, -10, 9, -8, 12}"
12n_0052,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -4, -7, 8, -9, -10, 11, -6, 5, 9, -8, 7, 12, -11, 10, -12}"
12n_0097,"{1, -2, 3, -1, -4, 5, 2, -3, -6, 7, -5, 4, -8, 9, -10, 6, -7, 10, -11, 12, -9, 8, -12, 11}"
12n_0166,"{1, -2, 3, -1, -4, 5, 2, -3, -6, 7, -8, 9, -10, 4, -5, 6, -11, 12, -7, 8, -9, 10, -12, 11}"
12n_0173,"{1, -2, 3, -1, -4, 5, 2, -3, -6, 7, -8, 9, -5, 4, -10, 8, -11, 6, -12, 10, -9, 11, -7, 12}"
12n_0250,"{1, -2, 3, -1, 4, -5, 2, -3, -6, 7, -8, 9, -10, 11, 5, -4, -12, 6, -11, 10, -9, 8, -7, 12}"
12n_0303,"{1, -2, 3, -1, 4, 5, -6, -7, 2, -3, 7, -4, -8, 9, -10, 11, -5, 6, -12, 8, -9, 10, -11, 12}"
12n_0319,"{1, -2, 3, -1, 4, -5, -6, 7, 2, -3, -8, 6, 9, -4, 10, -11, 12, 8, -7, -9, 5, -10, 11, -12}"
12n_0470,"{1, -2, 3, -1, -4, 5, -6, 7, 2, -3, 8, -9, 10, -11, -7, 4, -5, 6, 12, -8, 11, -10, 9, -12}"
12n_0608,"{1, -2, 3, -1, -4, 5, -6, 7, -8, 9, 2, -3, -10, 11, -9, 8, -7, 4, -12, 10, -11, 6, -5, 12}"
12n_0609,"{1, -2, 3, -1, -4, 5, -6, 7, -8, 9, 2, -3, -7, 10, -5, 11, -12, 4, -9, 8, -10, 6, -11, 12}"
12n_0784,"{1, 2, -3, -4, 5, -1, 6, -7, 8, 3, -2, -9, 7, -10, 4, -5, 11, -12, 10, -8, 9, -6, 12, -11}"
12n_0874,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -5, 2, 9, -10, -3, 4, -11, 12, 10, -9, -6, 7, -12, 11, -8}"
