name,gauss_notation
11a_267,"{-1, 2, -3, 4, -5, 1, -6, 7, -8, 3, -9, 5, -10, 6, -7, 11, -4, 9, -2, 8, -11, 10}"
12a_0019,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -4, 7, -8, 9, -10, 11, -6, 5, -7, 12, -9, 10, -11, 8, -12}"
12a_0082,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 5, -4, 10, -6, 7, -11, 12, -8, 9, -12, 11, -10}"
12a_0092,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 5, -4, 10, -11, 9, -6, 7, -8, 12, -10, 11, -12}"
12a_0098,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 10, -4, 5, -10, 11, -6, 12, -8, 7, -12, 9, -11}"
12a_0242,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -4, 7, -9, 10, -11, 12, -6, 5, -10, 11, -12, 9, -8}"
12a_0257,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -4, 9, -10, 7, -11, 12, -6, 5, -12, 11, -8, 10, -9}"
12a_0262,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -4, 9, -10, 7, -8, 11, -12, 10, -6, 5, -9, 12, -11}"
12a_0405,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -8, 9, -10, 7, -4, 11, -12, 5, -6, 10, -9, 12, -11}"
12a_0468,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 7, -6, 10, -11, 9, -8, 12, -4, 5, -10, 11, -12}"
12a_0608,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 10, -11, 12, -4, 9, -8, 7, -10, 11, -6, 5, -12}"
12a_0829,"{1, -2, 3, -4, 5, -1, 2, -3, 6, -7, 8, -9, 4, -5, 10, -11, 9, -6, 12, -10, 11, -8, 7, -12}"
12a_0832,"{1, -2, 3, -4, 5, -1, 2, -3, 6, -7, 8, -9, 4, -5, 10, -8, 7, -11, 12, -10, 9, -6, 11, -12}"
12a_0911,"{1, -2, 3, -4, 5, -1, 2, -6, 7, -3, 8, -9, 10, -11, 12, -5, 6, -7, 4, -12, 11, -8, 9, -10}"
12a_1227,"{1, -2, 3, -4, 5, -6, 7, -1, 8, -3, 9, -10, 4, -5, 6, -11, 12, -8, 2, -9, 10, -7, 11, -12}"
12a_1271,"{1, -2, 3, -4, 5, -6, 7, -1, 8, -9, 10, -3, 4, -11, 12, -8, 2, -7, 6, -5, 11, -10, 9, -12}"
