name,braid_notation
10_115,"{1,-2,1,3,2,2,-4,-3,2,-3,-3,-4}"
11a_56,"{1,1,2,-1,2,1,-3,2,-3,-3,-3,-4,3,-4}"
11a_105,"{1,1,1,-2,1,3,2,2,2,-4,3,-4}"
11a_113,"{-1,-1,-1,2,-1,-1,-3,2,-1,2,-3}"
11a_120,"{-1,-1,-1,-2,1,-2,-2,3,-2,-4,3,-4}"
11a_185,"{-1,-1,-2,1,-2,3,-2,3,3,-4,3,-4}"
11a_265,"{1,1,2,-1,-3,2,4,-3,-3,4,-3,4}"
11a_295,"{-1,-1,-1,-1,-2,1,3,2,-1,-4,-3,2,-3,-4}"
11a_320,"{1,1,1,2,-1,2,-3,-2,1,4,-3,2,2,4,3,3}"
12a_0052,"{1,2,2,3,1,3,1,1,1,1,-2,3,1}"
12a_0147,"{-1,-2,-2,3,3,-2,-2,-2,-2,-2,-1,2,3}"
12a_0548,"{-1,2,2,1,1,2,-3,-4,2,2,2,3,-4,-3}"
12a_0591,"{1,-2,1,2,3,-4,3,3,3,-4,3,2,2,-3}"
12a_0600,"{-1,2,2,2,2,1,1,2,-3,-4,2,3,-4,3}"
12a_0789,"{-1,-1,-1,2,2,3,-1,3,2,2,2,-3,-1}"
12a_1017,"{-1,2,-1,-2,3,-2,3,3,3,3,-2,3,3}"
12a_1063,"{1,-2,3,-4,1,3,-4,3,3,2,-4,-4,-3,2}"
12a_1218,"{-1,2,-1,2,2,2,2,-1,-1,-1,-1,2}"
12a_1281,"{-1,2,3,4,-1,-3,4,-2,4,-2,4,-2,3,-2}"
12n_0018,"{-1,2,-1,2,3,3,4,-5,-2,-2,-3,4,-5}"
12n_0092,"{-1,2,2,-1,-1,-1,-2,3,2,2,-1,3,3}"
12n_0137,"{-1,-1,2,2,-1,-1,-2,3,2,2,-1,3,3}"
12n_0183,"{1,-2,3,4,1,2,4,2,-3,4,2,3}"
12n_0320,"{1,-2,-3,1,-3,2,2,-1,2,-3,-2,1,-2}"
12n_0448,"{-1,2,-1,2,-3,-3,4,-2,3,-2,3,-2,4,3}"
12n_0534,"{-1,2,3,-1,3,-1,-2,1,-2,-3,2,-1,2}"
12n_0698,"{-1,-2,-3,-3,-2,1,-2,3,1,-2,-2,-2,-1}"
12n_0705,"{1,-2,-3,4,1,-2,-2,3,-2,3,3,4,-3,2}"
12n_0788,"{1,-2,1,2,-3,-3,2,2,3,4,-2,-2,-3,4}"
12n_0828,"{-1,2,-3,-3,2,-1,2,3,2,2,-1,2,-1}"
