name,gauss_notation
12a_0069,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -7, 8, -4, 9, -10, 11, -6, 7, -8, 5, -9, 12, -11, 10, -12}"
12a_0102,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 5, -4, 10, -11, 12, -6, 9, -10, 11, -8, 7, -12}"
12a_0107,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 5, -4, 10, -8, 7, -11, 12, -6, 9, -10, 11, -12}"
12a_0328,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 10, -4, 7, -11, 9, -10, 12, -6, 5, -12, 11, -8}"
12a_0455,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -9, 10, -11, 7, -8, 9, -4, 12, -6, 11, -10, 5, -12}"
12a_0543,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -3, 2, -4, 11, -12, 9, -6, 5, -10, 12, -8, 7, -11}"
12a_0630,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 7, -10, 11, -6, 12, -4, 9, -8, 10, -11, 5, -12}"
12a_0857,"{1, -2, 3, -4, 5, -1, 6, -3, 7, -8, 9, -10, 4, -11, 12, -5, 10, -7, 8, -9, 2, -6, 11, -12}"
12a_0962,"{1, -2, 3, -4, 5, -1, 6, -7, 2, -3, 8, -9, 10, -11, 12, -8, 4, -5, 9, -12, 7, -6, 11, -10}"
12a_1195,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 4, -10, 2, -11, 12, -8, 9, -3, 10, -5, 7, -12, 11, -6}"
