name,braid_notation
12a_0017,"{-1,2,-1,2,-3,4,4,-3,4,2,2,-3}"
12a_0090,"{1,-2,-2,-3,1,-3,4,1,2,-3,2,4,4,3}"
12a_0138,"{-1,2,-3,-1,2,-3,2,4,-3,4,4,4}"
12a_0228,"{-1,2,-3,4,-1,-3,2,-3,-3,4,-3,2}"
12a_0267,"{1,-2,1,2,3,3,4,-2,4,4,3,-2,3,-2,-4,-3}"
12a_0283,"{-1,2,-3,4,-1,-3,-3,4,-3,4,2,-3}"
12a_0604,"{-1,2,3,-4,5,-1,-3,5,2,4,-3,2,4,5,-3}"
12a_0609,"{1,-2,-3,-3,4,-2,-1,-1,2,-3,-2,4,-2,4,-2,3}"
12a_0687,"{1,-2,-3,4,-5,1,2,-3,4,2,4,3,3,-4,-5}"
12a_0734,"{-1,2,2,-3,-1,-1,2,2,3,3,2,-1,2}"
12a_0871,"{1,-2,1,-2,-2,-2,1,3,-2,1,-2,-3,-3}"
12a_0901,"{1,-2,-3,1,-3,2,-3,-3,-3,-4,2,2,3,-4}"
12a_1071,"{-1,2,3,3,2,-1,2,-3,-1,2,2,2,-1}"
12a_1175,"{-1,2,2,3,-1,3,-1,2,-1,2,-3,2,2}"
12a_1198,"{-1,2,-1,-2,3,-2,3,4,4,3,-2,3,-4,3}"
