name,gauss_notation
11a_301,"{-1, 2, -3, 4, -5, 1, -6, 7, -8, 3, -4, 9, -10, 6, -11, 8, -9, 5, -2, 11, -7, 10}"
12a_0005,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -4, 7, -8, 5, -6, 9, -10, 8, -7, 11, -12, 10, -9, 12, -11}"
12a_0084,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 10, -4, 5, -6, 11, -10, 12, -8, 9, -12, 7, -11}"
12a_0149,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -9, 10, -11, 5, -4, 11, -6, 12, -8, 9, -12, 7, -10}"
12a_0318,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 10, -4, 7, -8, 9, -11, 12, -6, 5, -12, 11, -10}"
12a_0343,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -9, 10, -4, 5, -11, 12, -10, 9, -8, 7, -12, 11, -6}"
12a_0441,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 7, -8, 9, -10, 11, -6, 12, -4, 10, -9, 8, -11, 5, -12}"
12a_0501,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -3, 2, -4, 11, -6, 12, -8, 9, -10, 7, -12, 5, -11}"
12a_0639,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 7, -8, 9, -10, 11, -4, 12, -6, 10, -11, 5, -12}"
12a_0680,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 7, -8, 9, -10, 5, -11, 12, -4, 10, -6, 11, -12}"
12a_0770,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -11, 2, -3, 11, -8, 7, -4, 12, -10, 9, -6, 5, -12}"
12a_0945,"{1, -2, 3, -4, 5, -1, 2, -6, 7, -3, 8, -9, 10, -11, 4, -7, 6, -5, 12, -8, 11, -10, 9, -12}"
12a_1086,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -9, 10, -3, 4, -11, 12, -8, 2, -5, 11, -10, 9, -12, 7, -6}"
