name,braid_notation
6_2,"{1,1,1,-2,1,-2}"
7_2,"{1,1,1,2,-1,2,3,-2,3}"
8_15,"{1,1,-2,1,3,2,2,2,3}"
9_10,"{1,1,2,-1,2,2,2,2,3,-2,3}"
9_11,"{-1,-1,-1,-1,2,-1,-3,2,-3}"
9_31,"{1,1,-2,1,-2,3,-2,3,3}"
9_39,"{-1,-1,-2,1,3,2,-1,-4,-3,2,-3,-4}"
10_5,"{-1,-1,-1,-1,-1,-1,2,-1,2,2}"
10_18,"{1,1,1,2,-1,2,-3,2,-3,-4,3,-4}"
10_24,"{1,1,2,-1,2,2,2,3,-2,-4,3,-4}"
10_61,"{1,1,1,-2,1,1,1,-2,-3,2,-3}"
10_71,"{-1,-1,2,-1,-3,2,2,4,-3,4}"
10_89,"{-1,2,-1,2,3,-2,-1,-4,-3,2,-3,-4}"
10_90,"{-1,-1,2,-1,2,3,-2,-1,3,2,2}"
10_104,"{-1,-1,-1,2,2,-1,2,-1,2,2}"
10_111,"{1,1,2,2,-3,2,2,-1,2,-3,2}"
10_123,"{1,-2,1,-2,1,-2,1,-2,1,-2}"
10_125,"{-1,-1,-1,-1,-1,2,1,1,1,2}"
10_128,"{1,1,1,2,1,1,2,2,3,-2,3}"
10_146,"{-1,-1,2,-1,2,1,-3,2,-1,2,-3}"
10_152,"{1,1,1,2,2,1,1,2,2,2}"
11a_27,"{-1,-1,-1,-2,1,3,-2,3,-2,-4,3,-4}"
11a_28,"{-1,-1,2,-1,2,2,2,-1,-3,2,-3}"
11a_35,"{1,1,-2,1,-2,-2,3,-2,-2,3,3}"
11a_36,"{-1,-1,-1,-2,1,-2,-2,-3,2,4,3,3,3,4}"
11a_57,"{-1,-1,-1,-1,2,2,1,3,-2,-2,-2,3,3}"
11a_62,"{-1,-1,-1,-1,-1,2,-1,-1,-3,2,-3}"
11a_79,"{-1,-1,2,-1,-1,2,-1,2,-3,2,-3}"
11a_87,"{1,1,2,-1,2,2,3,-2,-4,-3,2,-3,-3,-4}"
11a_96,"{-1,2,-1,2,-3,2,4,-3,-5,4,-5}"
11a_98,"{-1,-1,-2,1,3,-2,3,4,-3,4,-5,4,-5}"
11a_102,"{1,1,-2,1,3,-2,-1,-4,3,-2,3,3,3,-4}"
11a_108,"{1,1,-2,-2,-2,1,-2,-2,3,-2,3}"
11a_115,"{1,1,1,2,-1,-3,-2,-2,-2,4,3,-2,3,4}"
11a_119,"{-1,2,-1,2,3,-2,3,3,4,-3,-5,4,-5}"
11a_139,"{1,1,1,-2,1,3,-2,-2,-2,3,3}"
11a_169,"{-1,-1,-2,1,3,-2,-4,3,-2,3,3,-4}"
11a_181,"{1,1,2,-1,2,2,-3,2,2,-4,3,-2,-4,-3}"
11a_197,"{1,1,1,2,-1,-3,-2,-2,4,3,-2,3,4,4}"
11a_199,"{-1,-1,-1,2,-1,2,-3,2,2,4,-3,-2,4,-3}"
11a_227,"{1,1,1,2,2,-3,2,-1,2,3,3,2,2}"
11a_231,"{1,1,-2,-2,-2,1,3,-2,-2,-2,3}"
11a_236,"{1,1,1,1,2,-1,2,2,2,3,-2,3,3}"
11a_255,"{-1,-1,-1,2,-1,-3,2,-1,2,-3,2}"
11a_266,"{-1,2,-1,2,-3,2,-1,-3,2,-3,2}"
11a_274,"{-1,-1,2,2,-1,-3,2,-1,2,-3,2}"
11a_291,"{1,1,2,2,2,2,-3,2,-1,2,3,3,2}"
11a_313,"{-1,-1,-2,1,-2,-3,2,4,3,3,-5,-4,3,-4,-5}"
11a_316,"{1,1,1,-2,-2,3,-2,1,-2,3,-2}"
11a_321,"{-1,-1,-1,2,-1,-3,2,-1,-3,2,-4,3,-2,-4}"
11a_324,"{-1,-1,-2,1,3,-2,-4,3,-2,-4,3,-5,4,-3,-5}"
11a_327,"{1,1,2,-1,-3,-2,1,-2,4,3,-2,3,3,4}"
11a_339,"{1,1,1,1,1,2,-1,2,3,-2,3,3,3}"
11a_351,"{1,-2,1,3,-2,1,3,-2,-2,-2,3}"
11a_367,"{1,1,1,1,1,1,1,1,1,1,1}"
11n_11,"{1,1,1,1,2,-1,2,-1,-3,2,-3}"
11n_18,"{1,1,2,-1,2,2,3,-2,-2,-4,3,-4}"
11n_22,"{1,1,2,-1,2,1,3,-2,-2,3,3}"
11n_30,"{1,1,1,2,1,1,2,3,-2,-4,3,-4}"
11n_62,"{1,1,1,2,-1,-1,-3,2,-3,-4,3,-4}"
11n_65,"{-1,-2,1,-2,-2,-3,2,-1,2,2,-3}"
11n_86,"{1,1,2,-1,-1,-3,2,-1,2,2,-3}"
11n_88,"{1,1,1,1,2,1,1,1,-3,2,-3}"
11n_95,"{1,1,1,2,-1,2,3,2,-1,2,3}"
11n_112,"{1,1,2,-1,2,-3,2,-1,2,2,-3}"
11n_115,"{1,1,2,-1,3,-2,-2,-4,3,-2,3,-4}"
11n_127,"{-1,-1,-2,1,1,-2,-2,-1,-3,2,-3}"
11n_142,"{1,1,2,-1,-3,-2,-4,3,-2,3,-4,-3}"
11n_149,"{1,1,1,2,1,-3,2,1,-3,2,-3}"
11n_156,"{1,1,2,-1,-3,2,-1,-3,2,-3,2}"
11n_162,"{1,1,2,-1,2,1,3,-2,-1,3,2,4,-3,4}"
11n_179,"{-1,-1,2,-1,-1,2,1,-3,2,-1,2,3,3}"
11n_180,"{1,1,1,1,2,-1,3,-2,1,1,3,2,2}"
12a_0011,"{-1,2,-1,2,3,-4,-4,3,-4,-2,-4,-2,-4,-3}"
12a_0013,"{-1,2,-1,2,3,-4,3,3,-4,3,-4,-2,-2,-3}"
12a_0015,"{-1,2,-1,2,3,-4,3,3,-4,3,-2,-2,-3,-4}"
12a_0027,"{-1,2,-1,2,3,-4,-5,4,-5,-4,3,-4,-2,-2,-3}"
12a_0032,"{-1,2,-1,2,3,4,-5,-5,4,3,-4,-5,-2,-2,-3}"
12a_0039,"{1,-2,-2,3,-4,1,1,-2,-2,3,-2,-4}"
12a_0049,"{1,-2,-2,-3,-4,1,-4,1,-3,-2,-2,3,-4,3,-2,4}"
12a_0076,"{1,2,3,-4,-5,3,-4,-2,3,-4,5,4,4,3,2,1,-2}"
12a_0093,"{1,1,1,2,2,3,1,3,1,1,-2,3,1}"
12a_0146,"{1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2}"
12a_0163,"{1,2,-3,2,-3,1,-3,4,-2,4,5,3,5,-4,5}"
12a_0168,"{-1,2,-1,-2,-3,4,4,-3,-3,-3,4,-2,-2,3}"
12a_0181,"{-1,2,3,-1,-2,3,2,-4,5,-6,3,-4,5,-6}"
12a_0183,"{-1,2,3,-1,3,4,-5,2,-3,4,-5,-6,5,-6}"
12a_0198,"{-1,2,-3,4,-1,2,4,-3,2,4,-5,4,-5,-3,-4}"
12a_0208,"{-1,2,3,-4,-1,3,-4,-5,-4,3,-4,-2,5,3,2}"
12a_0220,"{-1,2,-3,4,-1,-3,4,2,2,2,-3,2}"
12a_0224,"{-1,2,-3,4,-1,2,2,-3,4,2,-3,2}"
12a_0236,"{-1,2,2,3,3,2,-1,2,2,2,2,2,-3}"
12a_0265,"{-1,2,-3,4,-1,-3,2,-3,4,-3,2,4}"
12a_0270,"{1,-2,1,2,3,-4,3,-4,5,4,-3,4,3,-5,2,2,-3}"
12a_0277,"{1,-2,1,2,3,3,3,3,4,2,2,-3,4,4}"
12a_0296,"{1,-2,-3,4,-5,1,-2,3,4,-2,3,3,4,4,-5}"
12a_0323,"{1,-2,-3,1,1,2,-3,-3,-4,2,-4,2,3,-4}"
12a_0338,"{1,-2,-3,4,1,4,5,3,5,3,-4,-2,3,-4,-5}"
12a_0347,"{-1,2,3,-1,-2,3,-4,3,-2,3,-2,4,4,4}"
12a_0353,"{-1,2,2,-3,1,-3,4,1,-2,4,-2,3,3,-4,3,2}"
12a_0380,"{-1,2,-1,-2,3,-2,-3,-4,5,5,-4,-3,-2,4,5}"
12a_0391,"{-1,2,2,3,1,3,1,3,3,2,-3,4,2,-3,4,3}"
12a_0403,"{-1,2,-3,-4,5,-1,-3,-4,2,3,3,4,4,5,-3}"
12a_0410,"{1,-2,1,2,2,2,3,-4,-3,-3,2,2,3,-4,3,3}"
12a_0428,"{-1,2,2,3,-1,3,-1,-1,2,-1,2,2,-3}"
12a_0431,"{-1,2,2,3,1,1,2,2,3,-4,3,-2,3,3,4,4}"
12a_0436,"{1,-2,3,-4,1,-4,1,-2,3,-4,-4,-4}"
12a_0438,"{-1,2,-1,2,-3,2,-3,-2,3,-2,3,-4,3,-4}"
12a_0446,"{1,-2,3,-4,1,3,1,3,-4,-2,3,-4}"
12a_0447,"{1,-2,-3,4,-5,1,2,-3,-2,-5,1,4,-5}"
12a_0449,"{1,2,2,3,-4,-2,-1,-2,3,-2,-4,5,-4,3,-2,-4,-5}"
12a_0452,"{1,-2,-3,4,1,-3,1,-2,3,-2,4,-2,-3,4}"
12a_0466,"{-1,2,-3,-4,-1,-2,-2,3,-4,-2,-2,3,-2,3}"
12a_0497,"{1,-2,3,-4,-2,3,-4,3,-2,1,1,-2}"
12a_0514,"{1,-2,-2,-1,-1,-2,3,-2,-3,4,-3,4,4,-3}"
12a_0540,"{-1,2,3,-4,-2,3,-4,3,2,1,1,2,2,2}"
12a_0545,"{-1,2,-1,-2,3,3,4,4,3,3,-4,-2,-2,3}"
12a_0546,"{1,-2,3,4,-5,1,4,-5,-3,4,2,-3,2,4,-3}"
12a_0573,"{-1,-1,-1,2,2,3,-1,3,-1,2,-1,2,-3}"
12a_0584,"{-1,2,-3,4,-1,4,4,4,-3,4,2,-3}"
12a_0594,"{1,-2,-3,-4,2,3,-4,-3,-2,1,1,-2,-2,-2}"
12a_0599,"{-1,-1,-1,-2,3,3,-2,-2,1,-2,3,-2,-1}"
12a_0625,"{-1,2,-3,-4,5,-1,3,5,-2,-4,3,-2,-4,5,3}"
12a_0629,"{1,2,-3,4,-3,-2,-2,-3,4,1,1,-2,-3,4}"
12a_0637,"{1,-2,-3,4,1,4,-3,2,-3,4,-3,-2,-2,-3}"
12a_0643,"{1,-2,1,2,-3,-3,-3,-3,2,2,-3,-4,3,-4}"
12a_0650,"{-1,-2,3,-4,5,1,-2,3,-2,5,-1,-4,5}"
12a_0654,"{-1,2,2,1,1,2,3,-4,3,3,-2,3,-4,3}"
12a_0667,"{-1,2,2,3,-1,3,-1,-1,2,2,2,-3,-1}"
12a_0675,"{-1,2,3,3,-2,3,-1,3,3,2,-1,2,2}"
12a_0686,"{-1,2,2,3,-4,3,2,2,1,1,2,-3,2,-4}"
12a_0688,"{-1,2,3,-1,3,-2,3,3,3,2,-1,2,2}"
12a_0691,"{-1,2,-3,4,5,6,-1,2,-3,-5,6,-4,5,4}"
12a_0695,"{1,2,-3,4,-3,2,2,1,1,-2,-3,2,4,-3}"
12a_0700,"{1,2,-3,2,1,1,-2,-3,4,-3,2,-3,4,-3}"
12a_0702,"{-1,2,-3,4,-1,-3,-3,2,-3,4,-3,-3}"
