name,braid_notation
10_45,"{1,-2,1,-2,3,-2,3,-4,3,-4}"
10_92,"{1,1,1,2,2,-3,2,-1,2,-3,2}"
11a_40,"{1,1,1,1,-2,1,3,-2,-2,3,3}"
11a_143,"{-1,-1,-2,1,-2,3,-2,-2,-2,-4,3,-4}"
11a_153,"{1,1,1,2,-1,-3,2,4,-3,-3,-3,4}"
11a_180,"{-1,-1,-1,2,-1,2,2,2,-3,2,-3}"
11a_224,"{1,1,1,1,2,-1,-3,2,4,-3,4,4}"
11a_330,"{1,-2,-2,-2,3,-2,1,-2,3,-2,-2}"
11a_337,"{1,1,2,-1,2,2,2,3,-2,3,3,4,-3,4}"
11n_35,"{1,1,-2,1,-2,1,3,2,2,3,3}"
11n_43,"{1,1,-2,1,-2,1,3,2,2,2,3}"
12a_0056,"{1,-2,1,2,3,4,4,5,3,-4,2,5,2,-3,5}"
12a_0496,"{-1,2,-1,2,-3,2,2,3,-1,3,2,-1,2}"
12a_0690,"{-1,2,3,-4,5,6,-1,3,-5,6,2,-4,5,-3}"
12a_0717,"{-1,-2,3,3,-2,3,-2,-2,-2,-2,-2,-1,2}"
12a_0774,"{1,-2,1,2,-3,-4,-5,3,4,-5,-4,-3,2,2,-3}"
12a_0826,"{-1,2,-1,-2,3,3,-2,-2,-2,-2,3,3,3}"
12a_0850,"{1,-2,1,-2,-2,1,1,1,1,1,1,-2}"
12a_0881,"{-1,2,3,-1,3,-1,-1,-1,-1,2,-3,2,-1}"
12a_1061,"{-1,2,-1,-1,2,-3,2,-1,2,2,3,3,2}"
12a_1079,"{-1,2,3,3,2,-1,2,-1,2,2,-3,2,-1}"
12a_1189,"{-1,-2,3,-2,3,-2,-4,3,1,3,1,2,-3,2,4,4}"
12n_0014,"{-1,2,-1,2,-3,-3,2,2,3,-4,3,-4}"
12n_0155,"{1,2,2,-1,2,3,-2,-2,3,3,2,2,1}"
12n_0186,"{-1,-2,-2,-2,-2,-1,2,3,-2,-2,-1,3,3}"
12n_0252,"{1,-2,-3,-4,1,3,3,3,-4,-2,3,-2,-3,-3}"
12n_0262,"{-1,2,-1,-2,-3,-3,2,-3,-4,2,3,3,3,-4}"
12n_0298,"{-1,2,3,-4,-1,-2,3,-2,3,-4,3,2}"
12n_0492,"{-1,-2,3,3,2,2,-1,-1,2,3,-2,-1,2}"
12n_0515,"{-1,2,2,3,1,3,1,-2,3,4,-2,-3,4,3}"
12n_0658,"{1,-2,3,1,3,3,2,2,2,-3,2,-3,-3}"
12n_0677,"{-1,2,3,1,3,1,1,1,2,-3,2,-1,2}"
12n_0683,"{-1,2,-1,2,-1,-1,-1,-2,1,-2,-2,-2}"
12n_0715,"{1,-2,-3,4,2,3,-4,3,-2,3,-1,4,-1,-2}"
12n_0773,"{1,-2,-2,3,3,-2,1,-2,-2,-2,-3,-2,-2}"
12n_0789,"{1,-2,1,2,3,3,-4,-2,-3,-3,-4,-2,3,-4}"
