name,braid_notation
8_17,"{1,1,-2,1,-2,1,-2,-2}"
9_13,"{1,1,1,1,2,-1,2,2,3,-2,3}"
9_14,"{-1,-1,-2,1,3,-2,3,-4,3,-4}"
9_36,"{-1,-1,-1,2,-1,-1,-3,2,-3}"
10_6,"{1,1,1,1,1,1,2,-1,-3,2,-3}"
10_34,"{-1,-1,-1,-2,1,-2,-3,2,4,-3,4,4}"
10_113,"{1,1,1,2,-3,2,-1,2,-3,2,-3}"
10_135,"{-1,-1,-1,-2,1,-2,3,2,2,2,3}"
11a_107,"{-1,-1,-2,1,-2,-2,-3,2,4,3,3,3,4,4}"
11a_137,"{-1,-1,2,-1,2,1,3,-2,-1,-4,3,-2,-4,3}"
11a_159,"{1,1,-2,1,3,-2,-4,3,5,-4,5}"
11a_170,"{1,1,-2,3,-2,1,-2,3,-2,3,-2}"
11a_176,"{1,1,1,-2,1,-2,-2,3,-2,3,3}"
11a_202,"{1,1,1,1,-2,1,3,-2,-1,-4,3,-2,3,-4}"
11a_234,"{1,1,1,1,1,1,1,1,2,-1,2,2}"
11a_296,"{-1,-1,-2,1,-2,-3,2,4,3,-2,-5,-4,3,-4,-5}"
11a_347,"{1,1,-2,-1,3,-2,1,-4,3,-2,3,3,-4,3}"
11a_350,"{1,-2,1,-2,-2,3,-2,1,3,-2,3}"
11n_16,"{1,1,2,-1,2,2,3,2,2,-4,3,-4}"
11n_53,"{1,1,1,-2,-1,-1,-2,-2,3,-2,3}"
11n_147,"{1,1,2,1,-3,2,1,-3,2,2,-3}"
12a_0025,"{-1,2,-1,2,3,4,-5,-3,4,-5,4,3,-2,-2,-3}"
12a_0041,"{-1,-1,-1,-2,-2,1,-2,3,-2,-2,-1,3,3}"
12a_0059,"{1,-2,1,-2,3,3,2,2,-3,4,-3,-3,4,4}"
12a_0063,"{1,-2,1,-2,3,3,4,2,4,2,-3,-3,4,-3}"
12a_0068,"{-1,2,-3,-1,2,-3,2,4,5,-3,-4,5,-4}"
12a_0142,"{1,2,2,1,1,-2,-3,4,2,4,4,-3,4,-3}"
12a_0232,"{-1,2,2,-3,4,1,4,1,-2,3,3,-2,-4,3,3,2}"
12a_0271,"{-1,2,-3,-4,-1,-1,2,-3,2,-4,2,2,-3,4}"
12a_0317,"{1,-2,-3,-3,-4,-2,3,1,1,-2,-2,-3,4,-3,4,-2}"
12a_0322,"{1,-2,1,2,3,3,4,4,4,3,-2,3,3,-2,-4,-3}"
12a_0337,"{1,-2,3,4,1,-3,4,2,-5,2,-3,4,2,-3,-5}"
12a_0352,"{-1,2,-3,-4,-1,-2,-4,3,-2,3,-4,3,-4,3}"
12a_0354,"{-1,-2,3,-2,-2,1,1,2,3,4,4,4,3,-2,3,-4}"
12a_0398,"{1,-2,3,-4,1,3,1,3,-2,3,-4,3}"
12a_0420,"{1,-2,1,2,3,3,4,2,2,-3,4,4,4,4}"
12a_0463,"{1,-2,-3,4,-5,1,2,-3,4,-2,4,4,-5}"
12a_0506,"{-1,2,-1,2,-3,2,-3,4,-3,4,-3,2}"
12a_0519,"{-1,2,2,2,2,3,3,2,2,2,-1,2,-3}"
12a_0549,"{-1,-2,3,4,4,5,5,4,-3,4,-2,-5,-1,2,3}"
12a_0589,"{-1,-2,3,3,-2,-2,1,-2,3,-2,-2,-2,-1}"
12a_0645,"{-1,-1,2,3,-1,3,3,2,-1,2,-3,2,2}"
12a_0709,"{-1,2,-3,-1,2,-3,4,-3,2,-3,-3,4}"
12a_0760,"{1,-2,1,2,-3,-3,-3,-4,3,-4,-3,2,2,-3}"
12a_0779,"{-1,-2,3,4,-2,4,-5,-4,3,-2,-4,-1,5,4,2,3,-4}"
12a_0845,"{-1,2,-1,-2,3,-2,-3,4,-3,-4,3,-2,3,3,3,4}"
12a_0883,"{-1,2,-1,-2,3,-2,3,-4,3,2,-3,-3,-4,3,-2,3}"
12a_0953,"{-1,-2,3,3,-2,1,1,2,-3,2,3,3,4,-3,4,3}"
12a_1004,"{1,-2,3,1,3,4,2,4,2,4,3,-2,3,2,-4,3}"
12a_1037,"{1,1,2,-1,2,2,3,-2,4,-3,2,4,3,3,5,-4,5}"
12a_1082,"{-1,2,3,-1,3,3,2,2,2,-3,2,-4,3,-4}"
12a_1116,"{1,-2,-2,-3,1,-3,-2,-2,-2,3,1,-2,-2}"
12a_1120,"{1,-2,-2,-2,-2,-2,1,-2,1,1,-2,1}"
12a_1160,"{1,1,2,-1,2,2,3,-2,-2,-4,3,2,-4,-5,4,3,-5}"
12a_1199,"{1,-2,-2,1,-2,1,1,1,-2,1,-2,-2}"
12a_1287,"{-1,2,-3,4,5,6,-1,-3,-5,6,-2,-4,5,4,3,-2}"
12n_0015,"{1,-2,1,-2,-3,-3,-2,-2,3,-4,3,-4}"
12n_0045,"{-1,2,3,-1,-2,3,2,4,4,-3,4,-3}"
12n_0055,"{1,-2,-2,3,-4,1,1,2,2,2,3,-4}"
12n_0100,"{1,2,2,3,4,1,4,1,3,2,2,-3,4,-3,2,-4}"
12n_0140,"{1,2,2,3,4,1,1,2,-3,2,-3,4,-3,-3}"
12n_0168,"{1,2,2,2,2,-1,2,3,-2,-2,1,3,3}"
12n_0196,"{1,2,2,1,1,-2,-3,-4,2,2,2,3,-4,-3}"
12n_0207,"{1,2,2,3,1,3,-4,1,2,3,2,-4,3,-2}"
12n_0223,"{1,-2,-2,3,1,1,-2,3,3,-2,4,-3,2,4}"
12n_0228,"{1,2,2,1,1,-2,3,-4,3,2,3,2,-4,3}"
12n_0275,"{1,-2,3,-4,1,-2,-4,-3,2,-3,-4,3}"
12n_0287,"{-1,2,-3,-1,2,-3,-4,-3,2,-3,2,-4}"
12n_0296,"{-1,2,3,-4,-1,3,-4,2,2,2,3,2}"
12n_0302,"{-1,2,-1,2,-3,4,2,4,3,-2,3,-4,2,-3}"
12n_0407,"{1,-2,1,2,3,-2,3,2,-3,2,3,3,3}"
12n_0410,"{-1,2,2,3,1,1,-2,3,4,-2,-2,-3,4,3}"
12n_0468,"{1,2,2,2,2,1,1,-2,-2,-2,-2,-2}"
12n_0528,"{-1,-1,-2,-2,-3,-1,2,-1,-2,-2,-3,-3,2}"
12n_0688,"{1,1,1,2,2,2,2,1,1,2,2,2}"
12n_0759,"{-1,2,3,3,2,1,1,2,-3,-4,2,3,-4,-3}"
