name,gauss_notation
12a_0040,"{1, -2, 3, -1, 4, -5, 2, -3, 6, -7, 8, -4, 5, -6, 9, -10, 11, -8, 7, -11, 12, -9, 10, -12}"
12a_0073,"{1, -2, 3, -1, 4, -5, 6, -3, 2, -7, 8, -4, 9, -10, 5, -8, 7, -6, 11, -12, 10, -9, 12, -11}"
12a_0399,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 10, -11, 12, -4, 7, -10, 11, -6, 5, -12, 9, -8}"
12a_0412,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 10, -11, 12, -4, 7, -8, 11, -10, 9, -6, 5, -12}"
12a_0432,"{1, -2, 3, -1, 4, -5, 6, -7, 2, -3, 8, -9, 7, -6, 10, -11, 5, -4, 12, -8, 9, -10, 11, -12}"
12a_0489,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -3, 2, -9, 10, -8, 7, -11, 12, -10, 9, -4, 5, -12, 11, -6}"
12a_0526,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 9, -4, 10, -6, 11, -12, 5, -10, 7, -11, 12, -8}"
12a_0559,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 10, -6, 11, -4, 12, -10, 9, -8, 7, -11, 5, -12}"
12a_0598,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 2, -3, 10, -11, 9, -4, 12, -10, 11, -6, 7, -8, 5, -12}"
12a_0747,"{1, -2, 3, -1, 4, -5, 6, -7, 8, -9, 10, -11, 2, -3, 7, -6, 12, -4, 11, -8, 9, -10, 5, -12}"
12a_0932,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 2, -9, 10, -8, 4, -5, 11, -12, 7, -10, 9, -6, 12, -11}"
12a_0954,"{1, -2, 3, -4, 5, -1, 6, -7, 8, -3, 4, -9, 10, -11, 7, -6, 12, -5, 2, -8, 9, -10, 11, -12}"
12a_1263,"{1, -2, 3, -4, 5, -6, 7, -1, 8, -9, 10, -3, 6, -11, 12, -5, 4, -10, 2, -7, 11, -12, 9, -8}"
