name,braid_notation
11a_301,"{-1,-1,2,-1,-3,2,-1,-3,2,-3,2}"
12a_0005,"{-1,2,-1,2,3,3,4,-5,2,2,-3,4,-5}"
12a_0084,"{1,-2,-2,1,1,-2,3,-4,-2,-4,3,-4}"
12a_0149,"{1,2,2,1,1,-2,-3,2,-3,4,-3,4,4,-3}"
12a_0318,"{-1,2,-3,4,-1,4,-3,2,-3,-3,4,-3}"
12a_0343,"{1,-2,-3,4,1,2,4,-3,2,4,-5,-3,4,3,-5}"
12a_0441,"{-1,2,2,-3,1,-3,1,-2,-2,3,3,3,4,-3,2,4}"
12a_0501,"{-1,2,-3,4,-1,-3,4,2,4,4,-3,2}"
12a_0639,"{-1,2,3,-1,3,-1,-2,3,3,3,2,-1,2}"
12a_0680,"{-1,-1,2,2,-3,-1,2,-1,2,3,3,3,3}"
12a_0770,"{1,1,1,2,-1,2,3,-2,3,4,-3,2,-5,4,-3,-5,-4}"
12a_0945,"{1,-2,3,4,4,3,-2,3,-4,3,-1,3,-1,-2}"
12a_1086,"{1,-2,1,2,-3,-4,2,-4,-3,-3,2,-3,4,-3}"
