name,braid_notation
9_21,"{-1,-1,-2,1,-2,3,-2,-4,3,-4}"
9_22,"{-1,2,-1,2,-3,2,2,2,-3}"
10_7,"{1,1,2,-1,2,3,-2,3,3,-4,3,-4}"
10_11,"{1,1,1,1,2,-1,-3,2,-3,-4,3,-4}"
10_15,"{-1,-1,-1,-1,2,-1,2,3,-2,3,3}"
10_151,"{-1,-1,-1,-2,1,1,-3,2,-1,-3,2}"
11a_59,"{1,1,-2,1,-2,-3,2,-3,-4,3,5,-4,5}"
11a_91,"{-1,-1,2,-1,2,2,3,-2,3,-4,3,-4}"
11a_128,"{1,-2,-1,3,-2,-1,3,-2,-4,3,5,-4,5}"
11a_261,"{-1,-1,-1,2,-1,-3,2,-3,2,-3,-3}"
11a_275,"{1,1,1,-2,1,3,-2,-1,4,-3,2,2,4,3}"
11a_292,"{1,1,2,-1,2,1,-3,2,-1,2,3,3,3,4,-3,4}"
11a_344,"{1,1,1,1,2,-1,3,2,2,-4,3,-2,3,-4}"
11n_3,"{-1,-1,-1,-2,1,-2,3,2,2,-4,3,-4}"
11n_54,"{1,1,2,-1,-1,2,1,3,-2,3,3}"
11n_128,"{1,1,-2,1,-2,1,-3,2,1,-3,-2}"
11n_129,"{-1,-1,-2,1,-2,-2,3,-2,1,-2,3}"
12a_0062,"{-1,2,3,-4,-1,-4,5,3,5,2,-4,5,-3}"
12a_0097,"{1,2,3,4,4,5,3,5,2,-4,5,-3,2,1,-2}"
12a_0137,"{-1,2,-3,-1,2,-3,2,-3,-3,4,-3,4}"
12a_0172,"{-1,2,-3,-1,-3,2,-3,-3,-3,4,-3,4}"
12a_0200,"{-1,2,3,-1,3,-4,3,-2,-2,-2,3,-2,-4,-3}"
12a_0326,"{-1,2,2,-3,-4,2,1,-4,3,3,4,5,2,-3,-4,2,5}"
12a_0444,"{1,-2,3,-4,5,1,-3,5,2,4,-3,2,4,4,5}"
12a_0478,"{-1,2,-3,-1,-3,4,-3,-3,4,2,-3,4}"
12a_0508,"{-1,2,2,1,1,2,2,2,-3,-4,2,3,-4,3}"
12a_0516,"{1,-2,3,4,-2,3,4,3,-2,3,1,-4,1,-2}"
12a_0603,"{-1,2,3,-4,-1,-2,3,-2,3,4,4,4,3,-2}"
12a_0614,"{-1,2,-3,4,-1,2,4,5,3,5,3,-4,3,-4,-5}"
12a_0697,"{-1,2,-3,-1,-3,4,2,-3,2,4,-3,4}"
12a_0716,"{1,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2}"
12a_0772,"{-1,2,3,-1,3,-4,3,-2,3,-2,4,4,4,4}"
12a_0776,"{-1,2,-3,4,-1,-2,4,-2,3,3,3,-2,3,4}"
12a_0805,"{1,-2,1,-2,1,-2,1,-2,-2,-2,-2,-2}"
12a_0841,"{-1,2,-3,4,2,2,2,-3,-4,3,2,-3,1,4,1,2}"
12a_0959,"{-1,2,-1,-2,3,-4,2,-4,-3,2,-3,4,2,-3,-3,-3}"
12a_0997,"{-1,2,3,3,2,-1,2,2,2,-3,-1,2,-1}"
12a_1049,"{-1,2,3,-1,3,-2,3,4,-2,-2,-2,-2,-3,4}"
12a_1065,"{1,-2,3,-2,3,-4,3,-2,4,1,-2,3,-2,4}"
12a_1104,"{1,-2,3,-4,1,2,-3,-3,2,-3,-3,2,-3,-4}"
12a_1112,"{-1,2,-3,4,2,3,1,3,1,3,3,2,-3,2,3,4}"
12a_1144,"{1,-2,1,2,-3,2,-3,-4,3,-4,5,-4,3,-4,-3,-5,2}"
12a_1230,"{1,-2,1,-2,1,1,-2,-2,1,1,-2,1}"
12a_1266,"{-1,2,3,-1,3,-4,3,-2,3,3,4,4,3,-2}"
12n_0058,"{-1,2,-1,2,-3,-4,-4,-3,-2,-2,-3,4,-3,-4}"
12n_0077,"{1,-2,1,2,3,4,3,4,3,4,2,4,2,-3}"
12n_0089,"{1,-2,3,3,2,2,1,1,1,2,-3,-2,1}"
12n_0134,"{1,1,2,2,3,-1,3,-1,-2,3,1,3,3}"
12n_0142,"{1,-2,-3,4,1,-3,4,2,2,2,-3,-2}"
12n_0184,"{1,-2,-2,3,1,3,-4,1,-2,3,-2,-4,-4,-3}"
12n_0222,"{1,2,2,3,1,3,4,1,2,-3,2,4,-3,-2}"
12n_0234,"{1,-2,-2,1,1,2,2,2,2,2,2,2}"
12n_0239,"{-1,-2,-3,1,-3,1,-2,-2,-2,3,-2,-1,2}"
12n_0358,"[{-1,2,-3,-1,-3,2,-1,2,3,-1,-2,1,-2},{-1,-2,1,-2,3,-2,-1,-4,3,2,-4,-3}]"
12n_0372,"{1,1,1,2,2,3,-1,3,-1,2,-1,2,-3}"
12n_0445,"{1,-2,3,1,-2,3,-4,3,-2,3,2,4,4,4}"
12n_0458,"{1,-2,-3,4,1,-3,1,-2,-3,4,-3,4}"
12n_0467,"{1,-2,-2,-2,-2,1,1,2,2,2,2,2}"
12n_0477,"{-1,2,3,4,-3,4,2,2,3,2,3,1,1,2}"
12n_0738,"{-1,2,2,1,1,2,2,3,3,2,-1,2,-3}"
