name,braid_notation
10_27,"{-1,-1,-1,-1,-2,1,-2,3,-2,3,3}"
10_41,"{-1,2,-1,2,2,-3,2,4,-3,4}"
10_80,"{1,1,1,-2,1,1,3,2,2,2,3}"
10_94,"{1,1,1,-2,1,1,-2,-2,1,-2}"
11a_55,"{1,1,-2,1,3,-2,-2,-2,-2,-2,3}"
11a_97,"{-1,-1,-2,1,3,3,3,-2,3,-4,3,-4}"
11a_226,"{-1,-1,-2,1,-2,3,-2,3,4,-3,-5,4,-5}"
11a_229,"{1,1,1,2,-1,-3,2,4,-3,4,5,-4,5}"
11a_235,"{1,1,1,2,-1,2,2,2,2,2,3,-2,3}"
11a_308,"{1,1,1,1,-2,1,3,-2,3,3,3}"
11n_5,"{1,1,1,2,-1,-3,2,-1,-3,2,2}"
11n_159,"{-1,-1,-2,-2,-1,-3,2,-1,2,-3,2}"
12a_0001,"{-1,2,-1,2,3,3,-4,-4,3,3,-4,-2,-2,-3}"
12a_0038,"{-1,2,-1,2,3,4,5,-3,-4,5,4,3,2,2,-3}"
12a_0231,"{-1,2,-1,2,2,2,3,4,4,3,2,2,-3,4,-3,-4}"
12a_0281,"{1,-2,3,3,4,-2,3,1,4,1,-2,3,3,-4}"
12a_0336,"{-1,2,2,3,-4,3,1,3,1,2,2,3,-4,-3,-3,2}"
12a_0346,"{-1,2,-3,2,1,1,1,2,-3,2,-3,-3,-3}"
12a_0379,"{-1,2,-1,-2,-3,4,4,-3,4,-2,-2,-2,-2,3}"
12a_0523,"{-1,2,-1,-1,2,-3,2,2,3,-1,3,2,-1}"
12a_0706,"{1,2,-3,4,2,1,1,-2,-3,2,-3,4,-3,-3}"
12a_0766,"{-1,2,-3,4,-1,-2,4,3,-2,-2,-2,3,3,4}"
12a_0798,"{-1,2,3,-1,3,-4,3,-2,3,3,4,4,3,2}"
12a_0835,"{1,1,1,-2,-2,-2,-2,-2,-2,1,1,-2}"
12a_0902,"{-1,-1,-2,1,-2,3,-2,3,2,-4,3,2,-4,-3,5,-4,5}"
12a_1073,"{-1,-2,3,3,-4,-2,1,1,2,-3,2,3,3,4,4,3}"
12a_1201,"{-1,2,-1,-1,-1,2,-3,2,-1,2,2,3,3}"
12a_1207,"{-1,2,3,3,2,-1,2,-3,2,2,2,-1,2}"
12n_0009,"{-1,2,-1,2,-3,4,-2,-2,-3,-3,-3,4}"
12n_0116,"{-1,2,-1,-2,-2,-2,-3,-3,-2,-2,3,3,3}"
12n_0182,"{-1,2,3,-4,-1,2,-4,3,2,3,-4,3}"
12n_0304,"{-1,-1,-1,-2,-2,-1,2,-3,2,2,-1,3,3}"
12n_0429,"{-1,-2,-3,-3,-4,-2,3,1,-4,1,-2,3,-2,-4}"
12n_0471,"{-1,2,2,2,2,3,3,-2,-2,-2,-1,2,3}"
12n_0485,"{1,-2,-3,-3,2,-1,2,-3,1,1,1,-2,1}"
12n_0520,"{-1,2,-3,4,-1,-3,-4,-2,3,-2,-4,-3}"
12n_0563,"{-1,2,2,3,1,3,1,2,-3,-4,2,3,-4,-3}"
12n_0645,"{-1,2,3,-1,-2,-3,-4,-3,2,-4,3,-4,3,-2}"
12n_0735,"{1,-2,1,2,3,3,4,4,3,2,-3,2,3,-4,-2,-3}"
12n_0787,"{1,-2,1,2,3,-2,-2,3,-2,-2,3,3,3}"
