name,braid_notation
8_6,"{1,1,1,1,2,-1,-3,2,-3}"
8_7,"{-1,-1,-1,-1,2,-1,2,2}"
9_5,"{1,1,2,-1,2,2,3,-2,3,4,-3,4}"
9_34,"{-1,2,-1,2,-3,2,-1,2,-3}"
9_45,"{-1,-1,-2,1,-2,-1,-3,2,-3}"
10_2,"{1,1,1,1,1,1,1,-2,1,-2}"
10_32,"{-1,-1,-1,2,-1,2,2,3,-2,3,3}"
10_78,"{1,1,2,-1,2,1,-3,2,4,-3,4,4}"
10_121,"{1,1,2,-3,2,-1,2,-3,2,-3,2}"
10_134,"{1,1,1,2,1,1,2,3,-2,3,3}"
11a_3,"{-1,-1,-1,2,2,-1,-1,2,-3,2,-3}"
11a_29,"{-1,-1,2,-1,2,-1,3,-2,-1,-4,3,2,-4,3}"
11a_41,"{1,1,2,-1,2,-3,2,4,-3,-3,4,4}"
11a_51,"{-1,2,-1,-3,2,4,-3,-3,-5,4,-5}"
11a_138,"{1,1,-2,1,-2,1,3,-2,-1,3,-2,-4,3,-4}"
11a_148,"{1,1,2,-1,3,-2,1,3,2,2,4,-3,-5,4,-5}"
11a_183,"{-1,-1,-2,1,-2,-2,3,-2,3,-4,3,-4}"
11a_198,"{1,1,-2,1,-2,-3,2,2,4,-3,-2,4,4,-3}"
11a_214,"{1,1,2,-1,2,-3,2,4,-3,-2,-5,4,-3,4,-5}"
11a_243,"{1,1,1,2,-1,2,3,-2,3,3,3,4,-3,4}"
11a_260,"{1,1,1,-2,1,1,3,-2,3,4,-3,4}"
11a_276,"{1,1,-2,1,3,-2,-1,4,-3,2,2,4,3,3}"
11a_285,"{-1,-1,2,-1,-1,-3,2,1,4,-3,2,4,-3,4}"
11a_302,"{-1,-1,2,-1,-3,2,-1,-3,-3,2,-3}"
11a_331,"{-1,-1,2,-1,-3,2,1,4,-3,2,-3,-3,4,-3}"
11a_338,"{1,1,1,1,1,2,2,2,-1,2,2,2}"
11a_361,"{1,1,1,1,2,-1,2,2,3,-2,-2,4,-3,2,4,3}"
11n_20,"{-1,-1,-2,1,-2,-2,3,2,2,-4,3,-4}"
11n_24,"{1,1,1,-2,-1,-1,3,-2,-2,3,3}"
11n_32,"{1,1,1,2,-1,-1,-3,-2,-2,4,-3,4}"
11n_98,"{1,1,1,-2,1,-2,-1,3,-2,1,-2,-3,-3}"
11n_105,"{1,1,-2,1,-2,3,2,2,2,3,3}"
11n_119,"{-1,-1,-2,1,3,-2,1,-2,3,3,-2}"
